"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_UNIMPEDED","TIME_REF","TIME_ADD","LABEL"
2015,"AUG","EDDP","Leipzig-Halle","Germany",2596,29140,1909,"Leipzig-Halle (EDDP) "
2015,"SEP","EDDP","Leipzig-Halle","Germany",2694,31072,2341,"Leipzig-Halle (EDDP) "
2015,"OCT","EDDP","Leipzig-Halle","Germany",2859,32291,3785,"Leipzig-Halle (EDDP) "
2015,"NOV","EDDP","Leipzig-Halle","Germany",2329,26640,6883,"Leipzig-Halle (EDDP) "
2015,"DEC","EDDP","Leipzig-Halle","Germany",2331,26744,4172,"Leipzig-Halle (EDDP) "
2015,"JAN","EDDS","Stuttgart","Germany",3757,31657,13625,"Stuttgart (EDDS) "
2015,"FEB","EDDS","Stuttgart","Germany",3776,28416,11074,"Stuttgart (EDDS) "
2015,"MAR","EDDS","Stuttgart","Germany",4532,32996,7741,"Stuttgart (EDDS) "
2015,"APR","EDDS","Stuttgart","Germany",4744,34814,9285,"Stuttgart (EDDS) "
2015,"MAY","EDDS","Stuttgart","Germany",5281,40944,10896,"Stuttgart (EDDS) "
2015,"JUN","EDDS","Stuttgart","Germany",5284,38520,11507,"Stuttgart (EDDS) "
2015,"JUL","EDDS","Stuttgart","Germany",5631,42571,12027,"Stuttgart (EDDS) "
2015,"AUG","EDDS","Stuttgart","Germany",5293,40096,11518,"Stuttgart (EDDS) "
2015,"SEP","EDDS","Stuttgart","Germany",5466,41591,11287,"Stuttgart (EDDS) "
2015,"OCT","EDDS","Stuttgart","Germany",5271,38836,9971,"Stuttgart (EDDS) "
2015,"NOV","EDDS","Stuttgart","Germany",4479,37236,11813,"Stuttgart (EDDS) "
2015,"DEC","EDDS","Stuttgart","Germany",4245,35392,8802,"Stuttgart (EDDS) "
2015,"JAN","EDDT","Berlin/ Tegel","Germany",6478,56807,3544,"Berlin/ Tegel (EDDT) "
2015,"FEB","EDDT","Berlin/ Tegel","Germany",6251,54632,3425,"Berlin/ Tegel (EDDT) "
2015,"MAR","EDDT","Berlin/ Tegel","Germany",7327,54453,13590,"Berlin/ Tegel (EDDT) "
2015,"APR","EDDT","Berlin/ Tegel","Germany",7582,57273,14077,"Berlin/ Tegel (EDDT) "
2015,"MAY","EDDT","Berlin/ Tegel","Germany",8070,60590,16144,"Berlin/ Tegel (EDDT) "
2015,"JUN","EDDT","Berlin/ Tegel","Germany",8043,59829,16173,"Berlin/ Tegel (EDDT) "
2015,"JUL","EDDT","Berlin/ Tegel","Germany",8081,60437,16908,"Berlin/ Tegel (EDDT) "
2015,"AUG","EDDT","Berlin/ Tegel","Germany",5829,50617,2621,"Berlin/ Tegel (EDDT) "
2015,"SEP","EDDT","Berlin/ Tegel","Germany",8228,60949,19121,"Berlin/ Tegel (EDDT) "
2015,"OCT","EDDT","Berlin/ Tegel","Germany",8221,59980,18084,"Berlin/ Tegel (EDDT) "
2015,"NOV","EDDT","Berlin/ Tegel","Germany",7166,53999,18023,"Berlin/ Tegel (EDDT) "
2015,"DEC","EDDT","Berlin/ Tegel","Germany",6836,51316,14455,"Berlin/ Tegel (EDDT) "
2015,"JAN","EDDV","Hanover","Germany",1932,15092,4095,"Hanover (EDDV) "
2015,"FEB","EDDV","Hanover","Germany",1904,14763,4326,"Hanover (EDDV) "
2015,"MAR","EDDV","Hanover","Germany",2363,20496,2649,"Hanover (EDDV) "
2015,"APR","EDDV","Hanover","Germany",2476,21205,1872,"Hanover (EDDV) "
2015,"MAY","EDDV","Hanover","Germany",2696,23437,1026,"Hanover (EDDV) "
2015,"JUN","EDDV","Hanover","Germany",2737,23027,1589,"Hanover (EDDV) "
2015,"JUL","EDDV","Hanover","Germany",2724,21037,2293,"Hanover (EDDV) "
2015,"AUG","EDDV","Hanover","Germany",2772,23037,1672,"Hanover (EDDV) "
2015,"SEP","EDDV","Hanover","Germany",2845,23009,1992,"Hanover (EDDV) "
2015,"OCT","EDDV","Hanover","Germany",2792,23116,2066,"Hanover (EDDV) "
2015,"NOV","EDDV","Hanover","Germany",2240,17387,2682,"Hanover (EDDV) "
2015,"DEC","EDDV","Hanover","Germany",1989,15313,1316,"Hanover (EDDV) "
2015,"JAN","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"FEB","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"MAR","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"APR","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"MAY","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"JUN","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"JUL","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"AUG","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"SEP","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"OCT","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"NOV","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"DEC","EETN","Tallinn","Estonia",NA,NA,NA,"Tallinn (EETN) "
2015,"JAN","EFHK","Helsinki/ Vantaa","Finland",5955,44263,28929,"Helsinki/ Vantaa (EFHK) "
2015,"FEB","EFHK","Helsinki/ Vantaa","Finland",6075,44789,21113,"Helsinki/ Vantaa (EFHK) "
2015,"MAR","EFHK","Helsinki/ Vantaa","Finland",6847,50558,15390,"Helsinki/ Vantaa (EFHK) "
2015,"APR","EFHK","Helsinki/ Vantaa","Finland",6577,48835,9467,"Helsinki/ Vantaa (EFHK) "
2015,"MAY","EFHK","Helsinki/ Vantaa","Finland",6841,49942,9464,"Helsinki/ Vantaa (EFHK) "
2015,"JUN","EFHK","Helsinki/ Vantaa","Finland",6671,48566,11393,"Helsinki/ Vantaa (EFHK) "
2015,"JUL","EFHK","Helsinki/ Vantaa","Finland",6191,46098,6289,"Helsinki/ Vantaa (EFHK) "
2015,"AUG","EFHK","Helsinki/ Vantaa","Finland",6908,51312,5617,"Helsinki/ Vantaa (EFHK) "
2015,"SEP","EFHK","Helsinki/ Vantaa","Finland",7259,53542,7933,"Helsinki/ Vantaa (EFHK) "
2015,"OCT","EFHK","Helsinki/ Vantaa","Finland",7190,52992,12378,"Helsinki/ Vantaa (EFHK) "
2015,"NOV","EFHK","Helsinki/ Vantaa","Finland",6573,49034,10957,"Helsinki/ Vantaa (EFHK) "
2015,"DEC","EFHK","Helsinki/ Vantaa","Finland",6118,46543,16726,"Helsinki/ Vantaa (EFHK) "
2015,"JAN","EGBB","Birmingham","United Kingdom",3305,28407,7406,"Birmingham (EGBB) "
2015,"FEB","EGBB","Birmingham","United Kingdom",3191,27315,6571,"Birmingham (EGBB) "
2015,"MAR","EGBB","Birmingham","United Kingdom",3725,31974,6869,"Birmingham (EGBB) "
2015,"APR","EGBB","Birmingham","United Kingdom",3712,32097,6284,"Birmingham (EGBB) "
2015,"MAY","EGBB","Birmingham","United Kingdom",4196,36517,9023,"Birmingham (EGBB) "
2015,"JUN","EGBB","Birmingham","United Kingdom",4437,38727,10362,"Birmingham (EGBB) "
2015,"JUL","EGBB","Birmingham","United Kingdom",4686,40610,11509,"Birmingham (EGBB) "
2015,"AUG","EGBB","Birmingham","United Kingdom",4579,41147,10654,"Birmingham (EGBB) "
2015,"SEP","EGBB","Birmingham","United Kingdom",4552,39742,11509,"Birmingham (EGBB) "
2015,"OCT","EGBB","Birmingham","United Kingdom",4366,38054,10137,"Birmingham (EGBB) "
2015,"NOV","EGBB","Birmingham","United Kingdom",3676,32486,9306,"Birmingham (EGBB) "
2015,"DEC","EGBB","Birmingham","United Kingdom",3589,32884,9101,"Birmingham (EGBB) "
2015,"JAN","EGCC","Manchester","United Kingdom",5301,57399,17621,"Manchester (EGCC) "
2015,"FEB","EGCC","Manchester","United Kingdom",5196,55668,17837,"Manchester (EGCC) "
2015,"MAR","EGCC","Manchester","United Kingdom",5931,63439,21293,"Manchester (EGCC) "
2015,"APR","EGCC","Manchester","United Kingdom",6000,64523,22585,"Manchester (EGCC) "
2015,"MAY","EGCC","Manchester","United Kingdom",7160,76565,28025,"Manchester (EGCC) "
2015,"JUN","EGCC","Manchester","United Kingdom",7344,78947,28251,"Manchester (EGCC) "
2015,"JUL","EGCC","Manchester","United Kingdom",7852,84031,34193,"Manchester (EGCC) "
2015,"AUG","EGCC","Manchester","United Kingdom",7984,86045,36122,"Manchester (EGCC) "
2015,"SEP","EGCC","Manchester","United Kingdom",7636,83328,30758,"Manchester (EGCC) "
2015,"OCT","EGCC","Manchester","United Kingdom",7154,77836,25936,"Manchester (EGCC) "
2015,"NOV","EGCC","Manchester","United Kingdom",5728,60644,22100,"Manchester (EGCC) "
2015,"DEC","EGCC","Manchester","United Kingdom",5739,60908,21445,"Manchester (EGCC) "
2015,"JAN","EGGD","Bristol","United Kingdom",1970,15492,2396,"Bristol (EGGD) "
2015,"FEB","EGGD","Bristol","United Kingdom",1985,15865,2419,"Bristol (EGGD) "
2015,"MAR","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"APR","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"MAY","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"JUN","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"JUL","EGGD","Bristol","United Kingdom",3283,26287,3691,"Bristol (EGGD) "
2015,"AUG","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"SEP","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"OCT","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"NOV","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"DEC","EGGD","Bristol","United Kingdom",NA,NA,NA,"Bristol (EGGD) "
2015,"JAN","EGGW","London/ Luton","United Kingdom",3550,31708,12114,"London/ Luton (EGGW) "
2015,"FEB","EGGW","London/ Luton","United Kingdom",3564,31596,11939,"London/ Luton (EGGW) "
2015,"MAR","EGGW","London/ Luton","United Kingdom",4143,36819,12229,"London/ Luton (EGGW) "
2015,"APR","EGGW","London/ Luton","United Kingdom",4513,41421,14503,"London/ Luton (EGGW) "
2015,"MAY","EGGW","London/ Luton","United Kingdom",5286,48005,20027,"London/ Luton (EGGW) "
2015,"JUN","EGGW","London/ Luton","United Kingdom",5586,50060,22402,"London/ Luton (EGGW) "
2015,"JUL","EGGW","London/ Luton","United Kingdom",5810,52750,23843,"London/ Luton (EGGW) "
2015,"AUG","EGGW","London/ Luton","United Kingdom",5447,50763,20976,"London/ Luton (EGGW) "
2015,"SEP","EGGW","London/ Luton","United Kingdom",5426,49292,24213,"London/ Luton (EGGW) "
2015,"OCT","EGGW","London/ Luton","United Kingdom",5255,47698,22351,"London/ Luton (EGGW) "
2015,"NOV","EGGW","London/ Luton","United Kingdom",4335,38914,15040,"London/ Luton (EGGW) "
2015,"DEC","EGGW","London/ Luton","United Kingdom",4333,39322,17547,"London/ Luton (EGGW) "
2015,"JAN","EGKK","London/ Gatwick","United Kingdom",8370,83902,36556,"London/ Gatwick (EGKK) "
2015,"FEB","EGKK","London/ Gatwick","United Kingdom",7535,79790,34856,"London/ Gatwick (EGKK) "
2015,"MAR","EGKK","London/ Gatwick","United Kingdom",9307,100576,45319,"London/ Gatwick (EGKK) "
2015,"APR","EGKK","London/ Gatwick","United Kingdom",9976,110039,60799,"London/ Gatwick (EGKK) "
2015,"MAY","EGKK","London/ Gatwick","United Kingdom",11113,117352,73238,"London/ Gatwick (EGKK) "
2015,"JUN","EGKK","London/ Gatwick","United Kingdom",10455,108026,79300,"London/ Gatwick (EGKK) "
2015,"JUL","EGKK","London/ Gatwick","United Kingdom",11278,117101,102280,"London/ Gatwick (EGKK) "
2015,"AUG","EGKK","London/ Gatwick","United Kingdom",11370,122464,107574,"London/ Gatwick (EGKK) "
2015,"SEP","EGKK","London/ Gatwick","United Kingdom",10543,114630,96268,"London/ Gatwick (EGKK) "
2015,"OCT","EGKK","London/ Gatwick","United Kingdom",10781,125536,75898,"London/ Gatwick (EGKK) "
2015,"NOV","EGKK","London/ Gatwick","United Kingdom",8708,88728,50068,"London/ Gatwick (EGKK) "
2015,"DEC","EGKK","London/ Gatwick","United Kingdom",9327,94528,72501,"London/ Gatwick (EGKK) "
2015,"JAN","EGLC","London/ City","United Kingdom",3401,17155,8908,"London/ City (EGLC) "
2015,"FEB","EGLC","London/ City","United Kingdom",3530,17455,9228,"London/ City (EGLC) "
2015,"MAR","EGLC","London/ City","United Kingdom",3924,19272,10271,"London/ City (EGLC) "
2015,"APR","EGLC","London/ City","United Kingdom",3454,16750,8020,"London/ City (EGLC) "
2015,"MAY","EGLC","London/ City","United Kingdom",3434,17258,9512,"London/ City (EGLC) "
2015,"JUN","EGLC","London/ City","United Kingdom",3616,17816,8409,"London/ City (EGLC) "
2015,"JUL","EGLC","London/ City","United Kingdom",3657,18271,9654,"London/ City (EGLC) "
2015,"AUG","EGLC","London/ City","United Kingdom",3114,15496,5891,"London/ City (EGLC) "
2015,"SEP","EGLC","London/ City","United Kingdom",3702,18017,9280,"London/ City (EGLC) "
2015,"OCT","EGLC","London/ City","United Kingdom",3776,18007,8238,"London/ City (EGLC) "
2015,"NOV","EGLC","London/ City","United Kingdom",3464,17656,11259,"London/ City (EGLC) "
2015,"DEC","EGLC","London/ City","United Kingdom",3231,16268,9117,"London/ City (EGLC) "
2015,"JAN","EGLL","London/ Heathrow","United Kingdom",18123,250955,118906,"London/ Heathrow (EGLL) "
2015,"FEB","EGLL","London/ Heathrow","United Kingdom",17028,232856,116644,"London/ Heathrow (EGLL) "
2015,"MAR","EGLL","London/ Heathrow","United Kingdom",18994,257848,132514,"London/ Heathrow (EGLL) "
2015,"APR","EGLL","London/ Heathrow","United Kingdom",19031,256803,146274,"London/ Heathrow (EGLL) "
2015,"MAY","EGLL","London/ Heathrow","United Kingdom",19828,273765,158212,"London/ Heathrow (EGLL) "
2015,"JUN","EGLL","London/ Heathrow","United Kingdom",18725,256428,158354,"London/ Heathrow (EGLL) "
2015,"JUL","EGLL","London/ Heathrow","United Kingdom",19930,277709,169926,"London/ Heathrow (EGLL) "
2015,"AUG","EGLL","London/ Heathrow","United Kingdom",19938,275283,177577,"London/ Heathrow (EGLL) "
2015,"SEP","EGLL","London/ Heathrow","United Kingdom",19243,261172,175265,"London/ Heathrow (EGLL) "
2015,"OCT","EGLL","London/ Heathrow","United Kingdom",19115,255082,163358,"London/ Heathrow (EGLL) "
2015,"NOV","EGLL","London/ Heathrow","United Kingdom",17644,247573,142672,"London/ Heathrow (EGLL) "
2015,"DEC","EGLL","London/ Heathrow","United Kingdom",17682,245608,134100,"London/ Heathrow (EGLL) "
2015,"JAN","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"FEB","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"MAR","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"APR","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"MAY","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"JUN","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"JUL","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"AUG","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"SEP","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"OCT","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"NOV","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"DEC","EGNT","Newcastle","United Kingdom",NA,NA,NA,"Newcastle (EGNT) "
2015,"JAN","EGPD","Aberdeen","United Kingdom",2713,23478,8324,"Aberdeen (EGPD) "
2015,"FEB","EGPD","Aberdeen","United Kingdom",2648,22914,7130,"Aberdeen (EGPD) "
2015,"MAR","EGPD","Aberdeen","United Kingdom",2930,25216,7705,"Aberdeen (EGPD) "
2015,"APR","EGPD","Aberdeen","United Kingdom",2787,23804,7218,"Aberdeen (EGPD) "
2015,"MAY","EGPD","Aberdeen","United Kingdom",2836,24299,6504,"Aberdeen (EGPD) "
2015,"JUN","EGPD","Aberdeen","United Kingdom",2974,25838,7096,"Aberdeen (EGPD) "
2015,"JUL","EGPD","Aberdeen","United Kingdom",3070,26594,7979,"Aberdeen (EGPD) "
2015,"AUG","EGPD","Aberdeen","United Kingdom",2831,24179,6796,"Aberdeen (EGPD) "
2015,"SEP","EGPD","Aberdeen","United Kingdom",2861,25393,6792,"Aberdeen (EGPD) "
2015,"OCT","EGPD","Aberdeen","United Kingdom",NA,NA,NA,"Aberdeen (EGPD) "
2015,"NOV","EGPD","Aberdeen","United Kingdom",NA,NA,NA,"Aberdeen (EGPD) "
2015,"DEC","EGPD","Aberdeen","United Kingdom",NA,NA,NA,"Aberdeen (EGPD) "
2015,"JAN","EGPF","Glasgow","United Kingdom",2780,27098,7070,"Glasgow (EGPF) "
2015,"FEB","EGPF","Glasgow","United Kingdom",2743,26738,5534,"Glasgow (EGPF) "
2015,"MAR","EGPF","Glasgow","United Kingdom",3176,30810,7265,"Glasgow (EGPF) "
2015,"APR","EGPF","Glasgow","United Kingdom",3290,32508,7506,"Glasgow (EGPF) "
2015,"MAY","EGPF","Glasgow","United Kingdom",3722,36657,9208,"Glasgow (EGPF) "
2015,"JUN","EGPF","Glasgow","United Kingdom",4033,39464,12768,"Glasgow (EGPF) "
2015,"JUL","EGPF","Glasgow","United Kingdom",4118,40038,12328,"Glasgow (EGPF) "
2015,"AUG","EGPF","Glasgow","United Kingdom",3940,38677,9354,"Glasgow (EGPF) "
2015,"SEP","EGPF","Glasgow","United Kingdom",3962,38408,11977,"Glasgow (EGPF) "
2015,"OCT","EGPF","Glasgow","United Kingdom",3849,38804,10116,"Glasgow (EGPF) "
2015,"NOV","EGPF","Glasgow","United Kingdom",3525,34954,8184,"Glasgow (EGPF) "
2015,"DEC","EGPF","Glasgow","United Kingdom",3167,31579,6938,"Glasgow (EGPF) "
2015,"JAN","EGPH","Edinburgh","United Kingdom",3721,35673,4945,"Edinburgh (EGPH) "
2015,"FEB","EGPH","Edinburgh","United Kingdom",3694,35712,4484,"Edinburgh (EGPH) "
2015,"MAR","EGPH","Edinburgh","United Kingdom",4283,41919,5500,"Edinburgh (EGPH) "
2015,"APR","EGPH","Edinburgh","United Kingdom",4574,45001,6754,"Edinburgh (EGPH) "
2015,"MAY","EGPH","Edinburgh","United Kingdom",4809,47443,7613,"Edinburgh (EGPH) "
2015,"JUN","EGPH","Edinburgh","United Kingdom",4970,48935,9361,"Edinburgh (EGPH) "
2015,"JUL","EGPH","Edinburgh","United Kingdom",5104,50903,10182,"Edinburgh (EGPH) "
2015,"AUG","EGPH","Edinburgh","United Kingdom",5016,49509,9152,"Edinburgh (EGPH) "
2015,"SEP","EGPH","Edinburgh","United Kingdom",4793,47849,8193,"Edinburgh (EGPH) "
2015,"OCT","EGPH","Edinburgh","United Kingdom",4589,46103,7502,"Edinburgh (EGPH) "
2015,"NOV","EGPH","Edinburgh","United Kingdom",3986,38981,7193,"Edinburgh (EGPH) "
2015,"DEC","EGPH","Edinburgh","United Kingdom",3837,37745,7498,"Edinburgh (EGPH) "
2015,"JAN","EGSS","London/ Stansted","United Kingdom",5901,56327,13288,"London/ Stansted (EGSS) "
2015,"FEB","EGSS","London/ Stansted","United Kingdom",5351,54174,13866,"London/ Stansted (EGSS) "
2015,"MAR","EGSS","London/ Stansted","United Kingdom",6053,61105,12051,"London/ Stansted (EGSS) "
2015,"APR","EGSS","London/ Stansted","United Kingdom",6676,69225,16779,"London/ Stansted (EGSS) "
2015,"MAY","EGSS","London/ Stansted","United Kingdom",7065,68423,19158,"London/ Stansted (EGSS) "
2015,"JUN","EGSS","London/ Stansted","United Kingdom",6974,69383,19682,"London/ Stansted (EGSS) "
2015,"JUL","EGSS","London/ Stansted","United Kingdom",7257,69200,21927,"London/ Stansted (EGSS) "
2015,"AUG","EGSS","London/ Stansted","United Kingdom",7187,71344,20574,"London/ Stansted (EGSS) "
2015,"SEP","EGSS","London/ Stansted","United Kingdom",7072,73951,18053,"London/ Stansted (EGSS) "
2015,"OCT","EGSS","London/ Stansted","United Kingdom",7067,73493,19160,"London/ Stansted (EGSS) "
2015,"NOV","EGSS","London/ Stansted","United Kingdom",6277,59381,16252,"London/ Stansted (EGSS) "
2015,"DEC","EGSS","London/ Stansted","United Kingdom",6412,59272,20565,"London/ Stansted (EGSS) "
2015,"JAN","EHAM","Amsterdam/ Schiphol","Netherlands",15219,135921,55854,"Amsterdam/ Schiphol (EHAM) "
2015,"FEB","EHAM","Amsterdam/ Schiphol","Netherlands",14718,150867,47308,"Amsterdam/ Schiphol (EHAM) "
2015,"MAR","EHAM","Amsterdam/ Schiphol","Netherlands",15420,158405,41894,"Amsterdam/ Schiphol (EHAM) "
2015,"APR","EHAM","Amsterdam/ Schiphol","Netherlands",17471,184515,43474,"Amsterdam/ Schiphol (EHAM) "
2015,"MAY","EHAM","Amsterdam/ Schiphol","Netherlands",19466,183760,47217,"Amsterdam/ Schiphol (EHAM) "
2015,"JUN","EHAM","Amsterdam/ Schiphol","Netherlands",19169,199034,47426,"Amsterdam/ Schiphol (EHAM) "
2015,"JUL","EHAM","Amsterdam/ Schiphol","Netherlands",19824,184029,52064,"Amsterdam/ Schiphol (EHAM) "
2015,"AUG","EHAM","Amsterdam/ Schiphol","Netherlands",19838,190734,50743,"Amsterdam/ Schiphol (EHAM) "
2015,"SEP","EHAM","Amsterdam/ Schiphol","Netherlands",18167,188769,50786,"Amsterdam/ Schiphol (EHAM) "
2015,"OCT","EHAM","Amsterdam/ Schiphol","Netherlands",18785,194645,50935,"Amsterdam/ Schiphol (EHAM) "
2015,"NOV","EHAM","Amsterdam/ Schiphol","Netherlands",15912,142273,43715,"Amsterdam/ Schiphol (EHAM) "
2015,"DEC","EHAM","Amsterdam/ Schiphol","Netherlands",16609,141291,37629,"Amsterdam/ Schiphol (EHAM) "
2015,"JAN","EIDW","Dublin","Ireland",5964,51258,19109,"Dublin (EIDW) "
2015,"FEB","EIDW","Dublin","Ireland",5743,50535,19201,"Dublin (EIDW) "
2015,"MAR","EIDW","Dublin","Ireland",6921,60556,27157,"Dublin (EIDW) "
2015,"APR","EIDW","Dublin","Ireland",7438,70633,36433,"Dublin (EIDW) "
2015,"MAY","EIDW","Dublin","Ireland",7593,67414,42043,"Dublin (EIDW) "
2015,"JUN","EIDW","Dublin","Ireland",8152,72888,47081,"Dublin (EIDW) "
2015,"JUL","EIDW","Dublin","Ireland",8170,73112,52645,"Dublin (EIDW) "
2015,"AUG","EIDW","Dublin","Ireland",7782,69344,43538,"Dublin (EIDW) "
2015,"SEP","EIDW","Dublin","Ireland",7534,68881,48228,"Dublin (EIDW) "
2015,"OCT","EIDW","Dublin","Ireland",7327,69220,47824,"Dublin (EIDW) "
2015,"NOV","EIDW","Dublin","Ireland",6428,54745,36745,"Dublin (EIDW) "
2015,"DEC","EIDW","Dublin","Ireland",5624,50068,36054,"Dublin (EIDW) "
2015,"JAN","EKCH","Copenhagen/ Kastrup","Denmark",8154,72591,18004,"Copenhagen/ Kastrup (EKCH) "
2015,"FEB","EKCH","Copenhagen/ Kastrup","Denmark",8105,72025,20861,"Copenhagen/ Kastrup (EKCH) "
2015,"MAR","EKCH","Copenhagen/ Kastrup","Denmark",9583,87108,18345,"Copenhagen/ Kastrup (EKCH) "
2015,"APR","EKCH","Copenhagen/ Kastrup","Denmark",9776,90473,15608,"Copenhagen/ Kastrup (EKCH) "
2015,"MAY","EKCH","Copenhagen/ Kastrup","Denmark",10266,91612,16234,"Copenhagen/ Kastrup (EKCH) "
2015,"JUN","EKCH","Copenhagen/ Kastrup","Denmark",10417,93689,15662,"Copenhagen/ Kastrup (EKCH) "
2015,"JUL","EKCH","Copenhagen/ Kastrup","Denmark",9717,86499,21058,"Copenhagen/ Kastrup (EKCH) "
2015,"AUG","EKCH","Copenhagen/ Kastrup","Denmark",10110,88029,23815,"Copenhagen/ Kastrup (EKCH) "
2015,"SEP","EKCH","Copenhagen/ Kastrup","Denmark",11270,105545,20310,"Copenhagen/ Kastrup (EKCH) "
2015,"OCT","EKCH","Copenhagen/ Kastrup","Denmark",11127,107869,16854,"Copenhagen/ Kastrup (EKCH) "
2015,"NOV","EKCH","Copenhagen/ Kastrup","Denmark",10058,90654,21645,"Copenhagen/ Kastrup (EKCH) "
2015,"DEC","EKCH","Copenhagen/ Kastrup","Denmark",9163,82769,17597,"Copenhagen/ Kastrup (EKCH) "
2015,"JAN","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"FEB","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"MAR","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"APR","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"MAY","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"JUN","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"JUL","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"AUG","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"SEP","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"OCT","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"NOV","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"DEC","ELLX","Luxembourg","Luxembourg",NA,NA,NA,"Luxembourg (ELLX) "
2015,"JAN","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"FEB","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"MAR","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"APR","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"MAY","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"JUN","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"JUL","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"AUG","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"SEP","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"OCT","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"NOV","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"DEC","ENBR","Bergen","Norway",NA,NA,NA,"Bergen (ENBR) "
2015,"JAN","ENGM","Oslo/ Gardermoen","Norway",NA,NA,NA,"Oslo/ Gardermoen (ENGM) "
2015,"FEB","ENGM","Oslo/ Gardermoen","Norway",NA,NA,NA,"Oslo/ Gardermoen (ENGM) "
2015,"MAR","ENGM","Oslo/ Gardermoen","Norway",NA,NA,NA,"Oslo/ Gardermoen (ENGM) "
