"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_UNIMPEDED","TIME_REF","TIME_ADD","LABEL"
2016,"APR","LIRF","Rome/Fiumicino","Italy",12128,138436,73217,"Rome/Fiumicino (LIRF) "
2016,"MAY","LIRF","Rome/Fiumicino","Italy",12960,147107,90105,"Rome/Fiumicino (LIRF) "
2016,"JUN","LIRF","Rome/Fiumicino","Italy",12990,146129,101367,"Rome/Fiumicino (LIRF) "
2016,"JUL","LIRF","Rome/Fiumicino","Italy",13866,157103,116147,"Rome/Fiumicino (LIRF) "
2016,"AUG","LIRF","Rome/Fiumicino","Italy",13511,153804,106644,"Rome/Fiumicino (LIRF) "
2016,"SEP","LIRF","Rome/Fiumicino","Italy",13261,150206,103973,"Rome/Fiumicino (LIRF) "
2016,"OCT","LIRF","Rome/Fiumicino","Italy",12306,138388,99607,"Rome/Fiumicino (LIRF) "
2016,"NOV","LIRF","Rome/Fiumicino","Italy",10038,111661,52216,"Rome/Fiumicino (LIRF) "
2016,"DEC","LIRF","Rome/Fiumicino","Italy",9857,109673,48120,"Rome/Fiumicino (LIRF) "
2016,"JAN","LIRN","Naples","Italy",1581,11274,1886,"Naples (LIRN) "
2016,"FEB","LIRN","Naples","Italy",1618,11981,1825,"Naples (LIRN) "
2016,"MAR","LIRN","Naples","Italy",1993,14114,2739,"Naples (LIRN) "
2016,"APR","LIRN","Naples","Italy",2427,18002,4387,"Naples (LIRN) "
2016,"MAY","LIRN","Naples","Italy",2836,21047,6475,"Naples (LIRN) "
2016,"JUN","LIRN","Naples","Italy",2970,21822,8305,"Naples (LIRN) "
2016,"JUL","LIRN","Naples","Italy",3336,24236,10578,"Naples (LIRN) "
2016,"AUG","LIRN","Naples","Italy",3225,23151,8345,"Naples (LIRN) "
2016,"SEP","LIRN","Naples","Italy",3027,21087,7162,"Naples (LIRN) "
2016,"OCT","LIRN","Naples","Italy",2673,19276,5905,"Naples (LIRN) "
2016,"NOV","LIRN","Naples","Italy",1767,13162,2605,"Naples (LIRN) "
2016,"DEC","LIRN","Naples","Italy",1866,12475,3354,"Naples (LIRN) "
2016,"JAN","LJLJ","Ljubljana","Slovenia",851,5835,2178,"Ljubljana (LJLJ) "
2016,"FEB","LJLJ","Ljubljana","Slovenia",873,5779,1723,"Ljubljana (LJLJ) "
2016,"MAR","LJLJ","Ljubljana","Slovenia",1039,7226,1436,"Ljubljana (LJLJ) "
2016,"APR","LJLJ","Ljubljana","Slovenia",1052,7634,1204,"Ljubljana (LJLJ) "
2016,"MAY","LJLJ","Ljubljana","Slovenia",1121,8136,776,"Ljubljana (LJLJ) "
2016,"JUN","LJLJ","Ljubljana","Slovenia",1229,8840,1248,"Ljubljana (LJLJ) "
2016,"JUL","LJLJ","Ljubljana","Slovenia",1285,9359,1225,"Ljubljana (LJLJ) "
2016,"AUG","LJLJ","Ljubljana","Slovenia",1333,9784,1233,"Ljubljana (LJLJ) "
2016,"SEP","LJLJ","Ljubljana","Slovenia",1251,9122,985,"Ljubljana (LJLJ) "
2016,"OCT","LJLJ","Ljubljana","Slovenia",1137,8281,1019,"Ljubljana (LJLJ) "
2016,"NOV","LJLJ","Ljubljana","Slovenia",981,7089,1224,"Ljubljana (LJLJ) "
2016,"DEC","LJLJ","Ljubljana","Slovenia",1010,7457,2092,"Ljubljana (LJLJ) "
2016,"JAN","LKPR","Prague","Czech Republic",4080,31006,19528,"Prague (LKPR) "
2016,"FEB","LKPR","Prague","Czech Republic",3942,29842,9516,"Prague (LKPR) "
2016,"MAR","LKPR","Prague","Czech Republic",4593,35962,8029,"Prague (LKPR) "
2016,"APR","LKPR","Prague","Czech Republic",4906,36530,8123,"Prague (LKPR) "
2016,"MAY","LKPR","Prague","Czech Republic",5240,39724,9342,"Prague (LKPR) "
2016,"JUN","LKPR","Prague","Czech Republic",5788,45256,11612,"Prague (LKPR) "
2016,"JUL","LKPR","Prague","Czech Republic",5840,46837,9814,"Prague (LKPR) "
2016,"AUG","LKPR","Prague","Czech Republic",6120,48973,11245,"Prague (LKPR) "
2016,"SEP","LKPR","Prague","Czech Republic",5910,49491,12364,"Prague (LKPR) "
2016,"OCT","LKPR","Prague","Czech Republic",5214,42728,9480,"Prague (LKPR) "
2016,"NOV","LKPR","Prague","Czech Republic",4710,36505,12802,"Prague (LKPR) "
2016,"DEC","LKPR","Prague","Czech Republic",4756,37456,13519,"Prague (LKPR) "
2016,"JAN","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"FEB","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"MAR","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"APR","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"MAY","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"JUN","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"JUL","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"AUG","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"SEP","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"OCT","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"NOV","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"DEC","LMML","Malta","Malta",NA,NA,NA,"Malta (LMML) "
2016,"JAN","LOWW","Vienna","Austria",7862,53865,30631,"Vienna (LOWW) "
2016,"FEB","LOWW","Vienna","Austria",7741,53547,12454,"Vienna (LOWW) "
2016,"MAR","LOWW","Vienna","Austria",8987,61796,17587,"Vienna (LOWW) "
2016,"APR","LOWW","Vienna","Austria",9592,66040,21515,"Vienna (LOWW) "
2016,"MAY","LOWW","Vienna","Austria",10521,71939,27447,"Vienna (LOWW) "
2016,"JUN","LOWW","Vienna","Austria",10473,69541,23781,"Vienna (LOWW) "
2016,"JUL","LOWW","Vienna","Austria",10631,70096,23061,"Vienna (LOWW) "
2016,"AUG","LOWW","Vienna","Austria",10469,69358,20376,"Vienna (LOWW) "
2016,"SEP","LOWW","Vienna","Austria",10643,69601,21968,"Vienna (LOWW) "
2016,"OCT","LOWW","Vienna","Austria",9776,65122,19340,"Vienna (LOWW) "
2016,"NOV","LOWW","Vienna","Austria",8242,55846,22650,"Vienna (LOWW) "
2016,"DEC","LOWW","Vienna","Austria",8075,55438,39810,"Vienna (LOWW) "
2016,"JAN","LPPR","Porto","Portugal",2583,19580,4304,"Porto (LPPR) "
2016,"FEB","LPPR","Porto","Portugal",2445,17315,3343,"Porto (LPPR) "
2016,"MAR","LPPR","Porto","Portugal",2711,19328,3434,"Porto (LPPR) "
2016,"APR","LPPR","Porto","Portugal",3130,23429,5086,"Porto (LPPR) "
2016,"MAY","LPPR","Porto","Portugal",3418,25149,6387,"Porto (LPPR) "
2016,"JUN","LPPR","Porto","Portugal",2888,19835,5032,"Porto (LPPR) "
2016,"JUL","LPPR","Porto","Portugal",3755,25636,6352,"Porto (LPPR) "
2016,"AUG","LPPR","Porto","Portugal",3779,25851,5902,"Porto (LPPR) "
2016,"SEP","LPPR","Porto","Portugal",3520,24155,4881,"Porto (LPPR) "
2016,"OCT","LPPR","Porto","Portugal",3378,24833,4063,"Porto (LPPR) "
2016,"NOV","LPPR","Porto","Portugal",2904,21000,1991,"Porto (LPPR) "
2016,"DEC","LPPR","Porto","Portugal",3114,22963,2214,"Porto (LPPR) "
2016,"JAN","LPPT","Lisbon","Portugal",6322,59187,27058,"Lisbon (LPPT) "
2016,"FEB","LPPT","Lisbon","Portugal",5788,52496,21393,"Lisbon (LPPT) "
2016,"MAR","LPPT","Lisbon","Portugal",6409,57927,17419,"Lisbon (LPPT) "
2016,"APR","LPPT","Lisbon","Portugal",6819,63807,22805,"Lisbon (LPPT) "
2016,"MAY","LPPT","Lisbon","Portugal",7339,68608,25801,"Lisbon (LPPT) "
2016,"JUN","LPPT","Lisbon","Portugal",7382,65696,31329,"Lisbon (LPPT) "
2016,"JUL","LPPT","Lisbon","Portugal",8168,73600,39569,"Lisbon (LPPT) "
2016,"AUG","LPPT","Lisbon","Portugal",8259,73442,42436,"Lisbon (LPPT) "
2016,"SEP","LPPT","Lisbon","Portugal",7814,69697,37939,"Lisbon (LPPT) "
2016,"OCT","LPPT","Lisbon","Portugal",7501,69685,37033,"Lisbon (LPPT) "
2016,"NOV","LPPT","Lisbon","Portugal",6452,59273,30642,"Lisbon (LPPT) "
2016,"DEC","LPPT","Lisbon","Portugal",6804,61169,33692,"Lisbon (LPPT) "
2016,"JAN","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"FEB","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"MAR","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"APR","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"MAY","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"JUN","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"JUL","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"AUG","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"SEP","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"OCT","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"NOV","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"DEC","LROP","Bucharest/ Otopeni","Romania",NA,NA,NA,"Bucharest/ Otopeni (LROP) "
2016,"JAN","LSGG","Geneva","Switzerland",7383,52345,25855,"Geneva (LSGG) "
2016,"FEB","LSGG","Geneva","Switzerland",7211,49830,26782,"Geneva (LSGG) "
2016,"MAR","LSGG","Geneva","Switzerland",7553,49563,26665,"Geneva (LSGG) "
2016,"APR","LSGG","Geneva","Switzerland",7116,47664,20434,"Geneva (LSGG) "
2016,"MAY","LSGG","Geneva","Switzerland",7230,47831,20784,"Geneva (LSGG) "
2016,"JUN","LSGG","Geneva","Switzerland",7183,47982,20282,"Geneva (LSGG) "
2016,"JUL","LSGG","Geneva","Switzerland",7447,48853,22024,"Geneva (LSGG) "
2016,"AUG","LSGG","Geneva","Switzerland",7148,47075,18139,"Geneva (LSGG) "
2016,"SEP","LSGG","Geneva","Switzerland",7200,46753,21091,"Geneva (LSGG) "
2016,"OCT","LSGG","Geneva","Switzerland",7025,45677,19581,"Geneva (LSGG) "
2016,"NOV","LSGG","Geneva","Switzerland",6068,41359,14283,"Geneva (LSGG) "
2016,"DEC","LSGG","Geneva","Switzerland",6868,45160,25470,"Geneva (LSGG) "
2016,"JAN","LSZH","Zürich","Switzerland",9492,83337,33296,"Zürich (LSZH) "
2016,"FEB","LSZH","Zürich","Switzerland",8972,79173,29869,"Zürich (LSZH) "
2016,"MAR","LSZH","Zürich","Switzerland",9404,83087,31041,"Zürich (LSZH) "
2016,"APR","LSZH","Zürich","Switzerland",9895,88437,27326,"Zürich (LSZH) "
2016,"MAY","LSZH","Zürich","Switzerland",10914,95306,31079,"Zürich (LSZH) "
2016,"JUN","LSZH","Zürich","Switzerland",11136,96312,34280,"Zürich (LSZH) "
2016,"JUL","LSZH","Zürich","Switzerland",11925,105332,36511,"Zürich (LSZH) "
2016,"AUG","LSZH","Zürich","Switzerland",11657,103657,37011,"Zürich (LSZH) "
2016,"SEP","LSZH","Zürich","Switzerland",11453,100640,35774,"Zürich (LSZH) "
2016,"OCT","LSZH","Zürich","Switzerland",10620,95808,31177,"Zürich (LSZH) "
2016,"NOV","LSZH","Zürich","Switzerland",9000,80448,26317,"Zürich (LSZH) "
2016,"DEC","LSZH","Zürich","Switzerland",9342,83228,36000,"Zürich (LSZH) "
2016,"JAN","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"FEB","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"MAR","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"APR","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"MAY","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"JUN","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"JUL","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"AUG","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"SEP","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"OCT","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"NOV","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2016,"DEC","LZIB","Bratislava","Slovakia",NA,NA,NA,"Bratislava (LZIB) "
2017,"JAN","EBBR","Brussels","Belgium",7954,70559,17718,"Brussels (EBBR) "
2017,"FEB","EBBR","Brussels","Belgium",7586,66855,14598,"Brussels (EBBR) "
2017,"MAR","EBBR","Brussels","Belgium",8910,77765,16990,"Brussels (EBBR) "
2017,"APR","EBBR","Brussels","Belgium",9007,77959,17205,"Brussels (EBBR) "
2017,"MAY","EBBR","Brussels","Belgium",9715,86454,21976,"Brussels (EBBR) "
2017,"JUN","EBBR","Brussels","Belgium",9636,83666,18080,"Brussels (EBBR) "
2017,"JUL","EBBR","Brussels","Belgium",10084,86862,19260,"Brussels (EBBR) "
2017,"AUG","EBBR","Brussels","Belgium",9599,81295,15568,"Brussels (EBBR) "
2017,"SEP","EBBR","Brussels","Belgium",9693,82143,19563,"Brussels (EBBR) "
2017,"OCT","EBBR","Brussels","Belgium",9388,77649,17112,"Brussels (EBBR) "
2017,"NOV","EBBR","Brussels","Belgium",8907,76015,17363,"Brussels (EBBR) "
2017,"DEC","EBBR","Brussels","Belgium",8145,70205,17149,"Brussels (EBBR) "
2017,"JAN","EBCI","Charleroi","Belgium",2217,18217,2567,"Charleroi (EBCI) "
2017,"FEB","EBCI","Charleroi","Belgium",1982,16286,1933,"Charleroi (EBCI) "
2017,"MAR","EBCI","Charleroi","Belgium",2558,20193,2217,"Charleroi (EBCI) "
2017,"APR","EBCI","Charleroi","Belgium",2886,22985,2192,"Charleroi (EBCI) "
2017,"MAY","EBCI","Charleroi","Belgium",2941,24067,2364,"Charleroi (EBCI) "
2017,"JUN","EBCI","Charleroi","Belgium",2897,23613,2371,"Charleroi (EBCI) "
2017,"JUL","EBCI","Charleroi","Belgium",3138,25687,2599,"Charleroi (EBCI) "
2017,"AUG","EBCI","Charleroi","Belgium",3081,25135,2519,"Charleroi (EBCI) "
2017,"SEP","EBCI","Charleroi","Belgium",2914,23484,2647,"Charleroi (EBCI) "
2017,"OCT","EBCI","Charleroi","Belgium",2921,23325,2542,"Charleroi (EBCI) "
2017,"NOV","EBCI","Charleroi","Belgium",2284,18399,2079,"Charleroi (EBCI) "
2017,"DEC","EBCI","Charleroi","Belgium",2026,17134,3485,"Charleroi (EBCI) "
2017,"JAN","EDDB","Berlin/ Schoenefeld","Germany",3742,31437,23994,"Berlin/ Schoenefeld (EDDB) "
2017,"FEB","EDDB","Berlin/ Schoenefeld","Germany",3602,32248,9739,"Berlin/ Schoenefeld (EDDB) "
2017,"MAR","EDDB","Berlin/ Schoenefeld","Germany",3838,31653,5715,"Berlin/ Schoenefeld (EDDB) "
2017,"APR","EDDB","Berlin/ Schoenefeld","Germany",4012,33176,5563,"Berlin/ Schoenefeld (EDDB) "
2017,"MAY","EDDB","Berlin/ Schoenefeld","Germany",4301,38130,6929,"Berlin/ Schoenefeld (EDDB) "
2017,"JUN","EDDB","Berlin/ Schoenefeld","Germany",4135,33031,5916,"Berlin/ Schoenefeld (EDDB) "
2017,"JUL","EDDB","Berlin/ Schoenefeld","Germany",4172,45100,5704,"Berlin/ Schoenefeld (EDDB) "
2017,"AUG","EDDB","Berlin/ Schoenefeld","Germany",4060,56401,4701,"Berlin/ Schoenefeld (EDDB) "
2017,"SEP","EDDB","Berlin/ Schoenefeld","Germany",4103,56132,5699,"Berlin/ Schoenefeld (EDDB) "
2017,"OCT","EDDB","Berlin/ Schoenefeld","Germany",4231,54665,6339,"Berlin/ Schoenefeld (EDDB) "
2017,"NOV","EDDB","Berlin/ Schoenefeld","Germany",3654,29775,7643,"Berlin/ Schoenefeld (EDDB) "
2017,"DEC","EDDB","Berlin/ Schoenefeld","Germany",3595,29486,14149,"Berlin/ Schoenefeld (EDDB) "
2017,"JAN","EDDE","Erfurt","Germany",114,605,106,"Erfurt (EDDE) "
2017,"FEB","EDDE","Erfurt","Germany",136,767,184,"Erfurt (EDDE) "
2017,"MAR","EDDE","Erfurt","Germany",231,1234,308,"Erfurt (EDDE) "
2017,"APR","EDDE","Erfurt","Germany",285,1740,382,"Erfurt (EDDE) "
2017,"MAY","EDDE","Erfurt","Germany",298,1829,353,"Erfurt (EDDE) "
2017,"JUN","EDDE","Erfurt","Germany",436,2464,385,"Erfurt (EDDE) "
2017,"JUL","EDDE","Erfurt","Germany",347,2054,427,"Erfurt (EDDE) "
2017,"AUG","EDDE","Erfurt","Germany",329,1979,403,"Erfurt (EDDE) "
2017,"SEP","EDDE","Erfurt","Germany",304,1811,591,"Erfurt (EDDE) "
2017,"OCT","EDDE","Erfurt","Germany",300,1846,384,"Erfurt (EDDE) "
2017,"NOV","EDDE","Erfurt","Germany",166,879,170,"Erfurt (EDDE) "
2017,"DEC","EDDE","Erfurt","Germany",119,627,102,"Erfurt (EDDE) "
2017,"JAN","EDDF","Frankfurt","Germany",15916,175752,65526,"Frankfurt (EDDF) "
2017,"FEB","EDDF","Frankfurt","Germany",15371,168887,41179,"Frankfurt (EDDF) "
2017,"MAR","EDDF","Frankfurt","Germany",17813,195689,45331,"Frankfurt (EDDF) "
2017,"APR","EDDF","Frankfurt","Germany",18087,196727,49942,"Frankfurt (EDDF) "
2017,"MAY","EDDF","Frankfurt","Germany",19602,204362,67003,"Frankfurt (EDDF) "
2017,"JUN","EDDF","Frankfurt","Germany",19666,205563,66877,"Frankfurt (EDDF) "
2017,"JUL","EDDF","Frankfurt","Germany",20768,216471,73300,"Frankfurt (EDDF) "
2017,"AUG","EDDF","Frankfurt","Germany",20415,213964,68824,"Frankfurt (EDDF) "
2017,"SEP","EDDF","Frankfurt","Germany",20185,212355,73739,"Frankfurt (EDDF) "
2017,"OCT","EDDF","Frankfurt","Germany",20404,215762,83719,"Frankfurt (EDDF) "
2017,"NOV","EDDF","Frankfurt","Germany",18307,192115,66848,"Frankfurt (EDDF) "
2017,"DEC","EDDF","Frankfurt","Germany",16315,172094,78174,"Frankfurt (EDDF) "
2017,"JAN","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"FEB","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"MAR","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"APR","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"MAY","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"JUN","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"JUL","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"AUG","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"SEP","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"OCT","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"NOV","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"DEC","EDDG","Muenster-Osnabrueck","Germany",NA,NA,NA,"Muenster-Osnabrueck (EDDG) "
2017,"JAN","EDDH","Hamburg","Germany",5381,36167,7735,"Hamburg (EDDH) "
2017,"FEB","EDDH","Hamburg","Germany",5295,38631,9141,"Hamburg (EDDH) "
2017,"MAR","EDDH","Hamburg","Germany",5992,43880,9307,"Hamburg (EDDH) "
2017,"APR","EDDH","Hamburg","Germany",6224,43492,5466,"Hamburg (EDDH) "
2017,"MAY","EDDH","Hamburg","Germany",6870,48738,9835,"Hamburg (EDDH) "
2017,"JUN","EDDH","Hamburg","Germany",6618,47476,12804,"Hamburg (EDDH) "
2017,"JUL","EDDH","Hamburg","Germany",6839,49067,10693,"Hamburg (EDDH) "
2017,"AUG","EDDH","Hamburg","Germany",6994,48849,11151,"Hamburg (EDDH) "
2017,"SEP","EDDH","Hamburg","Germany",6731,49221,13563,"Hamburg (EDDH) "
2017,"OCT","EDDH","Hamburg","Germany",6806,48032,11124,"Hamburg (EDDH) "
2017,"NOV","EDDH","Hamburg","Germany",5510,39740,7619,"Hamburg (EDDH) "
2017,"DEC","EDDH","Hamburg","Germany",5177,37616,6286,"Hamburg (EDDH) "
2017,"JAN","EDDK","Cologne-Bonn","Germany",4529,42950,6402,"Cologne-Bonn (EDDK) "
2017,"FEB","EDDK","Cologne-Bonn","Germany",4202,37834,6604,"Cologne-Bonn (EDDK) "
2017,"MAR","EDDK","Cologne-Bonn","Germany",4911,48256,6712,"Cologne-Bonn (EDDK) "
2017,"APR","EDDK","Cologne-Bonn","Germany",4979,55383,6717,"Cologne-Bonn (EDDK) "
2017,"MAY","EDDK","Cologne-Bonn","Germany",5645,54544,9207,"Cologne-Bonn (EDDK) "
2017,"JUN","EDDK","Cologne-Bonn","Germany",5740,56572,10468,"Cologne-Bonn (EDDK) "
2017,"JUL","EDDK","Cologne-Bonn","Germany",6134,63280,11374,"Cologne-Bonn (EDDK) "
2017,"AUG","EDDK","Cologne-Bonn","Germany",6505,64095,11520,"Cologne-Bonn (EDDK) "
2017,"SEP","EDDK","Cologne-Bonn","Germany",6219,58890,10936,"Cologne-Bonn (EDDK) "
2017,"OCT","EDDK","Cologne-Bonn","Germany",6041,62650,11564,"Cologne-Bonn (EDDK) "
2017,"NOV","EDDK","Cologne-Bonn","Germany",5136,52165,8393,"Cologne-Bonn (EDDK) "
2017,"DEC","EDDK","Cologne-Bonn","Germany",4808,50463,8002,"Cologne-Bonn (EDDK) "
2017,"JAN","EDDL","Dusseldorf","Germany",7676,66226,29276,"Dusseldorf (EDDL) "
2017,"FEB","EDDL","Dusseldorf","Germany",7403,63105,20724,"Dusseldorf (EDDL) "
2017,"MAR","EDDL","Dusseldorf","Germany",8736,75400,21402,"Dusseldorf (EDDL) "
2017,"APR","EDDL","Dusseldorf","Germany",8913,75843,25060,"Dusseldorf (EDDL) "
2017,"MAY","EDDL","Dusseldorf","Germany",10009,82635,31681,"Dusseldorf (EDDL) "
2017,"JUN","EDDL","Dusseldorf","Germany",9481,81815,30974,"Dusseldorf (EDDL) "
2017,"JUL","EDDL","Dusseldorf","Germany",9978,90499,29900,"Dusseldorf (EDDL) "
2017,"AUG","EDDL","Dusseldorf","Germany",9877,89236,27205,"Dusseldorf (EDDL) "
2017,"SEP","EDDL","Dusseldorf","Germany",9898,88862,28892,"Dusseldorf (EDDL) "
2017,"OCT","EDDL","Dusseldorf","Germany",9537,88820,27499,"Dusseldorf (EDDL) "
2017,"NOV","EDDL","Dusseldorf","Germany",7201,65369,14284,"Dusseldorf (EDDL) "
2017,"DEC","EDDL","Dusseldorf","Germany",6526,59643,27317,"Dusseldorf (EDDL) "
2017,"JAN","EDDM","Munich","Germany",13353,122634,106830,"Munich (EDDM) "
2017,"FEB","EDDM","Munich","Germany",13334,121994,45837,"Munich (EDDM) "
2017,"MAR","EDDM","Munich","Germany",15416,140850,39613,"Munich (EDDM) "
2017,"APR","EDDM","Munich","Germany",15349,138786,43433,"Munich (EDDM) "
2017,"MAY","EDDM","Munich","Germany",16421,150499,42674,"Munich (EDDM) "
2017,"JUN","EDDM","Munich","Germany",16472,149049,44293,"Munich (EDDM) "
2017,"JUL","EDDM","Munich","Germany",17140,154006,47903,"Munich (EDDM) "
2017,"AUG","EDDM","Munich","Germany",15595,142797,43674,"Munich (EDDM) "
2017,"SEP","EDDM","Munich","Germany",16707,152077,49158,"Munich (EDDM) "
2017,"OCT","EDDM","Munich","Germany",16918,151228,46922,"Munich (EDDM) "
2017,"NOV","EDDM","Munich","Germany",14269,125768,47159,"Munich (EDDM) "
2017,"DEC","EDDM","Munich","Germany",13637,121143,75850,"Munich (EDDM) "
2017,"JAN","EDDN","Nuremberg","Germany",1751,13478,1295,"Nuremberg (EDDN) "
2017,"FEB","EDDN","Nuremberg","Germany",1821,13952,1289,"Nuremberg (EDDN) "
2017,"MAR","EDDN","Nuremberg","Germany",2091,15978,1069,"Nuremberg (EDDN) "
2017,"APR","EDDN","Nuremberg","Germany",2068,16301,1087,"Nuremberg (EDDN) "
2017,"MAY","EDDN","Nuremberg","Germany",2315,18136,1826,"Nuremberg (EDDN) "
2017,"JUN","EDDN","Nuremberg","Germany",2449,19045,1823,"Nuremberg (EDDN) "
2017,"JUL","EDDN","Nuremberg","Germany",2500,19685,2317,"Nuremberg (EDDN) "
2017,"AUG","EDDN","Nuremberg","Germany",2475,19715,2123,"Nuremberg (EDDN) "
2017,"SEP","EDDN","Nuremberg","Germany",2526,19713,1932,"Nuremberg (EDDN) "
2017,"OCT","EDDN","Nuremberg","Germany",2481,19638,1903,"Nuremberg (EDDN) "
2017,"NOV","EDDN","Nuremberg","Germany",1864,14934,1238,"Nuremberg (EDDN) "
2017,"DEC","EDDN","Nuremberg","Germany",1795,14694,1852,"Nuremberg (EDDN) "
2017,"JAN","EDDP","Leipzig-Halle","Germany",2218,24915,18147,"Leipzig-Halle (EDDP) "
2017,"FEB","EDDP","Leipzig-Halle","Germany",2137,24693,8633,"Leipzig-Halle (EDDP) "
2017,"MAR","EDDP","Leipzig-Halle","Germany",2616,30127,4816,"Leipzig-Halle (EDDP) "
2017,"APR","EDDP","Leipzig-Halle","Germany",2288,26219,4015,"Leipzig-Halle (EDDP) "
2017,"MAY","EDDP","Leipzig-Halle","Germany",2706,30474,3718,"Leipzig-Halle (EDDP) "
2017,"JUN","EDDP","Leipzig-Halle","Germany",2774,31921,3346,"Leipzig-Halle (EDDP) "
2017,"JUL","EDDP","Leipzig-Halle","Germany",2752,31796,4069,"Leipzig-Halle (EDDP) "
2017,"AUG","EDDP","Leipzig-Halle","Germany",2763,31784,3778,"Leipzig-Halle (EDDP) "
2017,"SEP","EDDP","Leipzig-Halle","Germany",2848,32411,4061,"Leipzig-Halle (EDDP) "
2017,"OCT","EDDP","Leipzig-Halle","Germany",3040,35430,4609,"Leipzig-Halle (EDDP) "
2017,"NOV","EDDP","Leipzig-Halle","Germany",2675,31255,6078,"Leipzig-Halle (EDDP) "
2017,"DEC","EDDP","Leipzig-Halle","Germany",2575,30323,10124,"Leipzig-Halle (EDDP) "
2017,"JAN","EDDR","Saarbruecken","Germany",303,1429,51,"Saarbruecken (EDDR) "
2017,"FEB","EDDR","Saarbruecken","Germany",279,1289,0,"Saarbruecken (EDDR) "
