"YEAR","ICAO","NAME","STATE","LABEL","FLIGHTS_UNIMPEDED","TIME_REF","TIME_ADD"
2015,"EDDP","Leipzig-Halle","Germany","Leipzig-Halle (EDDP)",30039,343188,51336
2015,"EDDS","Stuttgart","Germany","Stuttgart (EDDS)",57759,443069,129546
2015,"EDDT","Berlin/ Tegel","Germany","Berlin/ Tegel (EDDT)",88112,680882,156165
2015,"EDDV","Hanover","Germany","Hanover (EDDV)",29470,240919,27578
2015,"EETN","Tallinn","Estonia","Tallinn (EETN)",0,0,0
2015,"EFHK","Helsinki/ Vantaa","Finland","Helsinki/ Vantaa (EFHK)",79205,586474,155656
2015,"EGBB","Birmingham","United Kingdom","Birmingham (EGBB)",48014,419960,108731
2015,"EGCC","Manchester","United Kingdom","Manchester (EGCC)",79025,849333,306166
2015,"EGGD","Bristol","United Kingdom","Bristol (EGGD)",7238,57644,8506
2015,"EGGW","London/ Luton","United Kingdom","London/ Luton (EGGW)",57248,518348,217184
2015,"EGKK","London/ Gatwick","United Kingdom","London/ Gatwick (EGKK)",118763,1262672,834657
2015,"EGLC","London/ City","United Kingdom","London/ City (EGLC)",42303,209421,107787
2015,"EGLL","London/ Heathrow","United Kingdom","London/ Heathrow (EGLL)",225281,3091082,1793802
2015,"EGNT","Newcastle","United Kingdom","Newcastle (EGNT)",0,0,0
2015,"EGPD","Aberdeen","United Kingdom","Aberdeen (EGPD)",25650,221715,65544
2015,"EGPF","Glasgow","United Kingdom","Glasgow (EGPF)",42305,415735,108248
2015,"EGPH","Edinburgh","United Kingdom","Edinburgh (EGPH)",53376,525773,88377
2015,"EGSS","London/ Stansted","United Kingdom","London/ Stansted (EGSS)",79292,785278,211355
2015,"EHAM","Amsterdam/ Schiphol","Netherlands","Amsterdam/ Schiphol (EHAM)",210598,2054243,569045
2015,"EIDW","Dublin","Ireland","Dublin (EIDW)",84676,758654,456058
2015,"EKCH","Copenhagen/ Kastrup","Denmark","Copenhagen/ Kastrup (EKCH)",117746,1068863,225993
2015,"ELLX","Luxembourg","Luxembourg","Luxembourg (ELLX)",0,0,0
2015,"ENBR","Bergen","Norway","Bergen (ENBR)",0,0,0
2015,"ENGM","Oslo/ Gardermoen","Norway","Oslo/ Gardermoen (ENGM)",0,0,0
2015,"ENVA","Trondheim","Norway","Trondheim (ENVA)",0,0,0
2015,"ENZV","Stavanger","Norway","Stavanger (ENZV)",0,0,0
2015,"EPWA","Warszawa/ Chopina","Poland","Warszawa/ Chopina (EPWA)",67015,506157,155651
2015,"ESGG","Göteborg","Sweden","Göteborg (ESGG)",0,0,0
2015,"ESSA","Stockholm/ Arlanda","Sweden","Stockholm/ Arlanda (ESSA)",106647,848782,170035
2015,"EVRA","Riga","Latvia","Riga (EVRA)",29495,229743,49148
2015,"EYVI","Vilnius","Lithuania","Vilnius (EYVI)",0,0,0
2015,"GCFV","Fuerteventura","Spain","Fuerteventura (GCFV)",18966,152092,16942
2015,"GCLP","Gran Canaria","Spain","Gran Canaria (GCLP)",45875,343894,86097
2015,"GCRR","Lanzarote","Spain","Lanzarote (GCRR)",20704,145408,33179
2015,"GCTS","Tenerife Sur/Reina Sofia","Spain","Tenerife Sur/Reina Sofia (GCTS)",27690,265162,24125
2015,"GCXO","Tenerife North","Spain","Tenerife North (GCXO)",24996,171420,14187
2015,"LBSF","Sofia","Bulgaria","Sofia (LBSF)",20767,217891,27488
2015,"LCLK","Larnaca","Cyprus","Larnaca (LCLK)",0,0,0
2015,"LEAL","Alicante","Spain","Alicante (LEAL)",36034,308514,60876
2015,"LEBB","Bilbao","Spain","Bilbao (LEBB)",20487,156622,6496
2015,"LEBL","Barcelona","Spain","Barcelona (LEBL)",133246,1336941,522524
2015,"LEIB","Ibiza","Spain","Ibiza (LEIB)",31054,183352,36601
2015,"LEMD","Madrid/ Barajas","Spain","Madrid/ Barajas (LEMD)",177882,2090308,765099
2015,"LEMG","Málaga","Spain","Málaga (LEMG)",51018,529369,84817
2015,"LEPA","Palma de Mallorca","Spain","Palma de Mallorca (LEPA)",83025,752217,210496
2015,"LEVC","Valencia","Spain","Valencia (LEVC)",24809,194180,39169
2015,"LEZL","Sevilla","Spain","Sevilla (LEZL)",20262,149758,21167
2015,"LFLL","Lyon-Saint-Exupéry","France","Lyon-Saint-Exupéry (LFLL)",51219,445994,41693
2015,"LFMN","Nice-Côte d’Azur","France","Nice-Côte d’Azur (LFMN)",0,0,0
2015,"LFPG","Paris-Charles-de-Gaulle","France","Paris-Charles-de-Gaulle (LFPG)",224257,2665944,873862
2015,"LFPO","Paris-Orly","France","Paris-Orly (LFPO)",110195,860547,234488
2015,"LFSB","Bâle-Mulhouse","France","Bâle-Mulhouse (LFSB)",37280,292649,70926
2015,"LGAV","Athens","Greece","Athens (LGAV)",80765,706727,93337
2015,"LHBP","Budapest/ Ferihegy","Hungary","Budapest/ Ferihegy (LHBP)",42928,367620,47757
2015,"LICC","Catania","Italy","Catania (LICC)",26837,214633,34115
2015,"LIMC","Milan/ Malpensa","Italy","Milan/ Malpensa (LIMC)",46774,476473,179077
2015,"LIME","Bergamo","Italy","Bergamo (LIME)",37700,394111,39931
2015,"LIML","Milan/ Linate","Italy","Milan/ Linate (LIML)",6649,64393,20496
2015,"LIPE","Bologna","Italy","Bologna (LIPE)",0,0,0
2015,"LIPZ","Venice","Italy","Venice (LIPZ)",40397,351655,60649
2015,"LIRF","Rome/Fiumicino","Italy","Rome/Fiumicino (LIRF)",142596,1617978,1006397
2015,"LIRN","Naples","Italy","Naples (LIRN)",27400,190343,52978
2015,"LJLJ","Ljubljana","Slovenia","Ljubljana (LJLJ)",0,0,0
2015,"LKPR","Prague","Czech Republic","Prague (LKPR)",57136,457050,103677
2015,"LMML","Malta","Malta","Malta (LMML)",0,0,0
2015,"LOWW","Vienna","Austria","Vienna (LOWW)",109988,744565,236557
2015,"LPPR","Porto","Portugal","Porto (LPPR)",33861,240103,48414
2015,"LPPT","Lisbon","Portugal","Lisbon (LPPT)",81192,723234,277800
2015,"LROP","Bucharest/ Otopeni","Romania","Bucharest/ Otopeni (LROP)",0,0,0
2015,"LSGG","Geneva","Switzerland","Geneva (LSGG)",86662,584115,270100
2015,"LSZH","Zürich","Switzerland","Zürich (LSZH)",122157,1076216,337781
2015,"LZIB","Bratislava","Slovakia","Bratislava (LZIB)",0,0,0
2015,NA,"Austria","Austria",NA,109988,744565,236557
2015,NA,"Belgium","Belgium",NA,135618,1137686,280920
2015,NA,"Bulgaria","Bulgaria",NA,20767,217891,27488
2015,NA,"Cyprus","Cyprus",NA,0,0,0
2015,NA,"Czech Republic","Czech Republic",NA,57136,457050,103677
2015,NA,"Denmark","Denmark",NA,117746,1068863,225993
2015,NA,"Estonia","Estonia",NA,0,0,0
2015,NA,"Finland","Finland",NA,79205,586474,155656
2015,NA,"France","France",NA,422951,4265134,1220969
2015,NA,"Germany","Germany",NA,886884,8076209,2363851
2015,NA,"Greece","Greece",NA,80765,706727,93337
2015,NA,"Hungary","Hungary",NA,42928,367620,47757
2015,NA,"Ireland","Ireland",NA,84676,758654,456058
2015,NA,"Italy","Italy",NA,328353,3309586,1393643
2015,NA,"Latvia","Latvia",NA,29495,229743,49148
2015,NA,"Lithuania","Lithuania",NA,0,0,0
2015,NA,"Luxembourg","Luxembourg",NA,0,0,0
2015,NA,"Malta","Malta",NA,0,0,0
2015,NA,"Netherlands","Netherlands",NA,210598,2054243,569045
2015,NA,"Norway","Norway",NA,0,0,0
2015,NA,"Poland","Poland",NA,67015,506157,155651
2015,NA,"Portugal","Portugal",NA,115053,963337,326214
2015,NA,"Romania","Romania",NA,0,0,0
2015,NA,"SES","SES",NA,4359094,40811264,13637819
2015,NA,"Slovakia","Slovakia",NA,0,0,0
2015,NA,"Slovenia","Slovenia",NA,0,0,0
2015,NA,"Spain","Spain",NA,716048,6779237,1921775
2015,NA,"Sweden","Sweden",NA,106647,848782,170035
2015,NA,"Switzerland","Switzerland",NA,208819,1660331,607881
2015,NA,"United Kingdom","United Kingdom",NA,778495,8356961,3850357
2016,"EBBR","Brussels","Belgium","Brussels (EBBR)",102535,895506,209364
2016,"EBCI","Charleroi","Belgium","Charleroi (EBCI)",30838,250229,32309
2016,"EDDB","Berlin/ Schoenefeld","Germany","Berlin/ Schoenefeld (EDDB)",44692,373337,88358
2016,"EDDE","Erfurt","Germany","Erfurt (EDDE)",2731,15992,2658
2016,"EDDF","Frankfurt","Germany","Frankfurt (EDDF)",217021,2376016,701044
2016,"EDDH","Hamburg","Germany","Hamburg (EDDH)",72995,475362,154348
2016,"EDDK","Cologne-Bonn","Germany","Cologne-Bonn (EDDK)",59949,582782,92171
2016,"EDDL","Dusseldorf","Germany","Dusseldorf (EDDL)",104644,891997,298953
2016,"EDDM","Munich","Germany","Munich (EDDM)",172224,1566203,533922
2016,"EDDN","Nuremberg","Germany","Nuremberg (EDDN)",25874,193060,19257
2016,"EDDP","Leipzig-Halle","Germany","Leipzig-Halle (EDDP)",29627,335340,74144
2016,"EDDR","Saarbruecken","Germany","Saarbruecken (EDDR)",4819,22394,1762
2016,"EDDS","Stuttgart","Germany","Stuttgart (EDDS)",59838,448549,127846
2016,"EDDT","Berlin/ Tegel","Germany","Berlin/ Tegel (EDDT)",90291,669751,197794
2016,"EDDV","Hanover","Germany","Hanover (EDDV)",31158,239130,44014
2016,"EDDW","Bremen","Germany","Bremen (EDDW)",17931,124766,13705
2016,"EETN","Tallinn","Estonia","Tallinn (EETN)",19145,121729,15948
2016,"EFHK","Helsinki/ Vantaa","Finland","Helsinki/ Vantaa (EFHK)",78575,590416,220294
2016,"EGBB","Birmingham","United Kingdom","Birmingham (EGBB)",54619,496924,109830
2016,"EGCC","Manchester","United Kingdom","Manchester (EGCC)",87119,930352,384309
2016,"EGGD","Bristol","United Kingdom","Bristol (EGGD)",34832,281816.13,29648
2016,"EGGW","London/ Luton","United Kingdom","London/ Luton (EGGW)",61860,573285,282014
2016,"EGKK","London/ Gatwick","United Kingdom","London/ Gatwick (EGKK)",128578,1398615,1024094
2016,"EGLC","London/ City","United Kingdom","London/ City (EGLC)",42497,209962,117651
2016,"EGLL","London/ Heathrow","United Kingdom","London/ Heathrow (EGLL)",222527,3057295,1878633
2016,"EGNT","Newcastle","United Kingdom","Newcastle (EGNT)",0,0,0
2016,"EGPD","Aberdeen","United Kingdom","Aberdeen (EGPD)",22094,188505,58659
2016,"EGPF","Glasgow","United Kingdom","Glasgow (EGPF)",44709,451330,93178
2016,"EGPH","Edinburgh","United Kingdom","Edinburgh (EGPH)",56374,562789,137059
2016,"EGSS","London/ Stansted","United Kingdom","London/ Stansted (EGSS)",83765,831964,308491
2016,"EHAM","Amsterdam/ Schiphol","Netherlands","Amsterdam/ Schiphol (EHAM)",220944,2193443,597190
2016,"EICK","Cork","Ireland","Cork (EICK)",10517,77957,6077
2016,"EIDW","Dublin","Ireland","Dublin (EIDW)",95759,907450,481380
2016,"EKCH","Copenhagen/ Kastrup","Denmark","Copenhagen/ Kastrup (EKCH)",126144,1180380,292031
2016,"ELLX","Luxembourg","Luxembourg","Luxembourg (ELLX)",5714,43816,44159
2016,"ENBR","Bergen","Norway","Bergen (ENBR)",0,0,0
2016,"ENGM","Oslo/ Gardermoen","Norway","Oslo/ Gardermoen (ENGM)",0,0,0
2016,"ENVA","Trondheim","Norway","Trondheim (ENVA)",0,0,0
2016,"ENZV","Stavanger","Norway","Stavanger (ENZV)",0,0,0
2016,"EPWA","Warszawa/ Chopina","Poland","Warszawa/ Chopina (EPWA)",73345,541873,208337
2016,"ESGG","Göteborg","Sweden","Göteborg (ESGG)",31935,243201,29423
2016,"ESSA","Stockholm/ Arlanda","Sweden","Stockholm/ Arlanda (ESSA)",106847,864834,222189
2016,"EVRA","Riga","Latvia","Riga (EVRA)",32157,252038,86247
2016,"EYVI","Vilnius","Lithuania","Vilnius (EYVI)",0,0,0
2016,"GCFV","Fuerteventura","Spain","Fuerteventura (GCFV)",21694,174564,26368
2016,"GCLP","Gran Canaria","Spain","Gran Canaria (GCLP)",52683,409956,123451
2016,"GCRR","Lanzarote","Spain","Lanzarote (GCRR)",26300,184755,31904
2016,"GCTS","Tenerife Sur/Reina Sofia","Spain","Tenerife Sur/Reina Sofia (GCTS)",30957,272594,31166
2016,"GCXO","Tenerife North","Spain","Tenerife North (GCXO)",26380,183367,13793
2016,"LBSF","Sofia","Bulgaria","Sofia (LBSF)",24297,258641,34250
2016,"LCLK","Larnaca","Cyprus","Larnaca (LCLK)",0,0,0
2016,"LEAL","Alicante","Spain","Alicante (LEAL)",41861,356973,80183
2016,"LEBB","Bilbao","Spain","Bilbao (LEBB)",20862,159365,13060
2016,"LEBL","Barcelona","Spain","Barcelona (LEBL)",144872,1584565,750177
2016,"LEIB","Ibiza","Spain","Ibiza (LEIB)",34685,205263,43244
2016,"LEMD","Madrid/ Barajas","Spain","Madrid/ Barajas (LEMD)",182732,2262160,732449
2016,"LEMG","Málaga","Spain","Málaga (LEMG)",56567,548879,110879
2016,"LEPA","Palma de Mallorca","Spain","Palma de Mallorca (LEPA)",95144,878312,262393
2016,"LEVC","Valencia","Spain","Valencia (LEVC)",27039,221330,38458
2016,"LEZL","Sevilla","Spain","Sevilla (LEZL)",20767,139343,14730
2016,"LFLL","Lyon-Saint-Exupéry","France","Lyon-Saint-Exupéry (LFLL)",51220,454294,50917
2016,"LFMN","Nice-Côte d’Azur","France","Nice-Côte d’Azur (LFMN)",0,0,0
2016,"LFPG","Paris-Charles-de-Gaulle","France","Paris-Charles-de-Gaulle (LFPG)",222181,2683218,939871
2016,"LFPO","Paris-Orly","France","Paris-Orly (LFPO)",112185,929802,282570
2016,"LFSB","Bâle-Mulhouse","France","Bâle-Mulhouse (LFSB)",33993,302273,57753
2016,"LGAV","Athens","Greece","Athens (LGAV)",85523,701239,111801
2016,"LHBP","Budapest/ Ferihegy","Hungary","Budapest/ Ferihegy (LHBP)",44756,387961,62287
2016,"LICC","Catania","Italy","Catania (LICC)",29693,235830,51764
2016,"LIMC","Milan/ Malpensa","Italy","Milan/ Malpensa (LIMC)",75196,791300,246166
2016,"LIME","Bergamo","Italy","Bergamo (LIME)",39197,368870,72030
2016,"LIML","Milan/ Linate","Italy","Milan/ Linate (LIML)",55433,535604,127986
2016,"LIPE","Bologna","Italy","Bologna (LIPE)",31044,307856,32475
2016,"LIPZ","Venice","Italy","Venice (LIPZ)",42168,368639,73694
2016,"LIRF","Rome/Fiumicino","Italy","Rome/Fiumicino (LIRF)",142120,1609200,935806
2016,"LIRN","Naples","Italy","Naples (LIRN)",29319,211627,63566
2016,"LJLJ","Ljubljana","Slovenia","Ljubljana (LJLJ)",13162,94542,16343
2016,"LKPR","Prague","Czech Republic","Prague (LKPR)",61099,480310,135374
2016,"LMML","Malta","Malta","Malta (LMML)",0,0,0
2016,"LOWW","Vienna","Austria","Vienna (LOWW)",113012,762189,280620
2016,"LPPR","Porto","Portugal","Porto (LPPR)",37625,269074,52989
2016,"LPPT","Lisbon","Portugal","Lisbon (LPPT)",85057,774587,367116
2016,"LROP","Bucharest/ Otopeni","Romania","Bucharest/ Otopeni (LROP)",0,0,0
2016,"LSGG","Geneva","Switzerland","Geneva (LSGG)",85432,570092,261390
2016,"LSZH","Zürich","Switzerland","Zürich (LSZH)",123810,1094765,389681
2016,"LZIB","Bratislava","Slovakia","Bratislava (LZIB)",0,0,0
2016,NA,"Austria","Austria",NA,113012,762189,280620
2016,NA,"Belgium","Belgium",NA,133373,1145735,241673
2016,NA,"Bulgaria","Bulgaria",NA,24297,258641,34250
2016,NA,"Cyprus","Cyprus",NA,0,0,0
2016,NA,"Czech Republic","Czech Republic",NA,61099,480310,135374
2016,NA,"Denmark","Denmark",NA,126144,1180380,292031
2016,NA,"Estonia","Estonia",NA,19145,121729,15948
2016,NA,"Finland","Finland",NA,78575,590416,220294
2016,NA,"France","France",NA,419579,4369587,1331111
2016,NA,"Germany","Germany",NA,933794,8314679,2349976
2016,NA,"Greece","Greece",NA,85523,701239,111801
2016,NA,"Hungary","Hungary",NA,44756,387961,62287
2016,NA,"Ireland","Ireland",NA,106276,985407,487457
2016,NA,"Italy","Italy",NA,444170,4428926,1603487
2016,NA,"Latvia","Latvia",NA,32157,252038,86247
2016,NA,"Lithuania","Lithuania",NA,0,0,0
2016,NA,"Luxembourg","Luxembourg",NA,5714,43816,44159
2016,NA,"Malta","Malta",NA,0,0,0
2016,NA,"Netherlands","Netherlands",NA,220944,2193443,597190
2016,NA,"Norway","Norway",NA,0,0,0
2016,NA,"Poland","Poland",NA,73345,541873,208337
2016,NA,"Portugal","Portugal",NA,122682,1043661,420105
2016,NA,"Romania","Romania",NA,0,0,0
2016,NA,"SES","SES",NA,4774187,44788246.13,15453757
2016,NA,"Slovakia","Slovakia",NA,0,0,0
2016,NA,"Slovenia","Slovenia",NA,13162,94542,16343
2016,NA,"Spain","Spain",NA,782543,7581426,2272255
2016,NA,"Sweden","Sweden",NA,138782,1108035,251612
2016,NA,"Switzerland","Switzerland",NA,209242,1664857,651071
2016,NA,"United Kingdom","United Kingdom",NA,838974,8982837.13,4423566
2017,"EBBR","Brussels","Belgium","Brussels (EBBR)",108624,937427,212582
2017,"EBCI","Charleroi","Belgium","Charleroi (EBCI)",31845,258525,29515
2017,"EDDB","Berlin/ Schoenefeld","Germany","Berlin/ Schoenefeld (EDDB)",47445,471234,102091
2017,"EDDE","Erfurt","Germany","Erfurt (EDDE)",3065,17835,3795
2017,"EDDF","Frankfurt","Germany","Frankfurt (EDDF)",222849,2369741,780462
2017,"EDDG","Muenster-Osnabrueck","Germany","Muenster-Osnabrueck (EDDG)",0,0,0
2017,"EDDH","Hamburg","Germany","Hamburg (EDDH)",74437,530909,114724
2017,"EDDK","Cologne-Bonn","Germany","Cologne-Bonn (EDDK)",64849,647082,107899
2017,"EDDL","Dusseldorf","Germany","Dusseldorf (EDDL)",105235,927453,314214
2017,"EDDM","Munich","Germany","Munich (EDDM)",184611,1670831,633346
2017,"EDDN","Nuremberg","Germany","Nuremberg (EDDN)",26136,205269,19754
2017,"EDDP","Leipzig-Halle","Germany","Leipzig-Halle (EDDP)",31392,361348,75394
2017,"EDDR","Saarbruecken","Germany","Saarbruecken (EDDR)",4502,20718,1109
2017,"EDDS","Stuttgart","Germany","Stuttgart (EDDS)",58485,471662,147212
2017,"EDDT","Berlin/ Tegel","Germany","Berlin/ Tegel (EDDT)",84125,627394,159426
2017,"EDDV","Hanover","Germany","Hanover (EDDV)",31270,237014,39393
2017,"EDDW","Bremen","Germany","Bremen (EDDW)",16442,118766,12244
2017,"EETN","Tallinn","Estonia","Tallinn (EETN)",21189,140950,21667
2017,"EFHK","Helsinki/ Vantaa","Finland","Helsinki/ Vantaa (EFHK)",85929,646085,245704
2017,"EGBB","Birmingham","United Kingdom","Birmingham (EGBB)",58662,480837,116747
2017,"EGCC","Manchester","United Kingdom","Manchester (EGCC)",95160,1037844,417921
2017,"EGGD","Bristol","United Kingdom","Bristol (EGGD)",34498,275607,34532
