"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_TOTAL","DELAY","A","C","D","E","G","I","M","N","O","P","R","S","T","V","W","NA","DELAY_AVG","A_AVG","C_AVG","D_AVG","E_AVG","G_AVG","I_AVG","M_AVG","N_AVG","O_AVG","P_AVG","R_AVG","S_AVG","T_AVG","V_AVG","W_AVG","NA_AVG","LABEL"
2014,"MAR","LFKC","Calvi-Sainte-Catherine","France",134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Calvi-Sainte-Catherine (LFKC) "
2014,"MAR","LFKF","Figari-Sud Corse","France",152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Figari-Sud Corse (LFKF) "
2014,"MAR","LFKJ","Ajaccio-Napoléon-Bonaparte","France",437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ajaccio-Napoléon-Bonaparte (LFKJ) "
2014,"MAR","LFLB","Chambéry-Aix-les-Bains","France",695,70,0,16,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0.100719424460432,0,0.023021582733813,0,0,0.0776978417266187,0,0,0,0,0,0,0,0,0,0,0,"Chambéry-Aix-les-Bains (LFLB) "
2014,"MAR","LFLC","Clermont-Ferrand-Auvergne","France",585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clermont-Ferrand-Auvergne (LFLC) "
2014,"MAR","LFLI","Annemasse","France",84,49,0,7,0,0,23,0,0,0,0,0,0,19,0,0,0,0,0.583333333333333,0,0.0833333333333333,0,0,0.273809523809524,0,0,0,0,0,0,0.226190476190476,0,0,0,0,"Annemasse (LFLI) "
2014,"MAR","LFLL","Lyon-Saint-Exupéry","France",4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lyon-Saint-Exupéry (LFLL) "
2014,"MAR","LFLP","Annecy-Meythet","France",213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Annecy-Meythet (LFLP) "
2014,"MAR","LFLS","Grenoble-Isère","France",516,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0.118217054263566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118217054263566,0,"Grenoble-Isère (LFLS) "
2014,"MAR","LFLX","Châteauroux-Déols","France",126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Châteauroux-Déols (LFLX) "
2014,"MAR","LFLY","Lyon-Bron","France",422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lyon-Bron (LFLY) "
2014,"MAR","LFMD","Cannes-Mandelieu","France",424,821,0,0,0,0,0,375,0,0,0,446,0,0,0,0,0,0,1.93632075471698,0,0,0,0,0,0.884433962264151,0,0,0,1.05188679245283,0,0,0,0,0,0,"Cannes-Mandelieu (LFMD) "
2014,"MAR","LFMH","Saint-Etienne-Bouthéon","France",110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saint-Etienne-Bouthéon (LFMH) "
2014,"MAR","LFMI","Istres-Le Tubé","France",142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Istres-Le Tubé (LFMI) "
2014,"MAR","LFMK","Carcassonne-Salvaza","France",179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carcassonne-Salvaza (LFMK) "
2014,"MAR","LFML","Marseille-Provence","France",3924,2304,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,0,0,0.587155963302752,0,0,0,0,0,0.587155963302752,0,0,0,0,0,0,0,0,0,0,"Marseille-Provence (LFML) "
2014,"MAR","LFMN","Nice-Côte d’Azur","France",4703,3552,0,0,0,0,335,2688,0,0,0,0,0,0,0,0,529,0,0.755262598341484,0,0,0,0,0.0712311290665533,0.571550074420583,0,0,0,0,0,0,0,0,0.112481394854348,0,"Nice-Côte d’Azur (LFMN) "
2014,"MAR","LFMP","Perpignan-Rivesaltes","France",276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Perpignan-Rivesaltes (LFMP) "
2014,"MAR","LFMT","Montpellier-Méditerranée","France",1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Montpellier-Méditerranée (LFMT) "
2014,"MAR","LFMU","Béziers-Vias","France",158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Béziers-Vias (LFMU) "
2014,"MAR","LFMV","Avignon-Caumont","France",190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Avignon-Caumont (LFMV) "
2014,"MAR","LFOB","Beauvais-Tillé","France",1033,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0.227492739593417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227492739593417,0,"Beauvais-Tillé (LFOB) "
2014,"MAR","LFOH","Le Havre-Octeville","France",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Le Havre-Octeville (LFOH) "
2014,"MAR","LFOK","Châlons-Vatry","France",127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Châlons-Vatry (LFOK) "
2014,"MAR","LFOT","Tours-Val de Loire","France",124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tours-Val de Loire (LFOT) "
2014,"MAR","LFPB","Paris-Le Bourget","France",2163,122,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0.0564031437817846,0,0,0,0,0,0.0564031437817846,0,0,0,0,0,0,0,0,0,0,"Paris-Le Bourget (LFPB) "
2014,"MAR","LFPG","Paris-Charles-de-Gaulle","France",19313,2723,0,263,0,0,0,2374,0,0,0,0,0,0,0,0,86,0,0.140993113446901,0,0.013617770413711,0,0,0,0.122922383886501,0,0,0,0,0,0,0,0,0.00445295914668876,0,"Paris-Charles-de-Gaulle (LFPG) "
2014,"MAR","LFPN","Toussus-le-Noble","France",550,139,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0.252727272727273,0,0,0,0,0,0,0,0,0,0,0,0.252727272727273,0,0,0,0,"Toussus-le-Noble (LFPN) "
2014,"MAR","LFPO","Paris-Orly","France",9524,2353,0,0,0,0,31,1043,0,0,0,0,0,0,0,0,1279,0,0.247060058798824,0,0,0,0,0.00325493490130197,0.109512809743805,0,0,0,0,0,0,0,0,0.134292314153717,0,"Paris-Orly (LFPO) "
2014,"MAR","LFQQ","Lille-Lesquin","France",864,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0.0717592592592593,0,0,0,0,0.0717592592592593,0,0,0,0,0,0,0,0,0,0,0,"Lille-Lesquin (LFQQ) "
2014,"MAR","LFRB","Brest-Bretagne","France",616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brest-Bretagne (LFRB) "
2014,"MAR","LFRD","Dinard-Pleurtuit-Saint-Malo","France",103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dinard-Pleurtuit-Saint-Malo (LFRD) "
2014,"MAR","LFRG","Deauville-Normandie","France",104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deauville-Normandie (LFRG) "
2014,"MAR","LFRH","Lorient-Lann Bihoué","France",282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lorient-Lann Bihoué (LFRH) "
2014,"MAR","LFRK","Caen-Carpiquet","France",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Caen-Carpiquet (LFRK) "
2014,"MAR","LFRM","Le Mans","France",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Le Mans (LFRM) "
2014,"MAR","LFRN","Rennes-Saint-Jacques","France",643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rennes-Saint-Jacques (LFRN) "
2014,"MAR","LFRO","Lannion","France",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lannion (LFRO) "
2014,"MAR","LFRQ","Quimper-Pluguffan","France",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quimper-Pluguffan (LFRQ) "
2014,"MAR","LFRS","Nantes-Atlantique","France",1997,535,0,0,0,0,0,31,0,0,0,0,0,0,11,0,493,0,0.267901852779169,0,0,0,0,0,0.0155232849273911,0,0,0,0,0,0,0.00550826239359039,0,0.246870305458187,0,"Nantes-Atlantique (LFRS) "
2014,"MAR","LFRZ","Saint-Nazaire-Montoir","France",133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saint-Nazaire-Montoir (LFRZ) "
2014,"MAR","LFSB","Bâle-Mulhouse","France",2947,68,0,0,0,0,0,14,0,0,54,0,0,0,0,0,0,0,0.0230743128605361,0,0,0,0,0,0.00475059382422803,0,0,0.0183237190363081,0,0,0,0,0,0,0,"Bâle-Mulhouse (LFSB) "
2014,"MAR","LFSL","Brive-Souillac","France",146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brive-Souillac (LFSL) "
2014,"MAR","LFST","Strasbourg-Entzheim","France",949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Strasbourg-Entzheim (LFST) "
2014,"MAR","LFTH","Hyères-Le Palyvestre","France",288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hyères-Le Palyvestre (LFTH) "
2014,"MAR","LFTW","Nîmes-Garons","France",140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nîmes-Garons (LFTW) "
2014,"MAR","LGAV","Athens","Greece",4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Athens (LGAV) "
2014,"MAR","LGIR","Heraklion","Greece",400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heraklion (LGIR) "
2014,"MAR","LGKF","Kefallinia","Greece",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kefallinia (LGKF) "
2014,"MAR","LGKO","Kos","Greece",136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kos (LGKO) "
2014,"MAR","LGKR","Corfu","Greece",165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corfu (LGKR) "
2014,"MAR","LGMK","Mikonos","Greece",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mikonos (LGMK) "
2014,"MAR","LGPZ","Aktion","Greece",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aktion (LGPZ) "
2014,"MAR","LGRP","Rodos","Greece",350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rodos (LGRP) "
2014,"MAR","LGSA","Khania/Souda","Greece",629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Khania/Souda (LGSA) "
2014,"MAR","LGSK","Skiathos","Greece",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skiathos (LGSK) "
2014,"MAR","LGSR","Santorini","Greece",118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Santorini (LGSR) "
2014,"MAR","LGTS","Thessaloniki","Greece",1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thessaloniki (LGTS) "
2014,"MAR","LGZA","Zakinthos","Greece",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zakinthos (LGZA) "
2014,"MAR","LHBP","Budapest/ Ferihegy","Hungary",3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Budapest/ Ferihegy (LHBP) "
2014,"MAR","LIBR","Brindisi","Italy",581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brindisi (LIBR) "
2014,"MAR","LICC","Catania","Italy",2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Catania (LICC) "
2014,"MAR","LIMC","Milan/ Malpensa","Italy",6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Milan/ Malpensa (LIMC) "
2014,"MAR","LIME","Bergamo","Italy",2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bergamo (LIME) "
2014,"MAR","LIML","Milan/ Linate","Italy",4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Milan/ Linate (LIML) "
2014,"MAR","LIPH","Treviso","Italy",624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treviso (LIPH) "
2014,"MAR","LIPZ","Venice","Italy",2697,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0.0556173526140156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556173526140156,0,"Venice (LIPZ) "
2014,"MAR","LIRA","Rome/Ciampino","Italy",2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rome/Ciampino (LIRA) "
2014,"MAR","LIRF","Rome/Fiumicino","Italy",11763,4627,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,3569,0,0.393352036045227,0,0,0,0,0,0,0,0,0,0.0899430417410525,0,0,0,0,0.303408994304174,0,"Rome/Fiumicino (LIRF) "
2014,"MAR","LIRP","Pisa San Giusto","Italy",1256,65,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0.0517515923566879,0,0,0,0,0.0517515923566879,0,0,0,0,0,0,0,0,0,0,0,"Pisa San Giusto (LIRP) "
2014,"MAR","LJLJ","Ljubljana","Slovenia",1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ljubljana (LJLJ) "
2014,"MAR","LJMB","Maribor","Slovenia",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maribor (LJMB) "
2014,"MAR","LJPZ","Portorož","Slovenia",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portorož (LJPZ) "
2014,"MAR","LKKV","Karlovy Vary","Czech Republic",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Karlovy Vary (LKKV) "
2014,"MAR","LKMT","Ostrava","Czech Republic",155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ostrava (LKMT) "
2014,"MAR","LKPR","Prague","Czech Republic",4735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prague (LKPR) "
2014,"MAR","LKTB","Brno-Turany","Czech Republic",219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brno-Turany (LKTB) "
2014,"MAR","LMML","Malta","Malta",1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malta (LMML) "
2014,"MAR","LOWG","Graz","Austria",761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Graz (LOWG) "
2014,"MAR","LOWI","Innsbruck","Austria",1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Innsbruck (LOWI) "
2014,"MAR","LOWK","Klagenfurt","Austria",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Klagenfurt (LOWK) "
2014,"MAR","LOWL","Linz","Austria",634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Linz (LOWL) "
2014,"MAR","LOWS","Salzburg","Austria",1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salzburg (LOWS) "
2014,"MAR","LOWW","Vienna","Austria",9926,6848,0,0,0,0,218,0,0,0,0,0,0,0,0,0,6630,0,0.689905299214185,0,0,0,0,0.0219625226677413,0,0,0,0,0,0,0,0,0,0.667942776546444,0,"Vienna (LOWW) "
2014,"MAR","LPAZ","Santa Maria","Portugal",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Santa Maria (LPAZ) "
2014,"MAR","LPCS","Cascais","Portugal",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cascais (LPCS) "
2014,"MAR","LPFL","Flores","Portugal",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flores (LPFL) "
2014,"MAR","LPFR","Faro","Portugal",1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Faro (LPFR) "
2014,"MAR","LPHR","Horta","Portugal",131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horta (LPHR) "
2014,"MAR","LPMA","Madeira","Portugal",814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Madeira (LPMA) "
2014,"MAR","LPPD","Ponta Delgada","Portugal",382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ponta Delgada (LPPD) "
2014,"MAR","LPPR","Porto","Portugal",2260,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0.43141592920354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43141592920354,0,"Porto (LPPR) "
2014,"MAR","LPPS","Porto Santo","Portugal",109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Porto Santo (LPPS) "
2014,"MAR","LPPT","Lisbon","Portugal",5724,1213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,0.211914744933613,0,0.000174703004891684,0,0,0,0,0,0,0,0,0,0,0,0,0.211740041928721,0,"Lisbon (LPPT) "
2014,"MAR","LQSA","Sarajevo","Bosnia and Herzegovina",420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sarajevo (LQSA) "
2014,"MAR","LRBS","Bucharest/ Baneasa","Romania",190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bucharest/ Baneasa (LRBS) "
2014,"MAR","LROP","Bucharest/ Otopeni","Romania",3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bucharest/ Otopeni (LROP) "
2014,"MAR","LSGG","Geneva","Switzerland",8250,13103,12,2306,0,0,7315,0,0,0,607,0,0,1382,462,0,1019,0,1.58824242424242,0.00145454545454545,0.279515151515151,0,0,0.886666666666667,0,0,0,0.0735757575757576,0,0,0.167515151515152,0.056,0,0.123515151515152,0,"Geneva (LSGG) "
2014,"MAR","LSGS","Sion","Switzerland",380,608,0,0,0,0,0,0,457,0,0,151,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1.20263157894737,0,0,0.397368421052632,0,0,0,0,0,0,"Sion (LSGS) "
2014,"MAR","LSZH","Zürich","Switzerland",10128,15694,0,233,0,0,8322,0,0,0,0,0,0,0,0,536,6603,0,1.54956556082148,0,0.0230055292259084,0,0,0.821682464454976,0,0,0,0,0,0,0,0,0.0529225908372828,0.651954976303318,0,"Zürich (LSZH) "
2014,"MAR","LTAC","Ankara/ Esenboga","Turkey",3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ankara/ Esenboga (LTAC) "
2014,"MAR","LTAI","Antalya","Turkey",3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antalya (LTAI) "
2014,"MAR","LTBA","Istanbul/ Atatürk","Turkey",17096,509,0,151,0,0,111,0,0,0,0,0,0,0,0,0,247,0,0.0297730463266261,0,0.00883247543284979,0,0,0.0064927468413664,0,0,0,0,0,0,0,0,0,0.0144478240524099,0,"Istanbul/ Atatürk (LTBA) "
2014,"MAR","LTBJ","Izmir/ Adnan Menderes","Turkey",2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Izmir/ Adnan Menderes (LTBJ) "
2014,"MAR","LTFJ","Istanbul/ Sabiha Gökçen","Turkey",6424,147,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0.0228829389788294,0,0,0,0,0.0228829389788294,0,0,0,0,0,0,0,0,0,0,0,"Istanbul/ Sabiha Gökçen (LTFJ) "
2014,"MAR","LUKK","Chi<U+0219>inau","Moldova",667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chi<U+0219>inau (LUKK) "
2014,"MAR","LWSK","Skopje","FYR Macedonia",453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skopje (LWSK) "
2014,"MAR","LYBE","Belgrade/ Nikola Tesla","Serbia",2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Belgrade/ Nikola Tesla (LYBE) "
2014,"MAR","LYPG","Podgorica","Montenegro",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Podgorica (LYPG) "
2014,"MAR","LZIB","Bratislava","Slovakia",589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bratislava (LZIB) "
2014,"MAR","UDYZ","Zvartnots","Armenia",760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zvartnots (UDYZ) "
2014,"MAR","UGTB","Tbilisi","Georgia",736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tbilisi (UGTB) "
2014,"MAR","UKBB","Kiev/Boryspil","Ukraine",2820,252,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0.0893617021276596,0,0,0,0,0,0,0,0,0.0893617021276596,0,0,0,0,0,0,0,"Kiev/Boryspil (UKBB) "
2014,"MAY","EBAW","Antwerp","Belgium",679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antwerp (EBAW) "
2014,"MAY","EBBR","Brussels","Belgium",10400,12314,0,331,0,0,1400,0,0,0,0,0,0,0,1134,0,9449,0,1.18403846153846,0,0.0318269230769231,0,0,0.134615384615385,0,0,0,0,0,0,0,0.109038461538462,0,0.908557692307692,0,"Brussels (EBBR) "
2014,"MAY","EBCI","Charleroi","Belgium",2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Charleroi (EBCI) "
2014,"MAY","EBLG","Liège","Belgium",1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liège (EBLG) "
