"YEAR","MONTH","ICAO","NAME","STATE","ASMA_RADIUS","FLIGHTS_UNIMPEDED","TIME_REF","TIME_ADD","LABEL"
2015,"MAR","ENZV","Stavanger","Norway",40,2304,26806,1460,"Stavanger (ENZV)"
2015,"APR","ENZV","Stavanger","Norway",40,2390,27707,1690,"Stavanger (ENZV)"
2015,"MAY","ENZV","Stavanger","Norway",40,2471,28664,1466,"Stavanger (ENZV)"
2015,"JUN","ENZV","Stavanger","Norway",40,2561,29772,1730,"Stavanger (ENZV)"
2015,"JUL","ENZV","Stavanger","Norway",40,2019,23621,520,"Stavanger (ENZV)"
2015,"AUG","ENZV","Stavanger","Norway",40,2437,28340,312,"Stavanger (ENZV)"
2015,"SEP","ENZV","Stavanger","Norway",40,2661,30831,660,"Stavanger (ENZV)"
2015,"OCT","ENZV","Stavanger","Norway",40,2585,29965,1293,"Stavanger (ENZV)"
2015,"NOV","ENZV","Stavanger","Norway",40,2283,26411,1906,"Stavanger (ENZV)"
2015,"DEC","ENZV","Stavanger","Norway",40,1853,21478,2195,"Stavanger (ENZV)"
2015,"JAN","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"FEB","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"MAR","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"APR","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"MAY","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"JUN","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"JUL","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"AUG","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"SEP","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"OCT","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"NOV","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"DEC","EPWA","Warszawa/ Chopina","Poland",40,NA,NA,NA,"Warszawa/ Chopina (EPWA)"
2015,"JAN","ESGG","Göteborg","Sweden",40,2418,30843,3489,"Göteborg (ESGG)"
2015,"FEB","ESGG","Göteborg","Sweden",40,2405,30611,2500,"Göteborg (ESGG)"
2015,"MAR","ESGG","Göteborg","Sweden",40,2778,35205,1702,"Göteborg (ESGG)"
2015,"APR","ESGG","Göteborg","Sweden",40,2785,35783,1105,"Göteborg (ESGG)"
2015,"MAY","ESGG","Göteborg","Sweden",40,2938,37862,1764,"Göteborg (ESGG)"
2015,"JUN","ESGG","Göteborg","Sweden",40,3023,39074,965,"Göteborg (ESGG)"
2015,"JUL","ESGG","Göteborg","Sweden",40,2561,33792,610,"Göteborg (ESGG)"
2015,"AUG","ESGG","Göteborg","Sweden",40,2794,36284,0,"Göteborg (ESGG)"
2015,"SEP","ESGG","Göteborg","Sweden",40,3074,40160,161,"Göteborg (ESGG)"
2015,"OCT","ESGG","Göteborg","Sweden",40,3011,39391,0,"Göteborg (ESGG)"
2015,"NOV","ESGG","Göteborg","Sweden",40,2806,37026,1342,"Göteborg (ESGG)"
2015,"DEC","ESGG","Göteborg","Sweden",40,2484,33179,1603,"Göteborg (ESGG)"
2015,"JAN","ESSA","Stockholm/ Arlanda","Sweden",40,7855,94208,13086,"Stockholm/ Arlanda (ESSA)"
2015,"FEB","ESSA","Stockholm/ Arlanda","Sweden",40,8071,96786,13547,"Stockholm/ Arlanda (ESSA)"
2015,"MAR","ESSA","Stockholm/ Arlanda","Sweden",40,9346,112300,13189,"Stockholm/ Arlanda (ESSA)"
2015,"APR","ESSA","Stockholm/ Arlanda","Sweden",40,9483,114054,13377,"Stockholm/ Arlanda (ESSA)"
2015,"MAY","ESSA","Stockholm/ Arlanda","Sweden",40,9818,118757,11106,"Stockholm/ Arlanda (ESSA)"
2015,"JUN","ESSA","Stockholm/ Arlanda","Sweden",40,9783,117811,10984,"Stockholm/ Arlanda (ESSA)"
2015,"JUL","ESSA","Stockholm/ Arlanda","Sweden",40,8131,97265,5747,"Stockholm/ Arlanda (ESSA)"
2015,"AUG","ESSA","Stockholm/ Arlanda","Sweden",40,9140,110633,6950,"Stockholm/ Arlanda (ESSA)"
2015,"SEP","ESSA","Stockholm/ Arlanda","Sweden",40,9789,118699,10894,"Stockholm/ Arlanda (ESSA)"
2015,"OCT","ESSA","Stockholm/ Arlanda","Sweden",40,9971,120093,11698,"Stockholm/ Arlanda (ESSA)"
2015,"NOV","ESSA","Stockholm/ Arlanda","Sweden",40,9048,109483,18500,"Stockholm/ Arlanda (ESSA)"
2015,"DEC","ESSA","Stockholm/ Arlanda","Sweden",40,8152,98572,19392,"Stockholm/ Arlanda (ESSA)"
2015,"JAN","EVRA","Riga","Latvia",40,2355,29783,2021,"Riga (EVRA)"
2015,"FEB","EVRA","Riga","Latvia",40,2029,25618,1419,"Riga (EVRA)"
2015,"MAR","EVRA","Riga","Latvia",40,2454,30881,2024,"Riga (EVRA)"
2015,"APR","EVRA","Riga","Latvia",40,2757,34019,1580,"Riga (EVRA)"
2015,"MAY","EVRA","Riga","Latvia",40,2979,37062,1719,"Riga (EVRA)"
2015,"JUN","EVRA","Riga","Latvia",40,3064,38209,909,"Riga (EVRA)"
2015,"JUL","EVRA","Riga","Latvia",40,3141,39230,1051,"Riga (EVRA)"
2015,"AUG","EVRA","Riga","Latvia",40,3149,38740,697,"Riga (EVRA)"
2015,"SEP","EVRA","Riga","Latvia",40,3054,38246,2271,"Riga (EVRA)"
2015,"OCT","EVRA","Riga","Latvia",40,2933,36515,1719,"Riga (EVRA)"
2015,"NOV","EVRA","Riga","Latvia",40,2598,32882,2648,"Riga (EVRA)"
2015,"DEC","EVRA","Riga","Latvia",40,2553,32197,2787,"Riga (EVRA)"
2015,"JAN","GCFV","Fuerteventura","Spain",40,1473,20701,1174,"Fuerteventura (GCFV)"
2015,"FEB","GCFV","Fuerteventura","Spain",40,1340,18934,950,"Fuerteventura (GCFV)"
2015,"MAR","GCFV","Fuerteventura","Spain",40,1435,20340,1101,"Fuerteventura (GCFV)"
2015,"APR","GCFV","Fuerteventura","Spain",40,1441,20336,458,"Fuerteventura (GCFV)"
2015,"MAY","GCFV","Fuerteventura","Spain",40,1406,19884,144,"Fuerteventura (GCFV)"
2015,"JUN","GCFV","Fuerteventura","Spain",40,1380,19534,468,"Fuerteventura (GCFV)"
2015,"JUL","GCFV","Fuerteventura","Spain",40,1601,22732,175,"Fuerteventura (GCFV)"
2015,"AUG","GCFV","Fuerteventura","Spain",40,1807,25734,756,"Fuerteventura (GCFV)"
2015,"SEP","GCFV","Fuerteventura","Spain",40,1446,20488,52,"Fuerteventura (GCFV)"
2015,"OCT","GCFV","Fuerteventura","Spain",40,1606,22488,522,"Fuerteventura (GCFV)"
2015,"NOV","GCFV","Fuerteventura","Spain",40,1503,21334,600,"Fuerteventura (GCFV)"
2015,"DEC","GCFV","Fuerteventura","Spain",40,1544,21119,625,"Fuerteventura (GCFV)"
2015,"JAN","GCLP","Gran Canaria","Spain",40,3755,53801,7506,"Gran Canaria (GCLP)"
2015,"FEB","GCLP","Gran Canaria","Spain",40,3376,48201,8566,"Gran Canaria (GCLP)"
2015,"MAR","GCLP","Gran Canaria","Spain",40,3599,50538,5918,"Gran Canaria (GCLP)"
2015,"APR","GCLP","Gran Canaria","Spain",40,3284,46348,3965,"Gran Canaria (GCLP)"
2015,"MAY","GCLP","Gran Canaria","Spain",40,2743,38015,1802,"Gran Canaria (GCLP)"
2015,"JUN","GCLP","Gran Canaria","Spain",40,2645,36904,2510,"Gran Canaria (GCLP)"
2015,"JUL","GCLP","Gran Canaria","Spain",40,3096,43259,3202,"Gran Canaria (GCLP)"
2015,"AUG","GCLP","Gran Canaria","Spain",40,3142,44050,3421,"Gran Canaria (GCLP)"
2015,"SEP","GCLP","Gran Canaria","Spain",40,2768,38743,1902,"Gran Canaria (GCLP)"
2015,"OCT","GCLP","Gran Canaria","Spain",40,3298,45499,4741,"Gran Canaria (GCLP)"
2015,"NOV","GCLP","Gran Canaria","Spain",40,3727,52786,4731,"Gran Canaria (GCLP)"
2015,"DEC","GCLP","Gran Canaria","Spain",40,3659,49320,5061,"Gran Canaria (GCLP)"
2015,"JAN","GCRR","Lanzarote","Spain",40,NA,NA,NA,"Lanzarote (GCRR)"
2015,"FEB","GCRR","Lanzarote","Spain",40,NA,NA,NA,"Lanzarote (GCRR)"
2015,"MAR","GCRR","Lanzarote","Spain",40,2000,27278,1228,"Lanzarote (GCRR)"
2015,"APR","GCRR","Lanzarote","Spain",40,2002,27362,1273,"Lanzarote (GCRR)"
2015,"MAY","GCRR","Lanzarote","Spain",40,1969,26874,640,"Lanzarote (GCRR)"
2015,"JUN","GCRR","Lanzarote","Spain",40,1949,26553,828,"Lanzarote (GCRR)"
2015,"JUL","GCRR","Lanzarote","Spain",40,2110,28931,717,"Lanzarote (GCRR)"
2015,"AUG","GCRR","Lanzarote","Spain",40,2280,31428,1245,"Lanzarote (GCRR)"
2015,"SEP","GCRR","Lanzarote","Spain",40,1899,26027,305,"Lanzarote (GCRR)"
2015,"OCT","GCRR","Lanzarote","Spain",40,2050,28089,1691,"Lanzarote (GCRR)"
2015,"NOV","GCRR","Lanzarote","Spain",40,1919,26276,712,"Lanzarote (GCRR)"
2015,"DEC","GCRR","Lanzarote","Spain",40,1949,26595,780,"Lanzarote (GCRR)"
2015,"JAN","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2537,32549,2739,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"FEB","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2260,28898,1768,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"MAR","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2492,31898,1934,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"APR","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2198,28032,752,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"MAY","GCTS","Tenerife Sur/Reina Sofia","Spain",40,1823,23469,799,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"JUN","GCTS","Tenerife Sur/Reina Sofia","Spain",40,1756,22498,670,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"JUL","GCTS","Tenerife Sur/Reina Sofia","Spain",40,1981,25642,1121,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"AUG","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2093,27115,1102,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"SEP","GCTS","Tenerife Sur/Reina Sofia","Spain",40,1873,24054,200,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"OCT","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2288,28900,1011,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"NOV","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2442,31712,2133,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"DEC","GCTS","Tenerife Sur/Reina Sofia","Spain",40,2583,33785,2241,"Tenerife Sur/Reina Sofia (GCTS)"
2015,"JAN","GCXO","Tenerife North","Spain",40,874,10425,656,"Tenerife North (GCXO)"
2015,"FEB","GCXO","Tenerife North","Spain",40,803,9385,463,"Tenerife North (GCXO)"
2015,"MAR","GCXO","Tenerife North","Spain",40,917,10843,392,"Tenerife North (GCXO)"
2015,"APR","GCXO","Tenerife North","Spain",40,991,11525,405,"Tenerife North (GCXO)"
2015,"MAY","GCXO","Tenerife North","Spain",40,997,11669,214,"Tenerife North (GCXO)"
2015,"JUN","GCXO","Tenerife North","Spain",40,981,11312,809,"Tenerife North (GCXO)"
2015,"JUL","GCXO","Tenerife North","Spain",40,1111,12865,160,"Tenerife North (GCXO)"
2015,"AUG","GCXO","Tenerife North","Spain",40,1336,15494,470,"Tenerife North (GCXO)"
2015,"SEP","GCXO","Tenerife North","Spain",40,1039,12149,541,"Tenerife North (GCXO)"
2015,"OCT","GCXO","Tenerife North","Spain",40,965,11305,883,"Tenerife North (GCXO)"
2015,"NOV","GCXO","Tenerife North","Spain",40,956,11503,275,"Tenerife North (GCXO)"
2015,"DEC","GCXO","Tenerife North","Spain",40,1064,13055,505,"Tenerife North (GCXO)"
2015,"JAN","LBSF","Sofia","Bulgaria",40,1582,20434,894,"Sofia (LBSF)"
2015,"FEB","LBSF","Sofia","Bulgaria",40,1429,17942,481,"Sofia (LBSF)"
2015,"MAR","LBSF","Sofia","Bulgaria",40,1603,20102,1103,"Sofia (LBSF)"
2015,"APR","LBSF","Sofia","Bulgaria",40,1665,21755,427,"Sofia (LBSF)"
2015,"MAY","LBSF","Sofia","Bulgaria",40,1767,22325,234,"Sofia (LBSF)"
2015,"JUN","LBSF","Sofia","Bulgaria",40,1813,22875,661,"Sofia (LBSF)"
2015,"JUL","LBSF","Sofia","Bulgaria",40,1896,23633,0,"Sofia (LBSF)"
2015,"AUG","LBSF","Sofia","Bulgaria",40,1955,23422,197,"Sofia (LBSF)"
2015,"SEP","LBSF","Sofia","Bulgaria",40,1920,24043,332,"Sofia (LBSF)"
2015,"OCT","LBSF","Sofia","Bulgaria",40,1795,22109,709,"Sofia (LBSF)"
2015,"NOV","LBSF","Sofia","Bulgaria",40,1544,20212,791,"Sofia (LBSF)"
2015,"DEC","LBSF","Sofia","Bulgaria",40,1614,20926,1601,"Sofia (LBSF)"
2015,"JAN","LEAL","Alicante","Spain",40,1883,26050,562,"Alicante (LEAL)"
2015,"FEB","LEAL","Alicante","Spain",40,1812,24927,1019,"Alicante (LEAL)"
2015,"MAR","LEAL","Alicante","Spain",40,2291,32219,935,"Alicante (LEAL)"
2015,"APR","LEAL","Alicante","Spain",40,3183,45066,3350,"Alicante (LEAL)"
2015,"MAY","LEAL","Alicante","Spain",40,3453,49137,1314,"Alicante (LEAL)"
2015,"JUN","LEAL","Alicante","Spain",40,3590,51091,1521,"Alicante (LEAL)"
2015,"JUL","LEAL","Alicante","Spain",40,4085,58498,2368,"Alicante (LEAL)"
2015,"AUG","LEAL","Alicante","Spain",40,4092,58315,3451,"Alicante (LEAL)"
2015,"SEP","LEAL","Alicante","Spain",40,3563,50629,2961,"Alicante (LEAL)"
2015,"OCT","LEAL","Alicante","Spain",40,3444,48595,3194,"Alicante (LEAL)"
2015,"NOV","LEAL","Alicante","Spain",40,2378,33404,1333,"Alicante (LEAL)"
2015,"DEC","LEAL","Alicante","Spain",40,2365,33458,1380,"Alicante (LEAL)"
2015,"JAN","LEBB","Bilbao","Spain",40,1278,15941,1257,"Bilbao (LEBB)"
2015,"FEB","LEBB","Bilbao","Spain",40,1298,16132,1315,"Bilbao (LEBB)"
2015,"MAR","LEBB","Bilbao","Spain",40,1540,19212,1023,"Bilbao (LEBB)"
2015,"APR","LEBB","Bilbao","Spain",40,1769,22265,806,"Bilbao (LEBB)"
2015,"MAY","LEBB","Bilbao","Spain",40,1807,22666,1188,"Bilbao (LEBB)"
2015,"JUN","LEBB","Bilbao","Spain",40,1920,24127,1100,"Bilbao (LEBB)"
2015,"JUL","LEBB","Bilbao","Spain",40,2032,25369,804,"Bilbao (LEBB)"
2015,"AUG","LEBB","Bilbao","Spain",40,1853,23132,760,"Bilbao (LEBB)"
2015,"SEP","LEBB","Bilbao","Spain",40,1840,23037,1324,"Bilbao (LEBB)"
2015,"OCT","LEBB","Bilbao","Spain",40,1792,22700,1169,"Bilbao (LEBB)"
2015,"NOV","LEBB","Bilbao","Spain",40,1500,18943,1261,"Bilbao (LEBB)"
2015,"DEC","LEBB","Bilbao","Spain",40,1404,17896,1403,"Bilbao (LEBB)"
2015,"JAN","LEBL","Barcelona","Spain",40,8761,109288,10523,"Barcelona (LEBL)"
2015,"FEB","LEBL","Barcelona","Spain",40,8369,105455,10682,"Barcelona (LEBL)"
2015,"MAR","LEBL","Barcelona","Spain",40,10186,134585,19266,"Barcelona (LEBL)"
2015,"APR","LEBL","Barcelona","Spain",40,11823,153836,24050,"Barcelona (LEBL)"
2015,"MAY","LEBL","Barcelona","Spain",40,12585,157539,31564,"Barcelona (LEBL)"
2015,"JUN","LEBL","Barcelona","Spain",40,12999,164238,32515,"Barcelona (LEBL)"
2015,"JUL","LEBL","Barcelona","Spain",40,13664,174709,34746,"Barcelona (LEBL)"
2015,"AUG","LEBL","Barcelona","Spain",40,13813,176715,31399,"Barcelona (LEBL)"
2015,"SEP","LEBL","Barcelona","Spain",40,13009,169992,30663,"Barcelona (LEBL)"
2015,"OCT","LEBL","Barcelona","Spain",40,12180,157021,22143,"Barcelona (LEBL)"
2015,"NOV","LEBL","Barcelona","Spain",40,9870,124784,13074,"Barcelona (LEBL)"
2015,"DEC","LEBL","Barcelona","Spain",40,9647,120362,11872,"Barcelona (LEBL)"
2015,"JAN","LEIB","Ibiza","Spain",40,407,5085,0,"Ibiza (LEIB)"
2015,"FEB","LEIB","Ibiza","Spain",40,428,5472,36,"Ibiza (LEIB)"
2015,"MAR","LEIB","Ibiza","Spain",40,600,7654,0,"Ibiza (LEIB)"
2015,"APR","LEIB","Ibiza","Spain",40,1210,15429,577,"Ibiza (LEIB)"
2015,"MAY","LEIB","Ibiza","Spain",40,2442,31558,786,"Ibiza (LEIB)"
2015,"JUN","LEIB","Ibiza","Spain",40,3559,45844,2461,"Ibiza (LEIB)"
2015,"JUL","LEIB","Ibiza","Spain",40,4819,63882,4024,"Ibiza (LEIB)"
2015,"AUG","LEIB","Ibiza","Spain",40,5354,73213,5320,"Ibiza (LEIB)"
2015,"SEP","LEIB","Ibiza","Spain",40,3573,46101,3414,"Ibiza (LEIB)"
2015,"OCT","LEIB","Ibiza","Spain",40,1841,23275,1092,"Ibiza (LEIB)"
2015,"NOV","LEIB","Ibiza","Spain",40,497,6193,48,"Ibiza (LEIB)"
2015,"DEC","LEIB","Ibiza","Spain",40,552,6853,101,"Ibiza (LEIB)"
2015,"JAN","LEMD","Madrid/ Barajas","Spain",40,13419,178469,16369,"Madrid/ Barajas (LEMD)"
2015,"FEB","LEMD","Madrid/ Barajas","Spain",40,12522,167964,16282,"Madrid/ Barajas (LEMD)"
2015,"MAR","LEMD","Madrid/ Barajas","Spain",40,14381,190173,15380,"Madrid/ Barajas (LEMD)"
2015,"APR","LEMD","Madrid/ Barajas","Spain",40,14923,202565,16095,"Madrid/ Barajas (LEMD)"
2015,"MAY","LEMD","Madrid/ Barajas","Spain",40,15656,211247,17234,"Madrid/ Barajas (LEMD)"
2015,"JUN","LEMD","Madrid/ Barajas","Spain",40,15904,216449,17575,"Madrid/ Barajas (LEMD)"
2015,"JUL","LEMD","Madrid/ Barajas","Spain",40,16607,228006,14181,"Madrid/ Barajas (LEMD)"
2015,"AUG","LEMD","Madrid/ Barajas","Spain",40,15828,216567,12410,"Madrid/ Barajas (LEMD)"
2015,"SEP","LEMD","Madrid/ Barajas","Spain",40,15886,216073,15323,"Madrid/ Barajas (LEMD)"
2015,"OCT","LEMD","Madrid/ Barajas","Spain",40,15829,214104,15141,"Madrid/ Barajas (LEMD)"
2015,"NOV","LEMD","Madrid/ Barajas","Spain",40,14491,192957,16964,"Madrid/ Barajas (LEMD)"
2015,"DEC","LEMD","Madrid/ Barajas","Spain",40,14371,189407,13291,"Madrid/ Barajas (LEMD)"
2015,"JAN","LEMG","Málaga","Spain",40,2693,36949,816,"Málaga (LEMG)"
2015,"FEB","LEMG","Málaga","Spain",40,2569,35634,1734,"Málaga (LEMG)"
2015,"MAR","LEMG","Málaga","Spain",40,3211,42873,1329,"Málaga (LEMG)"
2015,"APR","LEMG","Málaga","Spain",40,4670,62005,5777,"Málaga (LEMG)"
2015,"MAY","LEMG","Málaga","Spain",40,5176,67508,4314,"Málaga (LEMG)"
2015,"JUN","LEMG","Málaga","Spain",40,5162,67787,7745,"Málaga (LEMG)"
2015,"JUL","LEMG","Málaga","Spain",40,5948,77617,5936,"Málaga (LEMG)"
2015,"AUG","LEMG","Málaga","Spain",40,6166,81411,6364,"Málaga (LEMG)"
2015,"SEP","LEMG","Málaga","Spain",40,5121,67771,4162,"Málaga (LEMG)"
2015,"OCT","LEMG","Málaga","Spain",40,4872,63910,4014,"Málaga (LEMG)"
2015,"NOV","LEMG","Málaga","Spain",40,3061,41166,2030,"Málaga (LEMG)"
2015,"DEC","LEMG","Málaga","Spain",40,3018,40197,1785,"Málaga (LEMG)"
2015,"JAN","LEPA","Palma de Mallorca","Spain",40,2473,31515,1406,"Palma de Mallorca (LEPA)"
2015,"FEB","LEPA","Palma de Mallorca","Spain",40,2451,31686,1358,"Palma de Mallorca (LEPA)"
2015,"MAR","LEPA","Palma de Mallorca","Spain",40,3474,44840,1550,"Palma de Mallorca (LEPA)"
2015,"APR","LEPA","Palma de Mallorca","Spain",40,6382,82514,6780,"Palma de Mallorca (LEPA)"
2015,"MAY","LEPA","Palma de Mallorca","Spain",40,8803,109117,14412,"Palma de Mallorca (LEPA)"
2015,"JUN","LEPA","Palma de Mallorca","Spain",40,9454,114103,17234,"Palma de Mallorca (LEPA)"
2015,"JUL","LEPA","Palma de Mallorca","Spain",40,11066,137648,19591,"Palma de Mallorca (LEPA)"
2015,"AUG","LEPA","Palma de Mallorca","Spain",40,11734,150655,21095,"Palma de Mallorca (LEPA)"
2015,"SEP","LEPA","Palma de Mallorca","Spain",40,9515,124063,17553,"Palma de Mallorca (LEPA)"
2015,"OCT","LEPA","Palma de Mallorca","Spain",40,7828,102987,10575,"Palma de Mallorca (LEPA)"
2015,"NOV","LEPA","Palma de Mallorca","Spain",40,2936,38100,1613,"Palma de Mallorca (LEPA)"
2015,"DEC","LEPA","Palma de Mallorca","Spain",40,2685,34330,1446,"Palma de Mallorca (LEPA)"
2015,"JAN","LEVC","Valencia","Spain",40,1601,20968,478,"Valencia (LEVC)"
2015,"FEB","LEVC","Valencia","Spain",40,1518,19890,713,"Valencia (LEVC)"
2015,"MAR","LEVC","Valencia","Spain",40,1789,23470,822,"Valencia (LEVC)"
2015,"APR","LEVC","Valencia","Spain",40,2126,28167,1195,"Valencia (LEVC)"
2015,"MAY","LEVC","Valencia","Spain",40,2154,28430,874,"Valencia (LEVC)"
2015,"JUN","LEVC","Valencia","Spain",40,2233,29647,642,"Valencia (LEVC)"
2015,"JUL","LEVC","Valencia","Spain",40,2471,32919,1329,"Valencia (LEVC)"
2015,"AUG","LEVC","Valencia","Spain",40,2532,33271,1042,"Valencia (LEVC)"
2015,"SEP","LEVC","Valencia","Spain",40,2217,29240,845,"Valencia (LEVC)"
2015,"OCT","LEVC","Valencia","Spain",40,2144,28017,695,"Valencia (LEVC)"
2015,"NOV","LEVC","Valencia","Spain",40,1787,23329,517,"Valencia (LEVC)"
2015,"DEC","LEVC","Valencia","Spain",40,1728,22555,170,"Valencia (LEVC)"
2015,"JAN","LEZL","Sevilla","Spain",40,1143,14067,374,"Sevilla (LEZL)"
2015,"FEB","LEZL","Sevilla","Spain",40,1128,13570,419,"Sevilla (LEZL)"
2015,"MAR","LEZL","Sevilla","Spain",40,1390,16719,342,"Sevilla (LEZL)"
2015,"APR","LEZL","Sevilla","Spain",40,1601,19724,1080,"Sevilla (LEZL)"
2015,"MAY","LEZL","Sevilla","Spain",40,1699,20493,540,"Sevilla (LEZL)"
2015,"JUN","LEZL","Sevilla","Spain",40,1531,18413,495,"Sevilla (LEZL)"
2015,"JUL","LEZL","Sevilla","Spain",40,1534,18133,401,"Sevilla (LEZL)"
2015,"AUG","LEZL","Sevilla","Spain",40,1469,17471,323,"Sevilla (LEZL)"
2015,"SEP","LEZL","Sevilla","Spain",40,1545,18475,392,"Sevilla (LEZL)"
2015,"OCT","LEZL","Sevilla","Spain",40,1552,18644,954,"Sevilla (LEZL)"
2015,"NOV","LEZL","Sevilla","Spain",40,1328,16377,364,"Sevilla (LEZL)"
2015,"DEC","LEZL","Sevilla","Spain",40,1294,16110,544,"Sevilla (LEZL)"
2015,"JAN","LFLL","Lyon-Saint-Exupéry","France",40,3796,49046,3438,"Lyon-Saint-Exupéry (LFLL)"
2015,"FEB","LFLL","Lyon-Saint-Exupéry","France",40,3948,51001,5005,"Lyon-Saint-Exupéry (LFLL)"
2015,"MAR","LFLL","Lyon-Saint-Exupéry","France",40,4425,57175,3367,"Lyon-Saint-Exupéry (LFLL)"
2015,"APR","LFLL","Lyon-Saint-Exupéry","France",40,4445,57492,4760,"Lyon-Saint-Exupéry (LFLL)"
2015,"MAY","LFLL","Lyon-Saint-Exupéry","France",40,4564,58583,4740,"Lyon-Saint-Exupéry (LFLL)"
2015,"JUN","LFLL","Lyon-Saint-Exupéry","France",40,4767,61469,4940,"Lyon-Saint-Exupéry (LFLL)"
2015,"JUL","LFLL","Lyon-Saint-Exupéry","France",40,4734,60907,3584,"Lyon-Saint-Exupéry (LFLL)"
2015,"AUG","LFLL","Lyon-Saint-Exupéry","France",40,4225,54556,573,"Lyon-Saint-Exupéry (LFLL)"
2015,"SEP","LFLL","Lyon-Saint-Exupéry","France",40,4657,59910,3857,"Lyon-Saint-Exupéry (LFLL)"
2015,"OCT","LFLL","Lyon-Saint-Exupéry","France",40,4576,59289,3909,"Lyon-Saint-Exupéry (LFLL)"
2015,"NOV","LFLL","Lyon-Saint-Exupéry","France",40,3885,50144,3943,"Lyon-Saint-Exupéry (LFLL)"
2015,"DEC","LFLL","Lyon-Saint-Exupéry","France",40,3921,50716,2471,"Lyon-Saint-Exupéry (LFLL)"
2015,"JAN","LFMN","Nice-Côte d’Azur","France",40,3685,50623,2480,"Nice-Côte d'Azur (LFMN)"
2015,"FEB","LFMN","Nice-Côte d’Azur","France",40,3585,49255,5470,"Nice-Côte d'Azur (LFMN)"
2015,"MAR","LFMN","Nice-Côte d’Azur","France",40,4508,62260,8298,"Nice-Côte d'Azur (LFMN)"
2015,"APR","LFMN","Nice-Côte d’Azur","France",40,5358,75151,7935,"Nice-Côte d'Azur (LFMN)"
2015,"MAY","LFMN","Nice-Côte d’Azur","France",40,6567,91917,15050,"Nice-Côte d'Azur (LFMN)"
2015,"JUN","LFMN","Nice-Côte d’Azur","France",40,6620,92892,12640,"Nice-Côte d'Azur (LFMN)"
2015,"JUL","LFMN","Nice-Côte d’Azur","France",40,7873,110126,19425,"Nice-Côte d'Azur (LFMN)"
2015,"AUG","LFMN","Nice-Côte d’Azur","France",40,7741,108065,14290,"Nice-Côte d'Azur (LFMN)"
2015,"SEP","LFMN","Nice-Côte d’Azur","France",40,6483,90411,12495,"Nice-Côte d'Azur (LFMN)"
2015,"OCT","LFMN","Nice-Côte d’Azur","France",40,5498,76433,9515,"Nice-Côte d'Azur (LFMN)"
2015,"NOV","LFMN","Nice-Côte d’Azur","France",40,3962,54368,6903,"Nice-Côte d'Azur (LFMN)"
2015,"DEC","LFMN","Nice-Côte d’Azur","France",40,3897,53470,4056,"Nice-Côte d'Azur (LFMN)"
2015,"JAN","LFPG","Paris-Charles-de-Gaulle","France",40,17668,251864,23631,"Paris-Charles-de-Gaulle (LFPG)"
2015,"FEB","LFPG","Paris-Charles-de-Gaulle","France",40,16331,239609,17059,"Paris-Charles-de-Gaulle (LFPG)"
2015,"MAR","LFPG","Paris-Charles-de-Gaulle","France",40,18540,271659,14154,"Paris-Charles-de-Gaulle (LFPG)"
2015,"APR","LFPG","Paris-Charles-de-Gaulle","France",40,18746,276906,14589,"Paris-Charles-de-Gaulle (LFPG)"
