"YEAR","NAME","TYPE","FLIGHTS_TOTAL","DELAY","A","C","D","E","G","I","M","N","O","P","R","S","T","V","W","NA","FLIGHTS_DELAYED","FLIGHTS_DELAYED_15","DELAY_AVG","A_AVG","C_AVG","D_AVG","E_AVG","G_AVG","I_AVG","M_AVG","N_AVG","O_AVG","P_AVG","R_AVG","S_AVG","T_AVG","V_AVG","W_AVG","NA_AVG","FLIGHTS_DELAYED_AVG","FLIGHTS_DELAYED_15_AVG","TARGET"
2014,"All AREA (AUA)","AREA (AUA)",18780708,11351726,0,5197428,0,14557,16812,1337534,341608,6509,409419,652982,5686,1268222,391040,4916,1705013,0,606220,301992,0.604435466437155,0,0.276742921512863,0,0.000775103899171426,0.000895173919960845,0.0712185078432613,0.0181893036194376,0.000346579053356242,0.0217999768698816,0.0347687637761047,0.000302757489227776,0.0675279121532585,0.0208213662658511,0.000261757969933828,0.0907853420648465,0,0.0322788682939962,0.0160799049748284,NA
2014,"All COUNTRY (FIR)","COUNTRY (FIR)",33963555,6678119,0,3203037,0,8715,9646,670720,174257,3421,289225,327379,3344,741137,216125,4916,1026197,0,359692,178558,0.196626030461181,0,0.0943080605078002,0,0.000256598580448955,0.000284010316352337,0.0197482271805764,0.00513070554598893,0.000100725616031655,0.00851574577514044,0.00963912641064812,9.84584799794957e-05,0.0218215378219388,0.00636343869185661,0.000144743387433972,0.0302146521469852,0,0.0105905285827706,0.00525734128833098,NA
2014,"ANA LUX","ANSP (AUA)",63494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"ANS CR","ANSP (AUA)",682563,7693,0,4488,0,0,0,0,925,0,0,0,0,549,0,0,1731,0,536,211,0.0112707544944569,0,0.006575217232695,0,0,0,0,0.00135518626119494,0,0,0,0,0.000804321359347049,0,0,0.00253602964121993,0,0.000785275498378904,0.000309128974175278,NA
2014,"ANS Finland","ANSP (AUA)",229263,27510,0,0,0,0,0,0,0,0,0,27510,0,0,0,0,0,0,2066,709,0.1199931955876,0,0,0,0,0,0,0,0,0,0.1199931955876,0,0,0,0,0,0,0.00901148462682596,0.00309251819962227,NA
2014,"ARMATS","ANSP (AUA)",50518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Armenia","COUNTRY (FIR)",50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Austria","COUNTRY (FIR)",1152188,19509,0,2451,0,0,0,781,0,0,0,0,0,0,0,0,16277,0,938,558,0.0169321326033599,0,0.00212725701014071,0,0,0,0.000677840769041163,0,0,0,0,0,0,0,0,0.014127034824178,0,0.000814103253982857,0.000484295965588949,0.23
2014,"Austro Control","ANSP (AUA)",903549,19509,0,2451,0,0,0,781,0,0,0,0,0,0,0,0,16277,0,938,558,0.0215915240900051,0,0.00271263650338831,0,0,0,0.000864369281577424,0,0,0,0,0,0,0,0,0.0180145183050394,0,0.00103812853536444,0.000617564736389504,NA
2014,"Avinor","ANSP (AUA)",622861,19245,0,11214,0,0,0,0,0,0,230,382,0,3470,3949,0,0,0,1166,466,0.0308977444405734,0,0.0180040169476015,0,0,0,0,0,0,0.000369263768320701,0.000613298954341338,0,0.00557106641770796,0.00634009835260194,0,0,0,0.00187200675592147,0.000748160504510637,NA
2014,"Belgium","COUNTRY (FIR)",1132788,224842,0,121557,0,0,0,3215,138,1213,39333,1466,0,1147,133,0,56640,0,14197,5911,0.198485506555507,0,0.107307810464094,0,0,0,0.002838130347426,0.000121823324399623,0.00107080936591842,0.0347222957870316,0.00129415212731773,0,0.00101254603685773,0.000117409435834419,0,0.0500005296666278,0,0.0125327951920395,0.00521809906178385,NA
2014,"Belgocontrol","ANSP (AUA)",563112,9980,0,3729,0,0,0,3215,0,1213,0,0,0,1039,103,0,681,0,405,212,0.0177229396638679,0,0.0066221284575715,0,0,0,0.00570934378951257,0,0.00215410078279277,0,0,0,0.00184510363835258,0.000182912102743326,0,0.0012093508928952,0,0.00071921749136939,0.000376479279432866,NA
2014,"Bosnia & Herzegovina","COUNTRY (FIR)",298307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"BULATSA","ANSP (AUA)",683345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Bulgaria","COUNTRY (FIR)",683317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11
2014,"Croatia","COUNTRY (FIR)",519655,162768,0,70873,0,2873,0,0,0,0,0,0,0,10848,15377,0,62797,0,9952,4635,0.31322319615899,0,0.13638471678325,0,0.00552866805861581,0,0,0,0,0,0,0,0.0208753884788947,0.0295907861946869,0,0.120843636643542,0,0.0191511676015818,0.00891937920351002,NA
2014,"Croatia Control","ANSP (AUA)",520874,162768,0,70873,0,2873,0,0,0,0,0,0,0,10848,15377,0,62797,0,9952,4635,0.312490160768247,0,0.136065536002949,0,0.00551572933185377,0,0,0,0,0,0,0,0.0208265338642359,0.0295215349585504,0,0.120560826610658,0,0.0191063481763344,0.00889850520471362,NA
2014,"Cyprus","COUNTRY (FIR)",304327,581283,0,280079,0,0,0,0,115864,608,4095,40213,372,115208,18070,0,6774,0,27343,16123,1.91006055985831,0,0.92032254778577,0,0,0,0,0.380722052266148,0.00199785099580386,0.0134559207694355,0.13213747054977,0.00122236935927473,0.378566476191728,0.0593769202206837,0,0.0222589517196962,0,0.0898474338458303,0.0529791967193184,1
2014,"Czech Republic","COUNTRY (FIR)",700470,7693,0,4488,0,0,0,0,925,0,0,0,0,549,0,0,1731,0,536,211,0.0109826259511471,0,0.00640712664353934,0,0,0,0,0.00132054192185247,0,0,0,0,0.000783759475780547,0,0,0.00247119790997473,0,0.000765200508230188,0.000301226319471212,0.15
2014,"DCAC Cyprus","ANSP (AUA)",304328,581283,0,280079,0,0,0,0,115864,608,4095,40213,372,115208,18070,0,6774,0,27343,16123,1.91005428353618,0,0.920319523671828,0,0,0,0,0.380720801240767,0.00199784443100865,0.0134558765542441,0.132137036355511,0.00122236534265661,0.378565232249415,0.0593767251123788,0,0.022258878578376,0,0.0898471386136011,0.0529790226334744,NA
2014,"Denmark","COUNTRY (FIR)",618534,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,2.42508900076633e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42508900076633e-05,0,3.23345200102177e-06,0,NA
2014,"DFS","ANSP (AUA)",2772617,715910,0,144271,0,5688,1356,0,6009,17,39025,54893,0,123478,19195,0,321978,0,42477,20068,0.25820731821236,0,0.0520342333614776,0,0.00205149142488847,0.000489068630827842,0,0.00216726652112427,6.1313913894346e-06,0.0140751499395697,0.0197982627964843,0,0.0445348203520356,0.00692306221883513,0,0.116127831575728,0,0.0153201830617067,0.00723792720018668,NA
2014,"DHMI","ANSP (AUA)",1235140,101711,0,32918,0,0,0,0,0,145,68591,0,0,0,57,0,0,0,6173,2846,0.0823477500526256,0,0.0266512298201014,0,0,0,0,0,0.000117395598879479,0.0555329760189128,0,0,0,4.61486147319332e-05,0,0,0,0.00499781401298638,0.00230419223731723,NA
2014,"DSNA","ANSP (AUA)",2870894,1882775,0,835225,0,154,1919,650594,18506,79,18690,77531,1212,42318,80190,0,156357,0,86786,45047,0.655814878570926,0,0.290928540029691,0,5.36418272496303e-05,0.000668432899298964,0.226617214010688,0.00644607568234843,2.75175607319532e-05,0.00651016721620513,0.0270058734317603,0.000422168146925661,0.0147403561399341,0.0279320657607003,0,0.0544628258653925,0,0.0302296079200416,0.015690931117624,NA
2014,"EANS","ANSP (AUA)",190501,5907,0,5368,0,0,0,0,27,0,0,0,0,0,0,0,512,0,430,164,0.0310077112456103,0,0.0281783297725471,0,0,0,0,0.000141731539466984,0,0,0,0,0,0,0,0.00268764993359615,0,0.00225720599891864,0.000860887869355017,NA
2014,"ENAIRE","ANSP (AUA)",1681019,497231,0,351368,0,0,1240,0,561,0,27181,888,497,2853,7211,979,104453,0,27860,13131,0.295791421750736,0,0.209020837956025,0,0,0.000737647819566584,0,0.000333726150626495,0,0.0161693591803543,0.000528251019173489,0.000295654005100478,0.00169718486227699,0.00428966002168923,0.000582384851093295,0.0621367158848294,0,0.0165732808492944,0.00781133348284582,NA
2014,"ENAV","ANSP (AUA)",1550608,29688,0,29,0,0,0,11437,0,0,0,0,0,0,18222,0,0,0,435,359,0.0191460381992096,0,1.87023412751643e-05,0,0,0,0.00737581645393291,0,0,0,0,0,0,0.0117515194040015,0,0,0,0.000280535119127465,0.000231522086820138,NA
2014,"Estonia","COUNTRY (FIR)",190518,5907,0,5368,0,0,0,0,27,0,0,0,0,0,0,0,512,0,430,164,0.031004944414701,0,0.0281758154085178,0,0,0,0,0.000141718892703052,0,0,0,0,0,0,0,0.00268741011348009,0,0.00225700458749305,0.000860811051974092,0.22
2014,"EUROCONTROL Area (MS)","AREA (AUA)",9699825,5806501,0,2648708,0,8715,8406,668767,171237,3327,239005,326491,2847,639535,203237,2458,883768,0,311037,154692,0.598619150345496,0,0.273067606889815,0,0.000898469817754444,0.000866613572925285,0.0689462954228556,0.0176536174621707,0.000342995878791628,0.0246401352601722,0.0336594732379192,0.000293510449930798,0.065932632805231,0.0209526460528927,0.000253406633624833,0.0911117468614124,0,0.0320662486178874,0.015947916586124,NA
2014,"Finland","COUNTRY (FIR)",247749,27510,0,0,0,0,0,0,0,0,0,27510,0,0,0,0,0,0,2066,709,0.111039802380635,0,0,0,0,0,0,0,0,0,0.111039802380635,0,0,0,0,0,0,0.00833908512244247,0.00286176735324865,0.02
2014,"France","COUNTRY (FIR)",2947076,1882775,0,835225,0,154,1919,650594,18506,79,18690,77531,1212,42318,80190,0,156357,0,86786,45047,0.638862044955746,0,0.283408028839433,0,5.22551844608011e-05,0.000651153889482321,0.220759152461626,0.00627944443916614,2.68062309896318e-05,0.00634187920501541,0.0263077708209765,0.000411255088094097,0.0143593175065726,0.0272100210513743,0,0.0530549602385551,0,0.0294481716793188,0.0152853200935436,NA
2014,"FYR Macedonia","COUNTRY (FIR)",146382,508,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,0.00347037204027818,0,0.00347037204027818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018444890765258,0.000143460261507562,NA
2014,"Georgia","COUNTRY (FIR)",114073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Germany","COUNTRY (FIR)",3030019,743335,0,157838,0,5688,1356,0,6009,17,47975,54893,0,123478,19195,0,326886,0,44631,20745,0.245323544175796,0,0.0520914225290336,0,0.00187721595145113,0.00044752194623202,0,0.00198315588120075,5.61052587459023e-06,0.0158332340490274,0.0181163880490518,0,0.0407515596436854,0.00633494377427996,0,0.107882491825959,0,0.0147296106064021,0.00684649172166907,NA
2014,"Greece","COUNTRY (FIR)",677916,275495,0,116837,0,0,445,261,126,301,0,0,0,142542,10379,0,4604,0,14392,8329,0.406385156863092,0,0.172347311466317,0,0,0.000656423509697367,0.000385003451755085,0.000185863735330041,0.00044400781217732,0,0,0,0.210264988582656,0.0153101564205595,0,0.00679140188459927,0,0.0212297688799202,0.0122861829489199,0.95
2014,"HCAA","ANSP (AUA)",677777,275495,0,116837,0,0,445,261,126,301,0,0,0,142542,10379,0,4604,0,14392,8329,0.406468499226147,0,0.172382656832557,0,0,0.000656558130476543,0.000385082409110961,0.000185901852674257,0.000444098870277392,0,0,0,0.210308110189635,0.0153132962611596,0,0.00679279468025619,0,0.0212341227276818,0.0122887026263801,NA
2014,"HungaroControl (EC)","ANSP (AUA)",669663,1179,0,764,0,0,0,415,0,0,0,0,0,0,0,0,0,0,57,33,0.00176058704154179,0,0.0011408723492264,0,0,0,0.000619714692315388,0,0,0,0,0,0,0,0,0,0,8.51174396674148e-05,4.92785177021875e-05,NA
2014,"Hungary","COUNTRY (FIR)",669721,1179,0,764,0,0,0,415,0,0,0,0,0,0,0,0,0,0,57,33,0.00176043456902203,0,0.00114077354599901,0,0,0,0.00061966102302302,0,0,0,0,0,0,0,0,0,0,8.51100682224389e-05,4.92742500235173e-05,0.03
2014,"IAA","ANSP (AUA)",536948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Ireland","COUNTRY (FIR)",462248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
2014,"Israel AA","ANSP (AUA)",122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Italy","COUNTRY (FIR)",1679650,29688,0,29,0,0,0,11437,0,0,0,0,0,0,18222,0,0,0,435,359,0.0176751108861965,0,1.72655017414342e-05,0,0,0,0.00680915666954425,0,0,0,0,0,0,0.0108486887149108,0,0,0,0.000258982526121513,0.000213735004316375,0.12
2014,"Latvia","COUNTRY (FIR)",240093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2014,"LFV","ANSP (AUA)",701349,24083,0,835,0,0,0,0,1162,0,66,341,0,4,13525,0,8150,0,1086,582,0.034338111268427,0,0.00119056275834142,0,0,0,0,0.0016568070960392,0,9.41043617371665e-05,0.00048620586897536,0,5.70329465073737e-06,0.0192842650378057,0,0.0116204628508774,0,0.00154844449767519,0.000829829371682287,NA
2014,"LGS","ANSP (AUA)",240571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Lithuania","COUNTRY (FIR)",256172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
2014,"LPS","ANSP (AUA)",435890,60660,0,38428,0,0,0,111,5818,0,0,0,0,9116,3198,0,3989,0,3880,1746,0.139163550437037,0,0.0881598568446168,0,0,0,0.000254651402876873,0.0133474041616004,0,0,0,0,0.020913533230861,0.00733671339099314,0,0.00915139140608869,0,0.00890132831677717,0.00400559774254973,NA
2014,"LVNL","ANSP (AUA)",567805,69835,0,45873,0,0,3302,0,0,0,2438,1837,0,0,0,0,16385,0,4635,2119,0.122991167742447,0,0.0807900599677706,0,0,0.00581537675786582,0,0,0,0.00429372760014442,0.0032352656281646,0,0,0,0,0.0288567377885013,0,0.00816301371069293,0.003731915006032,NA
2014,"M-NAV","ANSP (AUA)",146380,508,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,0.00347041945620986,0,0.00347041945620986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184451427790682,0.000143462221614975,NA
2014,"Malta","COUNTRY (FIR)",101780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
2014,"MATS","ANSP (AUA)",101906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"MoldATSA","ANSP (AUA)",56298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Moldova","COUNTRY (FIR)",56299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"MUAC","ANSP (AUA)",1671185,280673,0,136628,0,0,0,0,17558,0,49046,2296,0,1370,30,0,73745,0,18628,7377,0.167948491639166,0,0.0817551617564782,0,0,0,0,0.0105063173736002,0,0.0293480374704177,0.00137387542372628,0,0.000819777582972561,1.79513339337057e-05,0,0.0441273706980376,0,0.0111465816172357,0.00441423301429824,NA
2014,"NATS (Continental)","ANSP (AUA)",2214690,128976,0,56469,0,0,0,0,2432,0,22635,0,0,9580,3378,1479,33003,0,6609,3619,0.0582365929317421,0,0.0254974736870623,0,0,0,0,0.00109812208480645,0,0.0102203920187475,0,0,0.00432566183077541,0.00152526990233396,0.000667813554041423,0.014901859853975,0,0.00298416482668003,0.0016340887437971,NA
2014,"NAV Portugal (Continental)","ANSP (AUA)",477295,239504,0,141124,0,0,0,1953,0,94,404,0,0,89169,2299,0,4461,0,13756,6952,0.501794487685813,0,0.295674582805183,0,0,0,0.00409180904891105,0,0.000196943190270168,0.000846436690097319,0,0,0.186821567374475,0.00481672760033103,0,0.0093464209765449,0,0.0288207502697493,0.0145654155187044,NA
2014,"NAVIAIR","ANSP (AUA)",632309,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,2.37225786759322e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37225786759322e-05,0,3.16301049012429e-06,0,NA
2014,"Netherlands","COUNTRY (FIR)",1137544,108221,0,51106,0,0,3302,0,17420,0,3201,2667,0,1262,0,0,29263,0,7317,3120,0.0951356606865317,0,0.0449266138276849,0,0,0.00290274486085813,0,0.0153136933604327,0,0.00281395708649512,0.00234452469530849,0,0.00110940763610023,0,0,0.0257247192196522,0,0.00643227866350664,0.00274275104962973,NA
2014,"Norway","COUNTRY (FIR)",620641,19245,0,11214,0,0,0,0,0,0,230,382,0,3470,3949,0,0,0,1166,466,0.0310082640366975,0,0.0180684163630827,0,0,0,0,0,0,0.000370584605271002,0.000615492692232708,0,0.00559099382734947,0.00636277654876168,0,0,0,0.00187870282498256,0.000750836635027335,0.05
2014,"ONDA","ANSP (AUA)",359484,9397,0,7432,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,491,276,0.0261402454629413,0,0.020674077288558,0,0,0,0,0,0,0,0,0,0.00546616817438328,0,0,0,0,0.00136584660235226,0.000767767132890476,NA
2014,"Oro Navigacija","ANSP (AUA)",224039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"PANSA","ANSP (AUA)",690554,547357,0,302877,0,0,0,0,1050,870,6604,120463,758,67770,1952,0,45013,0,34235,16109,0.792634609313681,0,0.438600022590558,0,0,0,0,0.00152051830848855,0.00125985802703337,0.00956333610405558,0.174443997138529,0.00109766940746126,0.0981385959678751,0.00282671594111395,0,0.0651838958285666,0,0.0495761374201004,0.0233276470775638,NA
2014,"Poland","COUNTRY (FIR)",701528,547357,0,302877,0,0,0,0,1050,870,6604,120463,758,67770,1952,0,45013,0,34235,16109,0.780235428949379,0,0.431739004002691,0,0,0,0,0.00149673284601612,0.00124015007241336,0.00941373687151475,0.171715170313943,0.00108049856883831,0.0966034142614407,0.00278249763373664,0,0.0641642243787846,0,0.0488006180793924,0.0229627327775941,0.48
2014,"Portugal","COUNTRY (FIR)",548821,239504,0,141124,0,0,0,1953,0,94,404,0,0,89169,2299,0,4461,0,13756,6952,0.436397295293001,0,0.257140306220061,0,0,0,0.00355853730086859,0,0.000171276244895877,0.000736123435509939,0,0,0.162473739160856,0.00418897964910235,0,0.00812833328170751,0,0.0250646385615711,0.0126671537714482,NA
2014,"Portugal Continental","COUNTRY (FIR)",480062,239504,0,141124,0,0,0,1953,0,94,404,0,0,89169,2299,0,4461,0,13756,6952,0.498902225129254,0,0.293970362161554,0,0,0,0.00406822452099937,0,0.000195808041461311,0.000841557965429465,0,0,0.185744757968762,0.00478896475871867,0,0.00929254971232883,0,0.0286546321100191,0.0144814628110536,NA
2014,"Portugal Santa Maria","COUNTRY (FIR)",124606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Romania","COUNTRY (FIR)",598231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"ROMATSA","ANSP (AUA)",598230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Sakaeronavigatsia","ANSP (AUA)",114073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Serbia & Montenegro","COUNTRY (FIR)",553760,2196,0,1057,0,0,0,0,893,0,0,0,8,0,0,0,238,0,132,54,0.00396561687373591,0,0.00190876914186651,0,0,0,0,0.00161261196186073,0,0,0,1.4446691707599e-05,0,0,0,0.000429789078301069,0,0.000238370413175383,9.7515169026293e-05,NA
2014,"SES Area","AREA (AUA)",9080883,5545225,0,2548720,0,5842,8406,668767,170371,3182,170414,326491,2839,628687,187803,2458,821245,0,295183,147300,0.610648215597536,0,0.280668741134535,0,0.000643329508815387,0.00092568090570047,0.0736455915135125,0.0187615014971562,0.00035040645276456,0.0187662367194908,0.0359536622154476,0.000312634795536954,0.0692319238118143,0.0206811386073359,0.000270678523222907,0.0904366899122035,0,0.0325059798700192,0.0162208895324386,NA
2014,"Skyguide","ANSP (AUA)",1164916,119940,0,69886,0,0,144,0,333,0,0,137,0,20221,6102,0,23117,0,7415,3366,0.102960213440282,0,0.0599923084582923,0,0,0.000123614063159919,0,0.000285857521057312,0,0,0.000117605046200756,0,0.0173583331330328,0.00523814592640156,0,0.0198443492921378,0,0.00636526582174165,0.0028894787263631,NA
2014,"Slovakia","COUNTRY (FIR)",436336,60660,0,38428,0,0,0,111,5818,0,0,0,0,9116,3198,0,3989,0,3880,1746,0.13902130468263,0,0.0880697444171464,0,0,0,0.000254391111437058,0.0133337611382054,0,0,0,0,0.0208921565032452,0.00732921418356496,0,0.00914203732903084,0,0.00889222984122328,0.00400150342855047,0.19
2014,"Slovenia","COUNTRY (FIR)",347984,777,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,0.00223286128097844,0,0.00223286128097844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132189985746471,5.74739068462918e-05,0.03
2014,"Slovenia Control","ANSP (AUA)",273748,777,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,0.00283837690138375,0,0.00283837690138375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168037757353478,7.30598945015123e-05,NA
2014,"SMATSA","ANSP (AUA)",551569,2196,0,1057,0,0,0,0,893,0,0,0,8,0,0,0,238,0,132,54,0.00398136951133947,0,0.00191635135404637,0,0,0,0,0.00161901774755289,0,0,0,1.45040783655354e-05,0,0,0,0.000431496331374678,0,0.000239317293031334,9.7902528967364e-05,NA
2014,"Spain","COUNTRY (FIR)",1682828,497231,0,351368,0,0,1240,0,561,0,27181,888,497,2853,7211,979,104453,0,27860,13131,0.295473453020748,0,0.208796145535967,0,0,0.000736854865737913,0,0.00033336740296691,0,0.016151977504534,0.000527683161915537,0.000295336184090115,0.00169536042899215,0.00428504873938394,0.000581758801255981,0.062069920395905,0,0.016555464967305,0.00780293648548752,0.5
2014,"Spain Canarias","COUNTRY (FIR)",283509,117907,0,88200,0,0,0,0,0,0,1352,0,497,986,0,0,26872,0,6220,3614,0.415884504548357,0,0.311101234881432,0,0,0,0,0,0,0.00476880804489452,0,0.00175303076798267,0.00347784373688313,0,0,0.0947835871171638,0,0.021939338786423,0.0127473907353911,NA
2014,"Spain Continental","COUNTRY (FIR)",1586961,379324,0,263168,0,0,1240,0,561,0,25829,888,0,1867,7211,979,77581,0,21640,9517,0.239025407681726,0,0.165831422448315,0,0,0.00078136765805839,0,0.00035350585175061,0,0.0162757622903146,0.000559560064803105,0,0.00117646243354437,0.00454390498569278,0.000616902368741261,0.0488865195805064,0,0.0136361259035351,0.00599699677559814,NA
2014,"Sweden","COUNTRY (FIR)",739120,24083,0,835,0,0,0,0,1162,0,66,341,0,4,13525,0,8150,0,1086,582,0.0325833423530685,0,0.00112972183136703,0,0,0,0,0.00157213984197424,0,8.92953782876935e-05,0.000461359454486416,0,5.41184110834506e-06,0.0182987877475917,0,0.0110266262582531,0,0.00146931486091568,0.000787422881264206,NA
2014,"Switzerland","COUNTRY (FIR)",1032959,119940,0,69886,0,0,144,0,333,0,0,137,0,20221,6102,0,23117,0,7415,3366,0.116113030623674,0,0.0676561218789904,0,0,0.000139405339418118,0,0.000322374847404398,0,0,0.000132628690974182,0,0.0195758011692623,0.00590730125784276,0,0.0223793974397822,0,0.00717840688739824,0.00325859980889851,NA
2014,"Turkey","COUNTRY (FIR)",1268852,101711,0,32918,0,0,0,0,0,145,68591,0,0,0,57,0,0,0,6173,2846,0.080159861039743,0,0.0259431360001009,0,0,0,0,0,0.000114276527128459,0.0540575260156425,0,0,0,4.49224968711875e-05,0,0,0,0.00486502759975159,0.00224297238763859,NA
2014,"UK Continental","COUNTRY (FIR)",2268745,128976,0,56469,0,0,0,0,2432,0,22635,0,0,9580,3378,1479,33003,0,6609,3619,0.0568490509069992,0,0.0248899722093051,0,0,0,0,0.00107195828530752,0,0.00997688149174984,0,0,0.00422259883768339,0.00148892890122072,0.000651902263145483,0.0145468089185871,0,0.00291306427121602,0.0015951550306447,NA
2014,"UK Oceanic","COUNTRY (FIR)",416184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"Ukraine","COUNTRY (FIR)",320289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"UkSATSE","ANSP (AUA)",320276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2014,"United Kingdom","COUNTRY (FIR)",2336369,128976,0,56469,0,0,0,0,2432,0,22635,0,0,9580,3378,1479,33003,0,6609,3619,0.0552036086765404,0,0.0241695554084137,0,0,0,0,0.00104093146245306,0,0.00968811005453334,0,0,0.00410037969173534,0.00144583325664739,0.000633033566187533,0.0141257652365701,0,0.00282874836979946,0.00154898477081317,0.26
2015,"Albania","COUNTRY (FIR)",201999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2015,"Albcontrol","ANSP (AUA)",201983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
