"YEAR","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL"
2015,"GCRR","Lanzarote","Spain",24654,20706,1005,16979,1929
2015,"GCTS","Tenerife Sur/Reina Sofia","Spain",28263,28191,5155,18865,4052
2015,"GCXO","Tenerife North","Spain",24767,23954,1760,19182,2989
2015,"GEML","Melilla","Spain",4071,0,0,3659,21
2015,"LATI","Tirana","Albania",10453,0,0,5079,733
2015,"LBSF","Sofia","Bulgaria",21725,21317,921,10894,1947
2015,"LCLK","Larnaca","Cyprus",21631,0,0,9683,3596
2015,"LCPH","Paphos","Cyprus",7451,0,0,5252,1811
2015,"LDZA","Zagreb","Croatia",19077,0,0,6062,1192
2015,"LDZL","Lucko","Croatia",132,0,0,0,0
2015,"LEAB","Albacete","Spain",465,0,0,4,0
2015,"LEAL","Alicante","Spain",36952,36812,8762,29269,11539
2015,"LEAM","Almeria","Spain",4218,0,0,3492,188
2015,"LEAS","Asturias","Spain",4994,0,0,4572,650
2015,"LEBA","Cordoba","Spain",100,0,0,0,0
2015,"LEBB","Bilbao","Spain",20376,20308,2181,19257,4663
2015,"LEBG","Burgos","Spain",252,0,0,80,0
2015,"LEBL","Barcelona","Spain",144402,143991,72315,122026,94484
2015,"LEBZ","Badajoz","Spain",541,0,0,377,17
2015,"LECO","La Coruna","Spain",5261,0,0,4616,1225
2015,"LECU","Madrid/Cuatro Viento","Spain",1419,0,0,0,0
2015,"LEDA","Lleida/Alguaire","Spain",258,0,0,188,0
2015,"LEGE","Gerona","Spain",7049,0,0,5081,301
2015,"LEGR","Granada","Spain",4385,0,0,3620,254
2015,"LEGT","Madrid/Getafe","Spain",1401,0,0,0,0
2015,"LEIB","Ibiza","Spain",30740,30431,499,21665,2283
2015,"LEIZ","Abad","Spain",116,0,0,0,0
2015,"LEJR","Jerez De La Frontera","Spain",6889,0,0,3037,441
2015,"LELC","Murcia San Javier","Spain",4043,0,0,2846,749
2015,"LELL","Sabadell","Spain",848,0,0,0,0
2015,"LELN","Leon","Spain",523,0,0,357,12
2015,"LEMD","Madrid/ Barajas","Spain",183331,181683,111269,143026,142737
2015,"LEMG","Málaga","Spain",53711,53402,17174,41317,21496
2015,"LEMH","Mahon","Spain",14190,0,0,10849,747
2015,"LEMO","Seville/Moron","Spain",2747,0,0,0,0
2015,"LEPA","Palma de Mallorca","Spain",89081,87950,19745,70175,31521
2015,"LEPP","Noain Pamplona","Spain",1782,0,0,1300,1
2015,"LERE","Valencia/Requena","Spain",1025,0,0,0,0
2015,"LERJ","Logrono","Spain",351,0,0,260,0
2015,"LERS","Reus","Spain",3127,0,0,1465,315
2015,"LERT","Rota","Spain",3084,0,0,0,0
2015,"LESA","Salamanca Matalan","Spain",1295,0,0,139,3
2015,"LESB","Son Bonet","Spain",233,0,0,0,0
2015,"LESJ","Palma de Mallorca/Son San Juan","Spain",181,0,0,0,0
2015,"LESO","San Sebastian","Spain",2542,0,0,2130,191
2015,"LEST","Santiago","Spain",9526,0,0,7553,1138
2015,"LETO","Madrid/Torrejon","Spain",1014,0,0,1,0
2015,"LEVC","Valencia","Spain",25462,25359,570,20315,2186
2015,"LEVD","Valladolid","Spain",1629,0,0,870,130
2015,"LEVT","Vitoria","Spain",3287,0,0,2472,374
2015,"LEVX","Vigo","Spain",3896,0,0,2329,232
2015,"LEXJ","Santander","Spain",4402,0,0,3959,219
2015,"LEZG","Zaragoza","Spain",3679,0,0,1548,248
2015,"LEZL","Sevilla","Spain",18894,0,0,14484,3305
2015,"LFAQ","Albert-Bray","France",508,0,0,0,0
2015,"LFBA","Agen-La Garenne","France",2332,0,0,687,31
2015,"LFBD","Bordeaux-Mérignac","France",30380,0,0,23094,1483
2015,"LFBE","Bergerac-Roumanière","France",1931,0,0,945,763
2015,"LFBH","La Rochelle-Ile de Ré","France",2468,0,0,1263,232
2015,"LFBI","Poitiers-Biard","France",2589,0,0,1059,171
2015,"LFBL","Limoges-Bellegarde","France",3433,0,0,891,312
2015,"LFBO","Toulouse-Blagnac","France",44212,0,0,33682,6422
2015,"LFBP","Pau-Pyrénées","France",5605,0,0,3602,20
2015,"LFBT","Tarbes-Lourdes Pyrénées","France",3515,0,0,1421,37
2015,"LFBZ","Biarritz-Bayonne-Anglet","France",6305,0,0,4509,648
2015,"LFCR","Rodez-Marcillac","France",1849,0,0,1034,29
2015,"LFGJ","Dôle-Tavaux","France",1734,0,0,396,166
2015,"LFJL","Metz-Nancy-Lorraine","France",3191,0,0,1359,25
2015,"LFJR","Angers-Marcé","France",948,0,0,40,32
2015,"LFKB","Bastia-Poretta","France",7427,0,0,2907,158
2015,"LFKC","Calvi-Sainte-Catherine","France",3030,0,0,768,586
2015,"LFKF","Figari-Sud Corse","France",5092,0,0,1076,642
2015,"LFKJ","Ajaccio-Napoléon-Bonaparte","France",8083,0,0,2814,69
2015,"LFLB","Chambéry-Aix-les-Bains","France",3319,0,0,360,796
2015,"LFLC","Clermont-Ferrand-Auvergne","France",6541,0,0,3065,103
2015,"LFLI","Annemasse","France",1011,0,0,0,0
2015,"LFLL","Lyon-Saint-Exupéry","France",54240,54341,6326,42486,6707
2015,"LFLP","Annecy-Meythet","France",1570,0,0,0,0
2015,"LFLS","Grenoble-Isère","France",3006,0,0,582,329
2015,"LFLX","Châteauroux-Déols","France",1313,0,0,57,35
2015,"LFLY","Lyon-Bron","France",4618,0,0,0,0
2015,"LFMD","Cannes-Mandelieu","France",6622,0,0,2,10
2015,"LFMH","Saint-Etienne-Bouthéon","France",1400,0,0,315,31
2015,"LFMI","Istres-Le Tubé","France",1621,0,0,1,0
2015,"LFMK","Carcassonne-Salvaza","France",2635,0,0,1189,229
2015,"LFML","Marseille-Provence","France",47835,0,0,29262,8511
2015,"LFMN","Nice-Côte d’Azur","France",67976,0,0,42874,17172
2015,"LFMP","Perpignan-Rivesaltes","France",4159,0,0,2170,75
2015,"LFMT","Montpellier-Méditerranée","France",13459,0,0,6940,798
2015,"LFMU","Béziers-Vias","France",2727,0,0,771,151
2015,"LFMV","Avignon-Caumont","France",2645,0,0,56,8
2015,"LFOB","Beauvais-Tillé","France",14082,0,0,13151,2879
2015,"LFOH","Le Havre-Octeville","France",449,0,0,5,0
2015,"LFOK","Châlons-Vatry","France",1600,0,0,285,251
2015,"LFOT","Tours-Val de Loire","France",1542,0,0,587,644
2015,"LFPB","Paris-Le Bourget","France",26670,0,0,20,25
2015,"LFPG","Paris-Charles-de-Gaulle","France",237947,237839,94443,183680,83568
2015,"LFPN","Toussus-le-Noble","France",4961,0,0,0,0
2015,"LFPO","Paris-Orly","France",117101,0,0,77077,26535
2015,"LFQQ","Lille-Lesquin","France",10301,0,0,7011,430
2015,"LFRB","Brest-Bretagne","France",7590,0,0,5230,139
2015,"LFRD","Dinard-Pleurtuit-Saint-Malo","France",1764,0,0,407,21
2015,"LFRG","Deauville-Normandie","France",1876,0,0,494,84
2015,"LFRH","Lorient-Lann Bihoué","France",3631,0,0,1111,13
2015,"LFRK","Caen-Carpiquet","France",2496,0,0,987,17
2015,"LFRM","Le Mans","France",692,0,0,2,0
2015,"LFRN","Rennes-Saint-Jacques","France",7459,0,0,3915,64
2015,"LFRO","Lannion","France",726,0,0,528,20
2015,"LFRQ","Quimper-Pluguffan","France",1342,0,0,900,20
2015,"LFRS","Nantes-Atlantique","France",25989,0,0,20052,3655
2015,"LFRZ","Saint-Nazaire-Montoir","France",1405,0,0,312,17
2015,"LFSB","Bâle-Mulhouse","France",38572,0,0,28263,3827
2015,"LFSL","Brive-Souillac","France",1521,0,0,647,102
2015,"LFST","Strasbourg-Entzheim","France",11619,0,0,9107,111
2015,"LFTH","Hyères-Le Palyvestre","France",5715,0,0,2206,123
2015,"LFTW","Nîmes-Garons","France",1841,0,0,634,115
2015,"LGAV","Athens","Greece",84568,84976,45924,51345,21664
2015,"LGIR","Heraklion","Greece",23338,0,0,11612,2473
2015,"LGKF","Kefallinia","Greece",2415,0,0,993,181
2015,"LGKO","Kos","Greece",8675,0,0,3752,1708
2015,"LGKR","Corfu","Greece",10033,0,0,5443,3663
2015,"LGMK","Mikonos","Greece",5969,0,0,2540,1150
2015,"LGPZ","Aktion","Greece",2024,0,0,641,23
2015,"LGRP","Rodos","Greece",17919,0,0,9383,4485
2015,"LGSA","Khania/Souda","Greece",12135,0,0,7438,1577
2015,"LGSK","Skiathos","Greece",1823,0,0,758,78
2015,"LGSR","Santorini","Greece",6640,0,0,4348,506
2015,"LGTS","Thessaloniki","Greece",25531,0,0,17578,3876
2015,"LGZA","Zakinthos","Greece",4902,0,0,1645,946
2015,"LHBP","Budapest/ Ferihegy","Hungary",45958,41987,5382,34517,6096
2015,"LIBR","Brindisi","Italy",8762,0,0,7811,1701
2015,"LICC","Catania","Italy",27840,27454,68915,24200,24633
2015,"LIMC","Milan/ Malpensa","Italy",80272,0,0,56986,24022
2015,"LIME","Bergamo","Italy",37838,37956,27545,31113,24124
2015,"LIML","Milan/ Linate","Italy",58451,0,0,46921,25675
2015,"LIPH","Treviso","Italy",8343,0,0,7166,6567
2015,"LIPZ","Venice","Italy",40812,40973,64423,29637,22688
2015,"LIRA","Rome/Ciampino","Italy",27400,0,0,18047,22784
2015,"LIRF","Rome/Fiumicino","Italy",157600,157646,477769,135405,414299
2015,"LIRP","Pisa San Giusto","Italy",20458,0,0,16109,29571
2015,"LJLJ","Ljubljana","Slovenia",13753,12016,405,2758,273
2015,"LJMB","Maribor","Slovenia",945,0,0,47,0
2015,"LJPZ","Portorož","Slovenia",770,0,0,0,0
2015,"LKKV","Karlovy Vary","Czech Republic",1104,0,0,344,0
2015,"LKMT","Ostrava","Czech Republic",3470,0,0,890,0
2015,"LKPR","Prague","Czech Republic",61812,61546,22131,40868,17969
2015,"LKTB","Brno-Turany","Czech Republic",4226,0,0,623,3
2015,"LMML","Malta","Malta",20949,21419,1665,15931,2554
2015,"LOWG","Graz","Austria",9621,0,0,6464,130
2015,"LOWI","Innsbruck","Austria",9204,0,0,4724,1184
2015,"LOWK","Klagenfurt","Austria",3914,0,0,1868,25
2015,"LOWL","Linz","Austria",6819,0,0,3881,457
2015,"LOWS","Salzburg","Austria",14574,0,0,8420,2809
2015,"LOWW","Vienna","Austria",121230,119838,119707,99102,54009
2015,"LPAZ","Santa Maria","Portugal",1386,0,0,6,0
2015,"LPCS","Cascais","Portugal",1211,0,0,1,0
2015,"LPFL","Flores","Portugal",626,0,0,0,0
2015,"LPFR","Faro","Portugal",22288,0,0,15743,3943
2015,"LPHR","Horta","Portugal",2025,0,0,40,2
2015,"LPMA","Madeira","Portugal",10906,0,0,7046,2669
2015,"LPPD","Ponta Delgada","Portugal",6858,0,0,1394,231
2015,"LPPR","Porto","Portugal",35219,0,0,29641,17650
2015,"LPPS","Porto Santo","Portugal",1559,0,0,242,18
2015,"LPPT","Lisbon","Portugal",82973,0,0,73124,62398
2015,"LQSA","Sarajevo","Bosnia & Herzegovina",5189,0,0,2632,227
2015,"LRBS","Bucharest/ Baneasa","Romania",1825,0,0,6,0
2015,"LROP","Bucharest/ Otopeni","Romania",48246,0,0,37376,8358
2015,"LSGG","Geneva","Switzerland",90767,90517,22613,63578,19804
2015,"LSGS","Sion","Switzerland",2940,0,0,0,0
2015,"LSZH","Zürich","Switzerland",129016,129000,248323,102526,232048
2015,"LTAC","Ankara/ Esenboga","Turkey",47115,0,0,33770,11657
2015,"LTAI","Antalya","Turkey",84933,0,0,24497,23312
2015,"LTBA","Istanbul/ Atatürk","Turkey",226764,0,0,181646,732220
2015,"LTBJ","Izmir/ Adnan Menderes","Turkey",40764,0,0,14668,9462
2015,"LTFJ","Istanbul/ Sabiha Gökçen","Turkey",106432,0,0,35454,135529
2015,"LUKK","Chi<U+0219>inau","Moldova",11242,0,0,2682,464
2015,"LWSK","Skopje","North Macedonia",7055,0,0,4875,341
2015,"LYBE","Belgrade/ Nikola Tesla","Serbia",31285,0,0,23077,3533
2015,"LYPG","Podgorica","Montenegro",5356,0,0,2095,217
2015,"LZIB","Bratislava","Slovakia",9891,0,0,4022,1263
2015,"UDYZ","Zvartnots","Armenia",9046,0,0,610,83
2015,"UGTB","Tbilisi","Georgia",10999,0,0,2929,2450
2015,"UKBB","Kiev/Boryspil","Ukraine",34483,0,0,6294,797
2015,NA,"Albania","Albania",10453,0,0,5079,733
2015,NA,"Armenia","Armenia",9046,0,0,610,83
2015,NA,"Austria","Austria",165362,119838,119707,124459,58614
2015,NA,"Belgium","Belgium",168224,142897,79887,116923,71397
2015,NA,"Bosnia & Herzegovina","Bosnia & Herzegovina",5189,0,0,2632,227
2015,NA,"Bulgaria","Bulgaria",21725,21317,921,10894,1947
2015,NA,"Croatia","Croatia",19209,0,0,6062,1192
2015,NA,"Cyprus","Cyprus",29082,0,0,14935,5407
2015,NA,"Czech Republic","Czech Republic",70612,61546,22131,42725,17972
2015,NA,"Denmark","Denmark",127381,127525,3616,106767,5848
2015,NA,"Estonia","Estonia",19226,14556,90,8663,333
2015,NA,"Finland","Finland",84598,85850,12910,74583,11861
2015,NA,"France","France",890220,292180,100769,568288,169441
2015,NA,"Georgia","Georgia",10999,0,0,2929,2450
2015,NA,"Germany","Germany",984541,134949,16083,751538,401004
2015,NA,"Greece","Greece",205972,84976,45924,117476,42330
2015,NA,"Hungary","Hungary",45958,41987,5382,34517,6096
2015,NA,"Ireland","Ireland",126612,98957,52880,92007,52241
2015,NA,"Italy","Italy",467776,264029,638652,373395,596064
2015,NA,"Latvia","Latvia",33871,0,0,28427,500
2015,NA,"Lithuania","Lithuania",25313,0,0,16173,690
2015,NA,"Luxembourg","Luxembourg",30416,30337,502,20393,2293
2015,NA,"Malta","Malta",20949,21419,1665,15931,2554
2015,NA,"Moldova","Moldova",11242,0,0,2682,464
2015,NA,"Montenegro","Montenegro",5356,0,0,2095,217
2015,NA,"Netherlands","Netherlands",252979,0,0,177602,292077
2015,NA,"North Macedonia","North Macedonia",7055,0,0,4875,341
2015,NA,"Norway","Norway",237122,233296,8560,211247,9320
2015,NA,"Poland","Poland",164238,65830,17310,123030,28011
2015,NA,"Portugal","Portugal",165051,0,0,127237,86911
2015,NA,"Romania","Romania",50071,0,0,37382,8358
2015,NA,"Serbia","Serbia",31285,0,0,23077,3533
2015,NA,"SES","SES",6592956,3310070,1884441,4808382,2875600
2015,NA,"Slovakia","Slovakia",9891,0,0,4022,1263
2015,NA,"Slovenia","Slovenia",15468,12016,405,2805,273
2015,NA,"Spain","Spain",863404,719792,256496,658403,347472
2015,NA,"Sweden","Sweden",139184,111112,4527,102874,6337
2015,NA,"Switzerland","Switzerland",222723,219517,270936,166104,251852
2015,NA,"Turkey","Turkey",506008,0,0,290035,912180
2015,NA,"Ukraine","Ukraine",34483,0,0,6294,797
2015,NA,"United Kingdom","United Kingdom",935778,406144,225088,673520,395942
2016,"EBAW","Antwerp","Belgium",7910,0,0,1125,404
2016,"EBBR","Brussels","Belgium",109057,110246,47249,88435,47386
2016,"EBCI","Charleroi","Belgium",24880,24475,4020,22373,4624
2016,"EBLG","Liège","Belgium",16362,0,0,1726,1918
2016,"EBOS","Ostend-Bruges","Belgium",3337,0,0,1563,833
2016,"EDDB","Berlin/ Schoenefeld","Germany",47392,0,0,33815,10958
2016,"EDDC","Dresden","Germany",11360,0,0,8456,146
2016,"EDDE","Erfurt","Germany",2521,0,0,811,61
2016,"EDDF","Frankfurt","Germany",231422,231331,119624,182444,147252
2016,"EDDG","Muenster-Osnabrueck","Germany",8402,0,0,4078,270
2016,"EDDH","Hamburg","Germany",76116,75638,24134,56872,18479
2016,"EDDK","Cologne-Bonn","Germany",66990,0,0,41326,9332
2016,"EDDL","Dusseldorf","Germany",108488,0,0,74195,45668
2016,"EDDM","Munich","Germany",195885,195123,8218,154739,31142
2016,"EDDN","Nuremberg","Germany",24763,25270,1109,16177,1839
2016,"EDDP","Leipzig-Halle","Germany",30813,31349,4324,15082,4681
2016,"EDDR","Saarbruecken","Germany",4678,0,0,2841,164
2016,"EDDS","Stuttgart","Germany",59534,0,0,43831,12944
2016,"EDDT","Berlin/ Tegel","Germany",91931,0,0,83193,23779
2016,"EDDV","Hanover","Germany",30914,31649,4310,21621,4044
2016,"EDDW","Bremen","Germany",16324,18036,691,11835,737
2016,"EETN","Tallinn","Estonia",18575,20346,780,11110,834
2016,"EETU","Tartu","Estonia",732,0,0,323,0
2016,"EFHK","Helsinki/ Vantaa","Finland",84285,85297,15532,65163,11858
2016,"EGAA","Belfast/Aldergrove","United Kingdom",22772,0,0,16870,3771
2016,"EGAC","Belfast/City Airport","United Kingdom",21232,0,0,19632,1713
2016,"EGAE","Londonderry/Eglinton","United Kingdom",1072,0,0,926,83
2016,"EGBB","Birmingham","United Kingdom",55328,53539,12306,38966,13220
2016,"EGCC","Manchester","United Kingdom",96071,96093,65321,62789,39420
2016,"EGGD","Bristol","United Kingdom",32317,0,0,26697,4900
2016,"EGGW","London/ Luton","United Kingdom",65452,0,0,45163,38773
2016,"EGHI","Southampton","United Kingdom",20774,0,0,14736,3605
2016,"EGKB","Biggin Hill","United Kingdom",6677,0,0,5,0
2016,"EGKK","London/ Gatwick","United Kingdom",140031,139634,168364,109488,138115
2016,"EGLC","London/ City","United Kingdom",42504,0,0,29246,26068
2016,"EGLF","Farnborough","United Kingdom",11944,0,0,25,0
2016,"EGLL","London/ Heathrow","United Kingdom",237524,0,0,180485,105310
2016,"EGNX","East Midlands","United Kingdom",32589,0,0,16089,2878
2016,"EGPD","Aberdeen","United Kingdom",30900,0,0,15813,1081
2016,"EGPF","Glasgow","United Kingdom",46290,0,0,28333,6706
2016,"EGPH","Edinburgh","United Kingdom",60611,60639,14269,46106,13523
2016,"EGSS","London/ Stansted","United Kingdom",89487,89793,88894,73253,91300
2016,"EHAM","Amsterdam/ Schiphol","Netherlands",245264,0,0,186945,363868
2016,"EHBK","Maastricht-Aachen","Netherlands",4181,0,0,568,60
2016,"EHGG","Groningen","Netherlands",4471,0,0,299,0
2016,"EHRD","Rotterdam","Netherlands",12862,0,0,2972,618
2016,"EICK","Cork","Ireland",11902,0,0,6529,478
2016,"EIDL","Donegal","Ireland",952,0,0,67,0
2016,"EIDW","Dublin","Ireland",107001,107539,70807,81389,66990
2016,"EIKN","Connaught","Ireland",3200,0,0,2987,179
2016,"EIKY","Kerry/Farranfore","Ireland",2044,0,0,924,91
2016,"EINN","Shannon","Ireland",10788,0,0,5405,903
2016,"EISG","Sligo","Ireland",23,0,0,0,0
2016,"EIWF","Waterford","Ireland",558,0,0,0,0
2016,"EIWT","Weston","Ireland",510,0,0,0,0
2016,"EKCH","Copenhagen/ Kastrup","Denmark",132849,132895,9787,107706,11905
2016,"ELLX","Luxembourg","Luxembourg",32762,32677,272,21300,741
2016,"ENBR","Bergen","Norway",43543,43630,533,33894,197
2016,"ENGM","Oslo/ Gardermoen","Norway",122580,122097,9815,114379,9981
2016,"ENHD","Haugesund","Norway",3485,3521,0,3207,63
2016,"ENVA","Trondheim","Norway",28720,28604,46,25345,75
2016,"ENZV","Stavanger","Norway",33825,33992,501,24289,450
2016,"EPBY","Bydgoszcz","Poland",1640,0,0,880,2
2016,"EPGD","Gdansk","Poland",18906,0,0,16828,520
2016,"EPKK","Krakow - Balice","Poland",22513,0,0,19284,6378
2016,"EPKT","Katowice - Pyrzowice","Poland",14099,0,0,8535,1418
2016,"EPLB","Lublin","Poland",1634,0,0,513,13
2016,"EPLL","Lodz - Lublinek","Poland",2347,0,0,547,155
2016,"EPMO","Warszawa/ Modlin","Poland",9501,0,0,8781,2191
2016,"EPPO","Poznan - Lawica","Poland",9198,0,0,6425,308
2016,"EPRA","Radom","Poland",673,0,0,18,0
2016,"EPRZ","Rzeszow - Jasionka","Poland",3976,0,0,3001,34
2016,"EPSC","Szczecin - Goleniów","Poland",2548,0,0,2086,30
2016,"EPSY","Olsztyn-Mazury","Poland",643,0,0,138,40
2016,"EPWA","Warszawa/ Chopina","Poland",76963,77898,35244,62599,37989
2016,"EPWR","Wroclaw/ Strachowice","Poland",12099,0,0,9519,1721
2016,"EPZG","Zielona Gora - Babimost","Poland",432,0,0,2,0
2016,"ESGG","Göteborg","Sweden",35281,0,0,28758,5969
2016,"ESSA","Stockholm/ Arlanda","Sweden",117256,116900,10644,92304,9677
2016,"ESSB","Stockholm/ Bromma","Sweden",26408,0,0,20785,1835
2016,"EVLA","Liepaja","Latvia",3,0,0,0,0
2016,"EVRA","Riga","Latvia",33858,34038,2799,27857,2430
2016,"EVVA","Ventspils","Latvia",6,0,0,0,0
2016,"EYKA","Kaunas","Lithuania",3559,0,0,2268,93
2016,"EYPA","Palanga","Lithuania",1783,0,0,1518,7
2016,"EYSA","Šiauliai","Lithuania",881,0,0,4,0
2016,"EYVI","Vilnius","Lithuania",20343,0,0,14848,752
2016,"GCFV","Fuerteventura","Spain",22229,21924,535,13597,2075
2016,"GCGM","La Gomera","Spain",715,0,0,639,0
2016,"GCHI","Hierro","Spain",1665,0,0,1471,49
2016,"GCLA","La Palma","Spain",7946,0,0,4945,120
2016,"GCLP","Gran Canaria","Spain",54813,53606,20404,33969,16701
2016,"GCRR","Lanzarote","Spain",26694,26415,1777,17310,3088
2016,"GCTS","Tenerife Sur/Reina Sofia","Spain",32200,31830,5103,19937,5949
2016,"GCXO","Tenerife North","Spain",26220,25196,4789,18466,5526
2016,"GEML","Melilla","Spain",4109,0,0,3640,5
2016,"LATI","Tirana","Albania",11159,0,0,4899,834
2016,"LBSF","Sofia","Bulgaria",25307,24890,871,14882,2056
2016,"LCLK","Larnaca","Cyprus",27158,0,0,10640,4785
2016,"LCPH","Paphos","Cyprus",7980,0,0,5280,2877
2016,"LDZA","Zagreb","Croatia",19798,0,0,6805,836
2016,"LDZL","Lucko","Croatia",268,0,0,0,0
2016,"LEAB","Albacete","Spain",418,0,0,0,0
2016,"LEAL","Alicante","Spain",43420,43056,13393,32605,15451
2016,"LEAM","Almeria","Spain",4969,0,0,3932,470
2016,"LEAS","Asturias","Spain",5647,0,0,4672,683
2016,"LEBA","Cordoba","Spain",104,0,0,0,0
2016,"LEBB","Bilbao","Spain",20739,20541,910,19035,2011
2016,"LEBG","Burgos","Spain",62,0,0,0,0
2016,"LEBL","Barcelona","Spain",153931,153140,112168,127075,135904
2016,"LEBZ","Badajoz","Spain",643,0,0,467,13
2016,"LECO","La Coruna","Spain",5306,0,0,4627,953
2016,"LECU","Madrid/Cuatro Viento","Spain",1023,0,0,0,0
2016,"LEDA","Lleida/Alguaire","Spain",218,0,0,142,45
2016,"LEGE","Gerona","Spain",6632,0,0,4388,279
2016,"LEGR","Granada","Spain",4145,0,0,3444,184
2016,"LEGT","Madrid/Getafe","Spain",1197,0,0,0,0
2016,"LEIB","Ibiza","Spain",34676,34262,946,24398,3440
2016,"LEIZ","Abad","Spain",128,0,0,0,0
2016,"LEJR","Jerez De La Frontera","Spain",7151,0,0,3023,294
2016,"LELC","Murcia San Javier","Spain",4107,0,0,3232,537
2016,"LELL","Sabadell","Spain",1059,0,0,0,0
2016,"LELN","Leon","Spain",518,0,0,352,0
2016,"LEMD","Madrid/ Barajas","Spain",189062,187104,90207,144807,114780
2016,"LEMG","Málaga","Spain",61043,60184,20748,44522,23075
2016,"LEMH","Mahon","Spain",15512,0,0,11796,1238
2016,"LEMO","Seville/Moron","Spain",2868,0,0,0,0
2016,"LEPA","Palma de Mallorca","Spain",98722,98027,28990,74125,43412
2016,"LEPP","Noain Pamplona","Spain",1706,0,0,1317,154
2016,"LERE","Valencia/Requena","Spain",51,0,0,0,0
2016,"LERJ","Logrono","Spain",338,0,0,267,0
2016,"LERS","Reus","Spain",3457,0,0,1622,239
2016,"LERT","Rota","Spain",2666,0,0,0,0
2016,"LESA","Salamanca Matalan","Spain",1367,0,0,57,2
2016,"LESB","Son Bonet","Spain",230,0,0,0,0
2016,"LESJ","Palma de Mallorca/Son San Juan","Spain",149,0,0,0,0
2016,"LESO","San Sebastian","Spain",2640,0,0,2176,215
2016,"LEST","Santiago","Spain",9960,0,0,7904,2165
2016,"LETO","Madrid/Torrejon","Spain",885,0,0,0,0
2016,"LEVC","Valencia","Spain",27651,27443,766,21535,3095
2016,"LEVD","Valladolid","Spain",1454,0,0,698,157
2016,"LEVT","Vitoria","Spain",3209,0,0,1827,583
2016,"LEVX","Vigo","Spain",4747,0,0,4120,577
2016,"LEXJ","Santander","Spain",3999,0,0,3600,395
2016,"LEZG","Zaragoza","Spain",3811,0,0,1640,292
2016,"LEZL","Sevilla","Spain",19459,0,0,14398,3079
2016,"LFAQ","Albert-Bray","France",587,0,0,0,0
2016,"LFBA","Agen-La Garenne","France",2151,0,0,676,5
2016,"LFBD","Bordeaux-Mérignac","France",32250,0,0,23404,1823
2016,"LFBE","Bergerac-Roumanière","France",2141,0,0,1160,168
2016,"LFBH","La Rochelle-Ile de Ré","France",2562,0,0,1320,187
2016,"LFBI","Poitiers-Biard","France",2571,0,0,963,26
2016,"LFBL","Limoges-Bellegarde","France",3258,0,0,894,345
2016,"LFBO","Toulouse-Blagnac","France",45699,0,0,34248,10720
2016,"LFBP","Pau-Pyrénées","France",5482,0,0,3304,33
2016,"LFBT","Tarbes-Lourdes Pyrénées","France",3392,0,0,1230,50
2016,"LFBZ","Biarritz-Bayonne-Anglet","France",7063,0,0,5109,901
2016,"LFCR","Rodez-Marcillac","France",1794,0,0,123,0
2016,"LFGJ","Dôle-Tavaux","France",1313,0,0,296,114
2016,"LFJL","Metz-Nancy-Lorraine","France",2925,0,0,1168,72
2016,"LFJR","Angers-Marcé","France",1059,0,0,46,25
2016,"LFKB","Bastia-Poretta","France",8093,0,0,2243,292
2016,"LFKC","Calvi-Sainte-Catherine","France",3120,0,0,758,718
2016,"LFKF","Figari-Sud Corse","France",5229,0,0,1322,755
2016,"LFKJ","Ajaccio-Napoléon-Bonaparte","France",8445,0,0,2401,193
2016,"LFLB","Chambéry-Aix-les-Bains","France",3256,0,0,391,659
2016,"LFLC","Clermont-Ferrand-Auvergne","France",6562,0,0,2725,267
2016,"LFLI","Annemasse","France",906,0,0,0,0
2016,"LFLL","Lyon-Saint-Exupéry","France",55346,0,0,42732,7917
2016,"LFLP","Annecy-Meythet","France",1645,0,0,0,0
2016,"LFLS","Grenoble-Isère","France",3170,0,0,508,185
2016,"LFLX","Châteauroux-Déols","France",1164,0,0,17,0
2016,"LFLY","Lyon-Bron","France",4730,0,0,0,0
2016,"LFMD","Cannes-Mandelieu","France",6862,0,0,13,0
2016,"LFMH","Saint-Etienne-Bouthéon","France",1610,0,0,340,30
2016,"LFMI","Istres-Le Tubé","France",1905,0,0,0,0
2016,"LFMK","Carcassonne-Salvaza","France",2531,0,0,1162,115
2016,"LFML","Marseille-Provence","France",48251,0,0,29758,10310
2016,"LFMN","Nice-Côte d’Azur","France",69787,0,0,43848,20780
2016,"LFMP","Perpignan-Rivesaltes","France",4242,0,0,1626,142
2016,"LFMT","Montpellier-Méditerranée","France",14124,0,0,6157,886
2016,"LFMU","Béziers-Vias","France",2786,0,0,756,189
2016,"LFMV","Avignon-Caumont","France",2879,0,0,66,5
2016,"LFOB","Beauvais-Tillé","France",12861,0,0,11990,3668
2016,"LFOH","Le Havre-Octeville","France",474,0,0,23,5
2016,"LFOK","Châlons-Vatry","France",1905,0,0,267,118
2016,"LFOT","Tours-Val de Loire","France",1659,0,0,598,329
2016,"LFPB","Paris-Le Bourget","France",26364,0,0,19,0
2016,"LFPG","Paris-Charles-de-Gaulle","France",239719,239474,88207,185362,87523
2016,"LFPN","Toussus-le-Noble","France",4820,0,0,0,0
2016,"LFPO","Paris-Orly","France",118787,118717,76857,74896,51608
2016,"LFQQ","Lille-Lesquin","France",11998,0,0,8325,1111
