"YEAR","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL"
2016,"LFRB","Brest-Bretagne","France",7730,0,0,4907,402
2016,"LFRD","Dinard-Pleurtuit-Saint-Malo","France",1723,0,0,341,66
2016,"LFRG","Deauville-Normandie","France",1859,0,0,409,72
2016,"LFRH","Lorient-Lann Bihoué","France",2979,0,0,871,38
2016,"LFRK","Caen-Carpiquet","France",2705,0,0,962,20
2016,"LFRM","Le Mans","France",730,0,0,0,0
2016,"LFRN","Rennes-Saint-Jacques","France",8777,0,0,4716,297
2016,"LFRO","Lannion","France",728,0,0,492,10
2016,"LFRQ","Quimper-Pluguffan","France",1275,0,0,679,17
2016,"LFRS","Nantes-Atlantique","France",26595,0,0,19917,5789
2016,"LFRZ","Saint-Nazaire-Montoir","France",1539,0,0,222,8
2016,"LFSB","Bâle-Mulhouse","France",38694,0,0,28085,5300
2016,"LFSL","Brive-Souillac","France",1635,0,0,71,24
2016,"LFST","Strasbourg-Entzheim","France",10817,0,0,7981,134
2016,"LFTH","Hyères-Le Palyvestre","France",5405,0,0,1938,109
2016,"LFTW","Nîmes-Garons","France",2192,0,0,662,92
2016,"LGAV","Athens","Greece",91115,91248,68502,56538,44883
2016,"LGIR","Heraklion","Greece",25381,0,0,13273,4383
2016,"LGKF","Kefallinia","Greece",2649,0,0,1019,398
2016,"LGKO","Kos","Greece",7725,0,0,3905,2073
2016,"LGKR","Corfu","Greece",11074,0,0,6328,5522
2016,"LGMK","Mikonos","Greece",6529,0,0,2903,854
2016,"LGPZ","Aktion","Greece",2329,0,0,780,74
2016,"LGRP","Rodos","Greece",18698,0,0,10693,2853
2016,"LGSA","Khania/Souda","Greece",13214,0,0,7767,1767
2016,"LGSK","Skiathos","Greece",2004,0,0,686,126
2016,"LGSR","Santorini","Greece",7438,0,0,4517,679
2016,"LGTS","Thessaloniki","Greece",26667,0,0,18079,6148
2016,"LGZA","Zakinthos","Greece",5480,0,0,2008,1194
2016,"LHBP","Budapest/ Ferihegy","Hungary",47894,46652,5227,37599,5731
2016,"LIBR","Brindisi","Italy",8926,0,0,7977,1526
2016,"LICC","Catania","Italy",30803,30604,75860,25559,31869
2016,"LIMC","Milan/ Malpensa","Italy",83395,82744,39884,59996,28744
2016,"LIME","Bergamo","Italy",39800,39974,29685,33545,23387
2016,"LIMF","Torino Caselle","Italy",21116,0,0,14162,5680
2016,"LIML","Milan/ Linate","Italy",58538,58759,22773,47924,27134
2016,"LIPE","Bologna","Italy",34584,0,0,25623,19491
2016,"LIPH","Treviso","Italy",8872,0,0,7832,9892
2016,"LIPZ","Venice","Italy",44982,45041,69518,32363,23935
2016,"LIRA","Rome/Ciampino","Italy",25239,0,0,16264,21207
2016,"LIRF","Rome/Fiumicino","Italy",156970,157063,369478,133484,290510
2016,"LIRN","Naples","Italy",31429,0,0,23815,13260
2016,"LIRP","Pisa San Giusto","Italy",21039,0,0,16095,34115
2016,"LJLJ","Ljubljana","Slovenia",13620,12955,213,3036,483
2016,"LJMB","Maribor","Slovenia",772,0,0,19,0
2016,"LJPZ","Portorož","Slovenia",720,0,0,0,0
2016,"LKKV","Karlovy Vary","Czech Republic",894,0,0,214,14
2016,"LKMT","Ostrava","Czech Republic",3182,0,0,1385,10
2016,"LKPR","Prague","Czech Republic",65974,65702,35145,46398,25959
2016,"LKTB","Brno-Turany","Czech Republic",4593,0,0,1507,71
2016,"LMML","Malta","Malta",22210,22473,3662,16662,5473
2016,"LOWG","Graz","Austria",9158,0,0,6713,1029
2016,"LOWI","Innsbruck","Austria",9417,0,0,4677,1348
2016,"LOWK","Klagenfurt","Austria",3387,0,0,1610,11
2016,"LOWL","Linz","Austria",6255,0,0,3460,157
2016,"LOWS","Salzburg","Austria",13856,0,0,8049,2459
2016,"LOWW","Vienna","Austria",120888,120586,140356,97473,60421
2016,"LPAZ","Santa Maria","Portugal",1391,0,0,7,0
2016,"LPCS","Cascais","Portugal",2152,0,0,0,0
2016,"LPFL","Flores","Portugal",747,0,0,0,0
2016,"LPFR","Faro","Portugal",26494,0,0,18287,5301
2016,"LPHR","Horta","Portugal",2244,0,0,0,0
2016,"LPMA","Madeira","Portugal",12209,0,0,7996,3048
2016,"LPPD","Ponta Delgada","Portugal",7969,0,0,1847,557
2016,"LPPR","Porto","Portugal",39350,0,0,32637,19187
2016,"LPPS","Porto Santo","Portugal",1672,0,0,302,70
2016,"LPPT","Lisbon","Portugal",91206,0,0,79104,96543
2016,"LQSA","Sarajevo","Bosnia & Herzegovina",5305,0,0,2665,310
2016,"LRBS","Bucharest/ Baneasa","Romania",1690,0,0,2,0
2016,"LROP","Bucharest/ Otopeni","Romania",53877,0,0,41848,13316
2016,"LSGG","Geneva","Switzerland",91555,91365,31755,64181,25047
2016,"LSGS","Sion","Switzerland",2716,0,0,1,0
2016,"LSZH","Zürich","Switzerland",131345,131278,147301,106869,140773
2016,"LTAC","Ankara/ Esenboga","Turkey",50169,0,0,35004,10126
2016,"LTAI","Antalya","Turkey",61584,0,0,18941,12964
2016,"LTBA","Istanbul/ Atatürk","Turkey",227479,0,0,176822,535709
2016,"LTBJ","Izmir/ Adnan Menderes","Turkey",39975,0,0,15064,5197
2016,"LTFJ","Istanbul/ Sabiha Gökçen","Turkey",112708,0,0,43704,183839
2016,"LUKK","Chi<U+0219>inau","Moldova",11128,0,0,3286,668
2016,"LWSK","Skopje","North Macedonia",7609,0,0,5661,290
2016,"LYBE","Belgrade/ Nikola Tesla","Serbia",31715,0,0,23652,3272
2016,"LYPG","Podgorica","Montenegro",5708,0,0,2487,204
2016,"LZIB","Bratislava","Slovakia",10455,0,0,5349,1562
2016,"UDYZ","Zvartnots","Armenia",9267,0,0,833,111
2016,"UGTB","Tbilisi","Georgia",11943,0,0,3020,3405
2016,"UKBB","Kiev/Boryspil","Ukraine",37169,0,0,7467,1624
2016,NA,"Albania","Albania",11159,0,0,4899,834
2016,NA,"Armenia","Armenia",9267,0,0,833,111
2016,NA,"Austria","Austria",162961,120586,140356,121982,65425
2016,NA,"Belgium","Belgium",161546,134721,51269,115222,55165
2016,NA,"Bosnia & Herzegovina","Bosnia & Herzegovina",5305,0,0,2665,310
2016,NA,"Bulgaria","Bulgaria",25307,24890,871,14882,2056
2016,NA,"Croatia","Croatia",20066,0,0,6805,836
2016,NA,"Cyprus","Cyprus",35138,0,0,15920,7662
2016,NA,"Czech Republic","Czech Republic",74643,65702,35145,49504,26054
2016,NA,"Denmark","Denmark",132849,132895,9787,107706,11905
2016,NA,"Estonia","Estonia",19307,20346,780,11433,834
2016,NA,"Finland","Finland",84285,85297,15532,65163,11858
2016,NA,"France","France",904860,358191,165064,564497,214652
2016,NA,"Georgia","Georgia",11943,0,0,3020,3405
2016,NA,"Germany","Germany",1007533,608396,162410,751316,311496
2016,NA,"Greece","Greece",220303,91248,68502,128496,70954
2016,NA,"Hungary","Hungary",47894,46652,5227,37599,5731
2016,NA,"Ireland","Ireland",136978,107539,70807,97301,68641
2016,NA,"Italy","Italy",565693,414185,607198,444639,530750
2016,NA,"Latvia","Latvia",33867,34038,2799,27857,2430
2016,NA,"Lithuania","Lithuania",26566,0,0,18638,852
2016,NA,"Luxembourg","Luxembourg",32762,32677,272,21300,741
2016,NA,"Malta","Malta",22210,22473,3662,16662,5473
2016,NA,"Moldova","Moldova",11128,0,0,3286,668
2016,NA,"Montenegro","Montenegro",5708,0,0,2487,204
2016,NA,"Netherlands","Netherlands",266778,0,0,190784,364546
2016,NA,"North Macedonia","North Macedonia",7609,0,0,5661,290
2016,NA,"Norway","Norway",232153,231844,10895,201114,10766
2016,NA,"Poland","Poland",177172,77898,35244,139156,50799
2016,NA,"Portugal","Portugal",185434,0,0,140180,124706
2016,NA,"Romania","Romania",55567,0,0,41850,13316
2016,NA,"Serbia","Serbia",31715,0,0,23652,3272
2016,NA,"SES","SES",7003245,4184502,2225623,5057707,3020695
2016,NA,"Slovakia","Slovakia",10455,0,0,5349,1562
2016,NA,"Slovenia","Slovenia",15112,12955,213,3055,483
2016,NA,"Spain","Spain",927670,782728,300736,681777,387235
2016,NA,"Sweden","Sweden",178945,116900,10644,141847,17481
2016,NA,"Switzerland","Switzerland",225616,222643,179056,171051,165820
2016,NA,"Turkey","Turkey",491915,0,0,289535,747835
2016,NA,"Ukraine","Ukraine",37169,0,0,7467,1624
2016,NA,"United Kingdom","United Kingdom",1013575,439698,349154,724622,490466
2017,"EBAW","Antwerp","Belgium",6968,0,0,966,62
2017,"EBBR","Brussels","Belgium",116354,117429,73681,90302,55985
2017,"EBCI","Charleroi","Belgium",25562,25378,2765,22540,3283
2017,"EBLG","Liège","Belgium",16251,0,0,1699,206
2017,"EBOS","Ostend-Bruges","Belgium",3236,0,0,1377,126
2017,"EDDB","Berlin/ Schoenefeld","Germany",49907,0,0,36683,12694
2017,"EDDC","Dresden","Germany",10744,0,0,7919,477
2017,"EDDE","Erfurt","Germany",2882,2812,0,1004,133
2017,"EDDF","Frankfurt","Germany",237747,237695,155133,185726,186377
2017,"EDDG","Muenster-Osnabrueck","Germany",9240,4920,113,4303,486
2017,"EDDH","Hamburg","Germany",77171,69641,33840,55431,31296
2017,"EDDK","Cologne-Bonn","Germany",69175,0,0,37533,11366
2017,"EDDL","Dusseldorf","Germany",110488,0,0,70679,56272
2017,"EDDM","Munich","Germany",200953,163958,10984,158421,26615
2017,"EDDN","Nuremberg","Germany",26550,16667,1271,17240,2693
2017,"EDDP","Leipzig-Halle","Germany",33022,33848,2637,8471,1502
2017,"EDDR","Saarbruecken","Germany",4417,4352,0,2806,206
2017,"EDDS","Stuttgart","Germany",59009,59739,6684,39218,8506
2017,"EDDT","Berlin/ Tegel","Germany",85890,0,0,73922,82182
2017,"EDDV","Hanover","Germany",31172,31757,4120,20468,3882
2017,"EDDW","Bremen","Germany",14973,16546,700,10754,1858
2017,"EETN","Tallinn","Estonia",20848,21668,488,10506,486
2017,"EETU","Tartu","Estonia",840,0,0,352,0
2017,"EFHK","Helsinki/ Vantaa","Finland",88305,90832,30836,78034,33155
2017,"EGAA","Belfast/Aldergrove","United Kingdom",24135,0,0,18340,4178
2017,"EGAC","Belfast/City Airport","United Kingdom",18787,0,0,17692,1740
2017,"EGAE","Londonderry/Eglinton","United Kingdom",1133,0,0,956,27
2017,"EGBB","Birmingham","United Kingdom",59579,59515,17838,41533,16354
2017,"EGCC","Manchester","United Kingdom",101814,101371,95463,69582,61558
2017,"EGGD","Bristol","United Kingdom",33743,33558,4908,27914,7992
2017,"EGGW","London/ Luton","United Kingdom",67544,46996,16384,47343,34379
2017,"EGHI","Southampton","United Kingdom",21703,0,0,15187,2864
2017,"EGKB","Biggin Hill","United Kingdom",7773,0,0,18,10
2017,"EGKK","London/ Gatwick","United Kingdom",142981,65217,66138,123109,130147
2017,"EGLC","London/ City","United Kingdom",40180,0,0,24734,15995
2017,"EGLF","Farnborough","United Kingdom",12897,0,0,47,182
2017,"EGLL","London/ Heathrow","United Kingdom",237957,0,0,187284,100421
2017,"EGNT","Newcastle","United Kingdom",23836,0,0,14653,1944
2017,"EGNX","East Midlands","United Kingdom",33713,0,0,14057,2346
2017,"EGPD","Aberdeen","United Kingdom",31324,0,0,16238,1380
2017,"EGPF","Glasgow","United Kingdom",47639,0,0,28391,6189
2017,"EGPH","Edinburgh","United Kingdom",63639,63712,20843,46684,19470
2017,"EGSS","London/ Stansted","United Kingdom",94080,94050,106576,73972,103202
2017,"EHAM","Amsterdam/ Schiphol","Netherlands",254159,0,0,192872,472752
2017,"EHBK","Maastricht-Aachen","Netherlands",4246,0,0,531,114
2017,"EHGG","Groningen","Netherlands",4736,0,0,768,48
2017,"EHRD","Rotterdam","Netherlands",11461,0,0,1196,420
2017,"EICK","Cork","Ireland",12639,2393,56,6591,468
2017,"EIDL","Donegal","Ireland",945,0,0,0,0
2017,"EIDW","Dublin","Ireland",111153,111188,42763,84511,44520
2017,"EIKN","Connaught","Ireland",3199,0,0,2960,220
2017,"EIKY","Kerry/Farranfore","Ireland",2065,0,0,875,67
2017,"EINN","Shannon","Ireland",10859,0,0,4996,583
2017,"EISG","Sligo","Ireland",15,0,0,0,0
2017,"EIWF","Waterford","Ireland",215,0,0,2,0
2017,"EIWT","Weston","Ireland",576,0,0,0,0
2017,"EKCH","Copenhagen/ Kastrup","Denmark",129611,129585,12098,106335,12976
2017,"ELLX","Luxembourg","Luxembourg",35299,35145,1411,24364,1877
2017,"ENAL","Alesund","Norway",7423,6256,41,6277,42
2017,"ENAN","Andenes","Norway",2247,1691,11,1691,11
2017,"ENAT","Alta","Norway",4853,3438,12,3436,12
2017,"ENBL","Forde Bringeland","Norway",2019,1929,4,1928,4
2017,"ENBN","Bronnoysund Bronnoy","Norway",3270,2208,0,2206,0
2017,"ENBO","Bodø","Norway",20541,17703,743,18253,754
2017,"ENBR","Bergen","Norway",41803,34163,256,34328,197
2017,"ENBS","Batsfjord","Norway",1135,966,0,966,0
2017,"ENBV","Berlevåg","Norway",795,725,0,723,0
2017,"ENCN","Kristiansand Kjevik","Norway",7696,6810,71,6824,76
2017,"ENDU","Bardufoss","Norway",1941,1163,38,1181,38
2017,"ENEV","Harstad/Narvik Evenes","Norway",5648,4544,20,4552,20
2017,"ENFG","Fagernes Leirin","Norway",24,0,0,12,14
2017,"ENFL","Florø","Norway",3894,2662,0,2661,0
2017,"ENGM","Oslo/ Gardermoen","Norway",125611,119937,18107,120193,19232
2017,"ENHD","Haugesund","Norway",3075,2806,0,2812,3
2017,"ENHF","Hammerfest","Norway",6415,4331,15,4318,15
2017,"ENHK","Hasvik","Norway",815,689,9,689,9
2017,"ENHV","Honningsvåg Valan","Norway",1025,919,0,918,0
2017,"ENKB","Kristiansund Kvernberget","Norway",4762,2799,0,2932,0
2017,"ENKR","Kirkenes Høybuktmoen","Norway",3893,2907,40,2915,40
2017,"ENLK","Leknes","Norway",3360,2935,10,2934,10
2017,"ENMH","Mehamn","Norway",1284,959,0,953,0
2017,"ENML","Molde Årø","Norway",3885,3553,4,3559,4
2017,"ENMS","Mosjøen Kjærstad","Norway",2142,1874,9,1873,9
2017,"ENNA","Lakselv Banak","Norway",1488,1198,0,1202,0
2017,"ENNK","Narvik Framnes","Norway",278,228,0,228,0
2017,"ENNM","Namsos Høknesøra","Norway",1168,1115,0,1115,0
2017,"ENOV","Orsta¿Volda Hovden","Norway",2206,2032,20,2032,20
2017,"ENRA","Mo i Rana Røssvoll","Norway",2968,2501,11,2500,11
2017,"ENRM","Rorvik Ryum","Norway",1199,1056,0,1149,0
2017,"ENRO","Roros","Norway",661,603,0,601,0
2017,"ENRS","Rost","Norway",620,576,0,576,0
2017,"ENSB","Svalbard Longyear","Norway",994,592,327,594,3
2017,"ENSD","Sandane  Anda","Norway",1278,1225,0,1223,0
2017,"ENSG","Sogndal Haukåsen","Norway",2623,2538,36,2537,36
2017,"ENSH","Svolvær Helle","Norway",2526,2453,0,2450,0
2017,"ENSK","Stokmarknes Skagen","Norway",3618,3052,11,3051,11
2017,"ENSR","Sorkjosen","Norway",928,800,0,799,0
2017,"ENSS","Vardø Svartnes","Norway",1150,982,0,982,0
2017,"ENST","Sandnessjøen Stokka","Norway",2367,1881,0,1879,0
2017,"ENTC","Tromsø","Norway",22223,18428,4623,18397,3965
2017,"ENVA","Trondheim","Norway",28312,26152,45,26218,46
2017,"ENVD","Vadsø","Norway",3304,2944,0,2939,0
2017,"ENVR","Værøy","Norway",594,0,0,1,0
2017,"ENZV","Stavanger","Norway",31872,23013,105,23265,134
2017,"EPBY","Bydgoszcz","Poland",1666,0,0,815,85
2017,"EPGD","Gdansk","Poland",20095,0,0,15220,963
2017,"EPKK","Krakow - Balice","Poland",24837,0,0,18648,8017
2017,"EPKT","Katowice - Pyrzowice","Poland",15870,0,0,8956,1472
2017,"EPLB","Lublin","Poland",2005,0,0,362,5
2017,"EPLL","Lodz - Lublinek","Poland",1979,0,0,531,11
2017,"EPMO","Warszawa/ Modlin","Poland",9376,0,0,8625,1975
2017,"EPPO","Poznan - Lawica","Poland",9704,0,0,5128,123
2017,"EPRA","Radom","Poland",574,0,0,0,0
2017,"EPRZ","Rzeszow - Jasionka","Poland",4091,0,0,1708,38
2017,"EPSC","Szczecin - Goleniów","Poland",2899,0,0,1468,12
2017,"EPSY","Olsztyn-Mazury","Poland",647,0,0,339,155
2017,"EPWA","Warszawa/ Chopina","Poland",85603,85554,40121,29008,10960
2017,"EPWR","Wroclaw/ Strachowice","Poland",13299,0,0,8632,1118
2017,"EPZG","Zielona Gora - Babimost","Poland",403,0,0,0,0
2017,"ESGG","Göteborg","Sweden",36308,35555,1983,29563,2095
2017,"ESSA","Stockholm/ Arlanda","Sweden",124421,123895,14545,99991,12044
2017,"ESSB","Stockholm/ Bromma","Sweden",26624,0,0,20179,1063
2017,"EVLA","Liepaja","Latvia",115,0,0,96,0
2017,"EVRA","Riga","Latvia",37226,37246,1801,30150,1947
2017,"EVVA","Ventspils","Latvia",6,0,0,0,0
2017,"EYKA","Kaunas","Lithuania",5621,0,0,3549,235
2017,"EYPA","Palanga","Lithuania",2042,0,0,1605,22
2017,"EYSA","Šiauliai","Lithuania",995,0,0,3,0
2017,"EYVI","Vilnius","Lithuania",19329,0,0,12560,837
2017,"GCFV","Fuerteventura","Spain",23540,19492,411,14221,4855
2017,"GCGM","La Gomera","Spain",746,0,0,576,0
2017,"GCHI","Hierro","Spain",1891,0,0,1392,133
2017,"GCLA","La Palma","Spain",8531,0,0,5009,211
2017,"GCLP","Gran Canaria","Spain",57961,57516,22138,37509,16332
2017,"GCRR","Lanzarote","Spain",28997,28958,3188,18268,3750
2017,"GCTS","Tenerife Sur/Reina Sofia","Spain",34252,34229,11039,23144,9238
2017,"GCXO","Tenerife North","Spain",29073,6839,1264,19084,5097
2017,"GEML","Melilla","Spain",3693,0,0,2818,44
2017,"GMAD","Al Massira","Morocco",6566,0,0,2088,311
2017,"GMFF","Saïss","Morocco",4455,0,0,2178,1554
2017,"GMME","Rabat-Salé","Morocco",5822,0,0,2145,1023
2017,"GMMN","Mohammed V International","Morocco",44009,0,0,5139,3240
2017,"GMMX","Menara","Morocco",17500,0,0,9841,11888
2017,"GMTT","Ibn Batouta","Morocco",5876,0,0,2157,856
2017,"LATI","Tirana","Albania",12275,0,0,4040,920
2017,"LBSF","Sofia","Bulgaria",28382,28024,2313,17511,4748
2017,"LCLK","Larnaca","Cyprus",31010,22454,11259,11583,5457
2017,"LCPH","Paphos","Cyprus",8495,0,0,5379,2371
2017,"LDZA","Zagreb","Croatia",20521,8674,671,6089,1549
2017,"LDZL","Lucko","Croatia",339,0,0,0,0
2017,"LEAB","Albacete","Spain",406,0,0,1,0
2017,"LEAL","Alicante","Spain",47557,47558,16373,35835,16425
2017,"LEAM","Almeria","Spain",5076,0,0,3478,431
2017,"LEAS","Asturias","Spain",6143,0,0,4884,662
2017,"LEBA","Cordoba","Spain",103,0,0,0,0
2017,"LEBB","Bilbao","Spain",21980,22055,1030,19522,2408
2017,"LEBG","Burgos","Spain",79,0,0,0,0
2017,"LEBL","Barcelona","Spain",161771,141505,111965,129328,161175
2017,"LEBZ","Badajoz","Spain",695,0,0,449,0
2017,"LECO","La Coruna","Spain",5625,0,0,4356,630
2017,"LECU","Madrid/Cuatro Viento","Spain",1319,0,0,0,0
2017,"LEDA","Lleida/Alguaire","Spain",252,0,0,138,0
2017,"LEGE","Gerona","Spain",7606,0,0,4667,824
2017,"LEGR","Granada","Spain",4523,0,0,3364,237
2017,"LEGT","Madrid/Getafe","Spain",736,0,0,0,0
2017,"LEIB","Ibiza","Spain",36664,30347,1863,24109,4328
2017,"LEIZ","Abad","Spain",139,0,0,0,0
2017,"LEJR","Jerez De La Frontera","Spain",7568,0,0,2828,190
2017,"LELC","Murcia San Javier","Spain",4318,0,0,3331,1391
2017,"LELL","Sabadell","Spain",1038,0,0,0,0
2017,"LELN","Leon","Spain",492,0,0,275,0
2017,"LEMD","Madrid/ Barajas","Spain",193818,179631,102065,141817,120547
2017,"LEMG","Málaga","Spain",67425,67250,33452,50683,28170
2017,"LEMH","Mahon","Spain",15017,0,0,10467,1214
2017,"LEMO","Seville/Moron","Spain",2364,0,0,0,0
2017,"LEPA","Palma de Mallorca","Spain",104339,100875,62032,75956,77369
2017,"LEPP","Noain Pamplona","Spain",1772,0,0,1165,16
2017,"LERE","Valencia/Requena","Spain",12,0,0,0,0
2017,"LERJ","Logrono","Spain",356,0,0,237,0
2017,"LERS","Reus","Spain",4022,0,0,1735,245
2017,"LERT","Rota","Spain",2909,0,0,0,0
2017,"LESA","Salamanca Matalan","Spain",1712,0,0,18,0
2017,"LESB","Son Bonet","Spain",221,0,0,0,0
2017,"LESJ","Palma de Mallorca/Son San Juan","Spain",149,0,0,0,0
2017,"LESO","San Sebastian","Spain",2844,0,0,2064,188
2017,"LEST","Santiago","Spain",10112,0,0,7416,1512
2017,"LETO","Madrid/Torrejon","Spain",880,0,0,0,0
2017,"LEVC","Valencia","Spain",30575,27755,1361,22570,3619
2017,"LEVD","Valladolid","Spain",1333,0,0,652,85
2017,"LEVT","Vitoria","Spain",3744,0,0,638,123
2017,"LEVX","Vigo","Spain",5198,0,0,4366,415
2017,"LEXJ","Santander","Spain",4577,0,0,3824,209
2017,"LEZG","Zaragoza","Spain",3936,0,0,1831,302
2017,"LEZL","Sevilla","Spain",20742,3305,248,14607,3058
2017,"LFAQ","Albert-Bray","France",460,0,0,0,0
2017,"LFBA","Agen-La Garenne","France",2335,0,0,643,5
2017,"LFBD","Bordeaux-Mérignac","France",33185,0,0,24600,2423
2017,"LFBE","Bergerac-Roumanière","France",2255,0,0,1155,145
2017,"LFBH","La Rochelle-Ile de Ré","France",2399,0,0,1259,161
2017,"LFBI","Poitiers-Biard","France",2628,0,0,1203,70
2017,"LFBL","Limoges-Bellegarde","France",3417,0,0,1009,333
2017,"LFBO","Toulouse-Blagnac","France",49691,0,0,38153,14158
2017,"LFBP","Pau-Pyrénées","France",5874,0,0,3315,21
2017,"LFBT","Tarbes-Lourdes Pyrénées","France",3504,0,0,566,79
2017,"LFBZ","Biarritz-Bayonne-Anglet","France",7264,0,0,5413,2000
2017,"LFCR","Rodez-Marcillac","France",2012,0,0,93,0
2017,"LFGJ","Dôle-Tavaux","France",1324,0,0,311,12
2017,"LFJL","Metz-Nancy-Lorraine","France",3124,0,0,1220,99
2017,"LFJR","Angers-Marcé","France",918,0,0,1,0
2017,"LFKB","Bastia-Poretta","France",8096,0,0,2771,297
2017,"LFKC","Calvi-Sainte-Catherine","France",3140,0,0,804,842
2017,"LFKF","Figari-Sud Corse","France",5366,0,0,1841,731
2017,"LFKJ","Ajaccio-Napoléon-Bonaparte","France",8742,0,0,3014,102
2017,"LFLB","Chambéry-Aix-les-Bains","France",3440,0,0,394,884
2017,"LFLC","Clermont-Ferrand-Auvergne","France",6370,0,0,2759,886
2017,"LFLI","Annemasse","France",848,0,0,0,0
2017,"LFLL","Lyon-Saint-Exupéry","France",56185,0,0,42327,15503
2017,"LFLP","Annecy-Meythet","France",1538,0,0,0,0
2017,"LFLS","Grenoble-Isère","France",3498,0,0,687,348
2017,"LFLX","Châteauroux-Déols","France",1169,0,0,42,0
2017,"LFLY","Lyon-Bron","France",4586,0,0,1,0
2017,"LFMD","Cannes-Mandelieu","France",6954,0,0,13,0
2017,"LFMH","Saint-Etienne-Bouthéon","France",1202,0,0,251,20
2017,"LFMI","Istres-Le Tubé","France",1298,0,0,1,0
2017,"LFMK","Carcassonne-Salvaza","France",2718,0,0,1206,14
2017,"LFML","Marseille-Provence","France",48777,0,0,30360,9431
2017,"LFMN","Nice-Côte d’Azur","France",71337,70629,25546,44245,23118
2017,"LFMP","Perpignan-Rivesaltes","France",4438,0,0,1852,97
2017,"LFMT","Montpellier-Méditerranée","France",15297,0,0,7228,523
2017,"LFMU","Béziers-Vias","France",2892,0,0,724,57
2017,"LFMV","Avignon-Caumont","France",3171,0,0,78,21
2017,"LFOB","Beauvais-Tillé","France",11539,0,0,10478,3265
2017,"LFOH","Le Havre-Octeville","France",462,0,0,29,0
2017,"LFOK","Châlons-Vatry","France",2126,0,0,198,65
2017,"LFOT","Tours-Val de Loire","France",1586,0,0,543,113
2017,"LFPB","Paris-Le Bourget","France",26996,0,0,41,0
2017,"LFPG","Paris-Charles-de-Gaulle","France",241402,0,0,182874,98844
2017,"LFPN","Toussus-le-Noble","France",5004,0,0,0,0
2017,"LFPO","Paris-Orly","France",116001,116234,83042,73315,56548
2017,"LFQQ","Lille-Lesquin","France",12149,0,0,8832,597
2017,"LFRB","Brest-Bretagne","France",7882,0,0,5142,576
2017,"LFRD","Dinard-Pleurtuit-Saint-Malo","France",1711,0,0,380,6
2017,"LFRG","Deauville-Normandie","France",1975,0,0,573,63
2017,"LFRH","Lorient-Lann Bihoué","France",3024,0,0,983,13
2017,"LFRK","Caen-Carpiquet","France",2903,0,0,1188,55
2017,"LFRM","Le Mans","France",749,0,0,0,0
2017,"LFRN","Rennes-Saint-Jacques","France",9313,0,0,4976,49
2017,"LFRO","Lannion","France",628,0,0,334,0
2017,"LFRQ","Quimper-Pluguffan","France",1232,0,0,790,104
2017,"LFRS","Nantes-Atlantique","France",28827,0,0,22744,8203
2017,"LFRZ","Saint-Nazaire-Montoir","France",1454,0,0,358,0
2017,"LFSB","Bâle-Mulhouse","France",39426,26194,3095,28902,3796
2017,"LFSL","Brive-Souillac","France",1517,0,0,173,4
2017,"LFST","Strasbourg-Entzheim","France",11244,0,0,8339,219
2017,"LFTH","Hyères-Le Palyvestre","France",5583,0,0,2304,105
2017,"LFTW","Nîmes-Garons","France",2246,0,0,673,0
2017,"LGAV","Athens","Greece",94898,94784,63890,56561,49105
2017,"LGIR","Heraklion","Greece",26936,0,0,13583,6802
2017,"LGKF","Kefallinia","Greece",2838,0,0,1308,759
2017,"LGKO","Kos","Greece",8743,0,0,4336,1706
2017,"LGKR","Corfu","Greece",11122,0,0,6514,6540
2017,"LGMK","Mikonos","Greece",7044,0,0,3410,2113
2017,"LGPZ","Aktion","Greece",2663,0,0,929,287
2017,"LGRP","Rodos","Greece",18811,0,0,11018,5405
2017,"LGSA","Khania/Souda","Greece",12997,0,0,7959,3449
2017,"LGSK","Skiathos","Greece",2093,0,0,706,153
2017,"LGSR","Santorini","Greece",8410,0,0,4980,1218
2017,"LGTS","Thessaloniki","Greece",27516,0,0,16335,11746
2017,"LGZA","Zakinthos","Greece",6182,0,0,2298,2053
2017,"LHBP","Budapest/ Ferihegy","Hungary",51130,51101,12750,39868,11462
2017,"LIBR","Brindisi","Italy",8722,0,0,7741,1099
2017,"LICC","Catania","Italy",34370,33924,88300,28975,39532
2017,"LIMC","Milan/ Malpensa","Italy",89421,89360,51517,63060,36365
2017,"LIME","Bergamo","Italy",42907,42975,42278,34584,27177
2017,"LIMF","Torino Caselle","Italy",21939,19862,7865,13985,6252
2017,"LIML","Milan/ Linate","Italy",58040,53030,14305,46969,16940
2017,"LIPE","Bologna","Italy",35661,33547,23776,25706,17788
2017,"LIPH","Treviso","Italy",9850,0,0,8753,8243
2017,"LIPZ","Venice","Italy",46076,46067,81652,33727,29000
2017,"LIRA","Rome/Ciampino","Italy",26360,0,0,17033,26730
2017,"LIRF","Rome/Fiumicino","Italy",148712,148710,266922,124950,187168
2017,"LIRN","Naples","Italy",37053,20827,14566,28896,23106
2017,"LIRP","Pisa San Giusto","Italy",21587,0,0,16216,32045
2017,"LJLJ","Ljubljana","Slovenia",15111,14575,350,2385,358
2017,"LJMB","Maribor","Slovenia",1003,0,0,19,0
2017,"LJPZ","Portorož","Slovenia",776,0,0,0,0
2017,"LKKV","Karlovy Vary","Czech Republic",830,0,0,201,0
