"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL","LABEL"
2014,"APR","EBAW","Antwerp","Belgium",533,NA,NA,NA,NA,"Antwerp (EBAW) "
2014,"APR","EBBR","Brussels","Belgium",9546,9792,4664,7526,4359,"Brussels (EBBR) "
2014,"APR","EBCI","Charleroi","Belgium",2045,NA,NA,1819,29,"Charleroi (EBCI) "
2014,"APR","EBLG","Liège","Belgium",1152,NA,NA,773,350,"Liège (EBLG) "
2014,"APR","EBOS","Ostend-Bruges","Belgium",228,NA,NA,51,0,"Ostend-Bruges (EBOS) "
2014,"APR","EDDB","Berlin/ Schoenefeld","Germany",2789,NA,NA,1893,631,"Berlin/ Schoenefeld (EDDB) "
2014,"APR","EDDC","Dresden","Germany",834,NA,NA,626,21,"Dresden (EDDC) "
2014,"APR","EDDE","Erfurt","Germany",196,NA,NA,82,0,"Erfurt (EDDE) "
2014,"APR","EDDF","Frankfurt","Germany",18812,NA,NA,14766,15631,"Frankfurt (EDDF) "
2014,"APR","EDDG","Muenster-Osnabrueck","Germany",637,NA,NA,283,15,"Muenster-Osnabrueck (EDDG) "
2014,"APR","EDDH","Hamburg","Germany",5957,NA,NA,4988,1168,"Hamburg (EDDH) "
2014,"APR","EDDK","Cologne-Bonn","Germany",4795,NA,NA,3010,1402,"Cologne-Bonn (EDDK) "
2014,"APR","EDDL","Dusseldorf","Germany",8442,NA,NA,7000,1959,"Dusseldorf (EDDL) "
2014,"APR","EDDM","Munich","Germany",14796,NA,NA,12154,2722,"Munich (EDDM) "
2014,"APR","EDDN","Nuremberg","Germany",1889,1943,200,1437,173,"Nuremberg (EDDN) "
2014,"APR","EDDP","Leipzig-Halle","Germany",2403,NA,NA,1275,99,"Leipzig-Halle (EDDP) "
2014,"APR","EDDR","Saarbruecken","Germany",375,NA,NA,249,2,"Saarbruecken (EDDR) "
2014,"APR","EDDS","Stuttgart","Germany",4605,NA,NA,3286,261,"Stuttgart (EDDS) "
2014,"APR","EDDT","Berlin/ Tegel","Germany",7423,NA,NA,6793,3241,"Berlin/ Tegel (EDDT) "
2014,"APR","EDDV","Hanover","Germany",2568,NA,NA,1899,301,"Hanover (EDDV) "
2014,"APR","EDDW","Bremen","Germany",1493,NA,NA,1059,64,"Bremen (EDDW) "
2014,"APR","EETN","Tallinn","Estonia",1463,NA,NA,647,29,"Tallinn (EETN) "
2014,"APR","EETU","Tartu","Estonia",28,NA,NA,NA,NA,"Tartu (EETU) "
2014,"APR","EFHK","Helsinki/ Vantaa","Finland",6982,7060,621,5826,507,"Helsinki/ Vantaa (EFHK) "
2014,"APR","EGAA","Belfast/Aldergrove","United Kingdom",1552,NA,NA,1186,239,"Belfast/Aldergrove (EGAA) "
2014,"APR","EGAC","Belfast/City Airport","United Kingdom",1514,NA,NA,1367,113,"Belfast/City Airport (EGAC) "
2014,"APR","EGAE","Londonderry/Eglinton","United Kingdom",106,NA,NA,96,5,"Londonderry/Eglinton (EGAE) "
2014,"APR","EGBB","Birmingham","United Kingdom",3799,3473,549,3365,627,"Birmingham (EGBB) "
2014,"APR","EGCC","Manchester","United Kingdom",6886,6894,3561,5584,3884,"Manchester (EGCC) "
2014,"APR","EGGW","London/ Luton","United Kingdom",4258,NA,NA,3002,2091,"London/ Luton (EGGW) "
2014,"APR","EGHI","Southampton","United Kingdom",1632,NA,NA,1197,379,"Southampton (EGHI) "
2014,"APR","EGKB","Biggin Hill","United Kingdom",438,NA,NA,NA,NA,"Biggin Hill (EGKB) "
2014,"APR","EGKK","London/ Gatwick","United Kingdom",10941,NA,NA,10007,6043,"London/ Gatwick (EGKK) "
2014,"APR","EGLC","London/ City","United Kingdom",2998,NA,NA,1632,1214,"London/ City (EGLC) "
2014,"APR","EGLF","Farnborough","United Kingdom",838,NA,NA,2,25,"Farnborough (EGLF) "
2014,"APR","EGLL","London/ Heathrow","United Kingdom",19433,NA,NA,15453,7737,"London/ Heathrow (EGLL) "
2014,"APR","EGNX","East Midlands","United Kingdom",2677,NA,NA,1502,571,"East Midlands (EGNX) "
2014,"APR","EGPD","Aberdeen","United Kingdom",3005,NA,NA,1397,147,"Aberdeen (EGPD) "
2014,"APR","EGPF","Glasgow","United Kingdom",3158,NA,NA,2174,398,"Glasgow (EGPF) "
2014,"APR","EGPH","Edinburgh","United Kingdom",4536,NA,NA,3634,680,"Edinburgh (EGPH) "
2014,"APR","EGSS","London/ Stansted","United Kingdom",6620,6623,2273,5659,2921,"London/ Stansted (EGSS) "
2014,"APR","EHAM","Amsterdam/ Schiphol","Netherlands",18743,NA,NA,14988,20183,"Amsterdam/ Schiphol (EHAM) "
2014,"APR","EHBK","Maastricht-Aachen","Netherlands",324,NA,NA,81,0,"Maastricht-Aachen (EHBK) "
2014,"APR","EHGG","Groningen","Netherlands",636,NA,NA,46,0,"Groningen (EHGG) "
2014,"APR","EHRD","Rotterdam","Netherlands",1114,NA,NA,403,411,"Rotterdam (EHRD) "
2014,"APR","EICK","Cork","Ireland",1000,NA,NA,831,25,"Cork (EICK) "
2014,"APR","EICM","Galway Carnmore","Ireland",1,NA,NA,NA,NA,"Galway Carnmore (EICM) "
2014,"APR","EIDL","Donegal","Ireland",83,NA,NA,NA,NA,"Donegal (EIDL) "
2014,"APR","EIDW","Dublin","Ireland",7553,NA,NA,6703,3591,"Dublin (EIDW) "
2014,"APR","EIKN","Connaught","Ireland",288,NA,NA,274,38,"Connaught (EIKN) "
2014,"APR","EIKY","Kerry/Farranfore","Ireland",165,NA,NA,141,0,"Kerry/Farranfore (EIKY) "
2014,"APR","EINN","Shannon","Ireland",1011,NA,NA,685,30,"Shannon (EINN) "
2014,"APR","EISG","Sligo","Ireland",2,NA,NA,NA,NA,"Sligo (EISG) "
2014,"APR","EIWF","Waterford","Ireland",45,NA,NA,30,5,"Waterford (EIWF) "
2014,"APR","EIWT","Weston","Ireland",40,NA,NA,NA,NA,"Weston (EIWT) "
2014,"APR","EKCH","Copenhagen/ Kastrup","Denmark",10568,10573,143,9138,337,"Copenhagen/ Kastrup (EKCH) "
2014,"APR","ELLX","Luxembourg","Luxembourg",2512,2514,40,1707,550,"Luxembourg (ELLX) "
2014,"APR","ENBR","Bergen","Norway",4058,4065,6,3167,6,"Bergen (ENBR) "
2014,"APR","ENGM","Oslo/ Gardermoen","Norway",10138,10103,574,9784,581,"Oslo/ Gardermoen (ENGM) "
2014,"APR","ENHD","Haugesund","Norway",340,340,0,316,0,"Haugesund (ENHD) "
2014,"APR","ENVA","Trondheim","Norway",2250,2250,2,2131,2,"Trondheim (ENVA) "
2014,"APR","ENZV","Stavanger","Norway",3447,3472,0,2427,0,"Stavanger (ENZV) "
2014,"APR","EPBY","Bydgoszcz","Poland",123,NA,NA,56,0,"Bydgoszcz (EPBY) "
2014,"APR","EPGD","Gdansk","Poland",1452,NA,NA,939,32,"Gdansk (EPGD) "
2014,"APR","EPKK","Krakow - Balice","Poland",1623,NA,NA,1053,206,"Krakow - Balice (EPKK) "
2014,"APR","EPKT","Katowice - Pyrzowice","Poland",885,NA,NA,569,64,"Katowice - Pyrzowice (EPKT) "
2014,"APR","EPLB","Lublin","Poland",66,NA,NA,18,0,"Lublin (EPLB) "
2014,"APR","EPLL","Lodz - Lublinek","Poland",159,NA,NA,58,0,"Lodz - Lublinek (EPLL) "
2014,"APR","EPMO","Warszawa/ Modlin","Poland",523,NA,NA,475,5,"Warszawa/ Modlin (EPMO) "
2014,"APR","EPPO","Poznan - Lawica","Poland",702,NA,NA,417,19,"Poznan - Lawica (EPPO) "
2014,"APR","EPRA","Radom","Poland",41,NA,NA,NA,NA,"Radom (EPRA) "
2014,"APR","EPRZ","Rzeszow - Jasionka","Poland",385,NA,NA,138,0,"Rzeszow - Jasionka (EPRZ) "
2014,"APR","EPSC","Szczecin - Goleniów","Poland",171,NA,NA,58,8,"Szczecin - Goleniów (EPSC) "
2014,"APR","EPWA","Warszawa/ Chopina","Poland",5555,NA,NA,3655,794,"Warszawa/ Chopina (EPWA) "
2014,"APR","EPWR","Wroclaw/ Strachowice","Poland",923,NA,NA,524,26,"Wroclaw/ Strachowice (EPWR) "
2014,"APR","EPZG","Zielona Gora - Babimost","Poland",34,NA,NA,NA,NA,"Zielona Gora - Babimost (EPZG) "
2014,"APR","ESSA","Stockholm/ Arlanda","Sweden",9674,9721,127,7872,240,"Stockholm/ Arlanda (ESSA) "
2014,"APR","ESSB","Stockholm/ Bromma","Sweden",2106,NA,NA,946,19,"Stockholm/ Bromma (ESSB) "
2014,"APR","EVRA","Riga","Latvia",2798,2820,0,2401,24,"Riga (EVRA) "
2014,"APR","EYKA","Kaunas","Lithuania",334,NA,NA,245,0,"Kaunas (EYKA) "
2014,"APR","EYPA","Palanga","Lithuania",87,NA,NA,83,0,"Palanga (EYPA) "
2014,"APR","EYSA","Šiauliai","Lithuania",156,NA,NA,NA,NA,"Šiauliai (EYSA) "
2014,"APR","EYVI","Vilnius","Lithuania",1492,NA,NA,924,34,"Vilnius (EYVI) "
2014,"APR","GCFV","Fuerteventura","Spain",1661,NA,NA,1200,82,"Fuerteventura (GCFV) "
2014,"APR","GCGM","La Gomera","Spain",60,NA,NA,59,0,"La Gomera (GCGM) "
2014,"APR","GCHI","Hierro","Spain",136,NA,NA,128,0,"Hierro (GCHI) "
2014,"APR","GCLA","La Palma","Spain",610,NA,NA,419,6,"La Palma (GCLA) "
2014,"APR","GCLP","Gran Canaria","Spain",4371,4303,2144,3145,1730,"Gran Canaria (GCLP) "
2014,"APR","GCRR","Lanzarote","Spain",2093,NA,NA,1642,259,"Lanzarote (GCRR) "
2014,"APR","GCTS","Tenerife Sur/Reina Sofia","Spain",2602,2597,663,1944,472,"Tenerife Sur/Reina Sofia (GCTS) "
2014,"APR","GCXO","Tenerife North","Spain",2098,2026,220,1664,225,"Tenerife North (GCXO) "
2014,"APR","GEML","Melilla","Spain",330,NA,NA,266,0,"Melilla (GEML) "
2014,"APR","LATI","Tirana","Albania",710,NA,NA,430,42,"Tirana (LATI) "
2014,"APR","LBSF","Sofia","Bulgaria",1702,NA,NA,929,124,"Sofia (LBSF) "
2014,"APR","LCLK","Larnaca","Cyprus",1555,NA,NA,901,208,"Larnaca (LCLK) "
2014,"APR","LCPH","Paphos","Cyprus",631,NA,NA,483,68,"Paphos (LCPH) "
2014,"APR","LDZA","Zagreb","Croatia",1466,NA,NA,412,35,"Zagreb (LDZA) "
2014,"APR","LDZL","Lucko","Croatia",13,NA,NA,NA,NA,"Lucko (LDZL) "
2014,"APR","LEAB","Albacete","Spain",19,NA,NA,NA,NA,"Albacete (LEAB) "
2014,"APR","LEAL","Alicante","Spain",3188,3181,739,2677,950,"Alicante (LEAL) "
2014,"APR","LEAM","Almeria","Spain",412,NA,NA,378,42,"Almeria (LEAM) "
2014,"APR","LEAS","Asturias","Spain",488,NA,NA,453,41,"Asturias (LEAS) "
2014,"APR","LEBA","Cordoba","Spain",10,NA,NA,NA,NA,"Cordoba (LEBA) "
2014,"APR","LEBB","Bilbao","Spain",1684,1680,204,1597,263,"Bilbao (LEBB) "
2014,"APR","LEBG","Burgos","Spain",44,NA,NA,19,0,"Burgos (LEBG) "
2014,"APR","LEBL","Barcelona","Spain",12151,12115,3388,10724,3928,"Barcelona (LEBL) "
2014,"APR","LEBZ","Badajoz","Spain",65,NA,NA,55,0,"Badajoz (LEBZ) "
2014,"APR","LECO","La Coruna","Spain",470,NA,NA,412,61,"La Coruna (LECO) "
2014,"APR","LECU","Madrid/Cuatro Viento","Spain",91,NA,NA,NA,NA,"Madrid/Cuatro Viento (LECU) "
2014,"APR","LEDA","Lleida/Alguaire","Spain",18,NA,NA,14,0,"Lleida/Alguaire (LEDA) "
2014,"APR","LEGE","Gerona","Spain",866,NA,NA,748,5,"Gerona (LEGE) "
2014,"APR","LEGR","Granada","Spain",349,NA,NA,293,22,"Granada (LEGR) "
2014,"APR","LEGT","Madrid/Getafe","Spain",118,NA,NA,NA,NA,"Madrid/Getafe (LEGT) "
2014,"APR","LEIB","Ibiza","Spain",1440,1421,0,1182,51,"Ibiza (LEIB) "
2014,"APR","LEIZ","Abad","Spain",5,NA,NA,NA,NA,"Abad (LEIZ) "
2014,"APR","LEJR","Jerez De La Frontera","Spain",508,NA,NA,240,5,"Jerez De La Frontera (LEJR) "
2014,"APR","LELC","Murcia San Javier","Spain",404,NA,NA,305,66,"Murcia San Javier (LELC) "
2014,"APR","LELL","Sabadell","Spain",87,NA,NA,NA,NA,"Sabadell (LELL) "
2014,"APR","LELN","Leon","Spain",30,NA,NA,21,0,"Leon (LELN) "
2014,"APR","LEMD","Madrid/ Barajas","Spain",14261,14204,8942,11220,8368,"Madrid/ Barajas (LEMD) "
2014,"APR","LEMG","Málaga","Spain",4905,4869,1749,4070,1780,"Málaga (LEMG) "
2014,"APR","LEMH","Mahon","Spain",624,NA,NA,527,2,"Mahon (LEMH) "
2014,"APR","LEMO","Seville/Moron","Spain",219,NA,NA,NA,NA,"Seville/Moron (LEMO) "
2014,"APR","LEPA","Palma de Mallorca","Spain",6813,6778,2329,5755,1783,"Palma de Mallorca (LEPA) "
2014,"APR","LEPP","Noain Pamplona","Spain",149,NA,NA,112,0,"Noain Pamplona (LEPP) "
2014,"APR","LERJ","Logrono","Spain",24,NA,NA,19,0,"Logrono (LERJ) "
2014,"APR","LERS","Reus","Spain",264,NA,NA,160,13,"Reus (LERS) "
2014,"APR","LERT","Rota","Spain",221,NA,NA,NA,NA,"Rota (LERT) "
2014,"APR","LESA","Salamanca Matalan","Spain",165,NA,NA,17,0,"Salamanca Matalan (LESA) "
2014,"APR","LESB","Son Bonet","Spain",20,NA,NA,NA,NA,"Son Bonet (LESB) "
2014,"APR","LESJ","Palma/Son San Juan","Spain",14,NA,NA,NA,NA,"Palma/Son San Juan (LESJ) "
2014,"APR","LESO","San Sebastian","Spain",185,NA,NA,156,21,"San Sebastian (LESO) "
2014,"APR","LEST","Santiago","Spain",814,NA,NA,657,53,"Santiago (LEST) "
2014,"APR","LETO","Madrid/Torrejon","Spain",69,NA,NA,NA,NA,"Madrid/Torrejon (LETO) "
2014,"APR","LEVC","Valencia","Spain",2102,2103,92,1774,170,"Valencia (LEVC) "
2014,"APR","LEVD","Valladolid","Spain",132,NA,NA,76,0,"Valladolid (LEVD) "
2014,"APR","LEVT","Vitoria","Spain",219,NA,NA,196,14,"Vitoria (LEVT) "
2014,"APR","LEVX","Vigo","Spain",304,NA,NA,186,5,"Vigo (LEVX) "
2014,"APR","LEXJ","Santander","Spain",387,NA,NA,356,14,"Santander (LEXJ) "
2014,"APR","LEZG","Zaragoza","Spain",283,NA,NA,171,0,"Zaragoza (LEZG) "
2014,"APR","LEZL","Sevilla","Spain",1629,1606,73,1367,173,"Sevilla (LEZL) "
2014,"APR","LFAQ","Albert-Bray","France",64,NA,NA,NA,NA,"Albert-Bray (LFAQ) "
2014,"APR","LFBA","Agen-La Garenne","France",227,NA,NA,57,0,"Agen-La Garenne (LFBA) "
2014,"APR","LFBD","Bordeaux-Mérignac","France",2547,NA,NA,1931,131,"Bordeaux-Mérignac (LFBD) "
2014,"APR","LFBE","Bergerac-Roumanière","France",230,NA,NA,103,0,"Bergerac-Roumanière (LFBE) "
2014,"APR","LFBH","La Rochelle-Ile de Ré","France",298,NA,NA,140,3,"La Rochelle-Ile de Ré (LFBH) "
2014,"APR","LFBI","Poitiers-Biard","France",257,NA,NA,123,0,"Poitiers-Biard (LFBI) "
2014,"APR","LFBL","Limoges-Bellegarde","France",335,NA,NA,89,20,"Limoges-Bellegarde (LFBL) "
2014,"APR","LFBO","Toulouse-Blagnac","France",3902,NA,NA,3082,623,"Toulouse-Blagnac (LFBO) "
2014,"APR","LFBP","Pau-Pyrénées","France",508,NA,NA,327,0,"Pau-Pyrénées (LFBP) "
2014,"APR","LFBT","Tarbes-Lourdes Pyrénées","France",296,NA,NA,139,0,"Tarbes-Lourdes Pyrénées (LFBT) "
2014,"APR","LFBZ","Biarritz-Bayonne-Anglet","France",553,NA,NA,420,39,"Biarritz-Bayonne-Anglet (LFBZ) "
2014,"APR","LFCR","Rodez-Marcillac","France",185,NA,NA,90,0,"Rodez-Marcillac (LFCR) "
2014,"APR","LFGJ","Dôle-Tavaux","France",105,NA,NA,28,5,"Dôle-Tavaux (LFGJ) "
2014,"APR","LFJL","Metz-Nancy-Lorraine","France",255,NA,NA,109,0,"Metz-Nancy-Lorraine (LFJL) "
2014,"APR","LFJR","Angers-Marcé","France",63,NA,NA,NA,NA,"Angers-Marcé (LFJR) "
2014,"APR","LFKB","Bastia-Poretta","France",542,NA,NA,213,5,"Bastia-Poretta (LFKB) "
2014,"APR","LFKC","Calvi-Sainte-Catherine","France",235,NA,NA,71,32,"Calvi-Sainte-Catherine (LFKC) "
2014,"APR","LFKF","Figari-Sud Corse","France",310,NA,NA,33,7,"Figari-Sud Corse (LFKF) "
2014,"APR","LFKJ","Ajaccio-Napoléon-Bonaparte","France",637,NA,NA,226,22,"Ajaccio-Napoléon-Bonaparte (LFKJ) "
2014,"APR","LFLB","Chambéry-Aix-les-Bains","France",303,NA,NA,53,7,"Chambéry-Aix-les-Bains (LFLB) "
2014,"APR","LFLC","Clermont-Ferrand-Auvergne","France",574,NA,NA,295,4,"Clermont-Ferrand-Auvergne (LFLC) "
2014,"APR","LFLI","Annemasse","France",63,NA,NA,NA,NA,"Annemasse (LFLI) "
2014,"APR","LFLL","Lyon-Saint-Exupéry","France",4584,4586,365,3824,510,"Lyon-Saint-Exupéry (LFLL) "
2014,"APR","LFLP","Annecy-Meythet","France",113,NA,NA,NA,NA,"Annecy-Meythet (LFLP) "
2014,"APR","LFLS","Grenoble-Isère","France",276,NA,NA,109,2,"Grenoble-Isère (LFLS) "
2014,"APR","LFLX","Châteauroux-Déols","France",108,NA,NA,NA,NA,"Châteauroux-Déols (LFLX) "
2014,"APR","LFLY","Lyon-Bron","France",377,NA,NA,NA,NA,"Lyon-Bron (LFLY) "
2014,"APR","LFMD","Cannes-Mandelieu","France",439,NA,NA,1,0,"Cannes-Mandelieu (LFMD) "
2014,"APR","LFMH","Saint-Etienne-Bouthéon","France",102,NA,NA,22,50,"Saint-Etienne-Bouthéon (LFMH) "
2014,"APR","LFMI","Istres-Le Tubé","France",142,NA,NA,NA,NA,"Istres-Le Tubé (LFMI) "
2014,"APR","LFMK","Carcassonne-Salvaza","France",229,NA,NA,134,8,"Carcassonne-Salvaza (LFMK) "
2014,"APR","LFML","Marseille-Provence","France",4226,NA,NA,2713,306,"Marseille-Provence (LFML) "
2014,"APR","LFMN","Nice-Côte d’Azur","France",5592,NA,NA,4023,2215,"Nice-Côte d’Azur (LFMN) "
2014,"APR","LFMP","Perpignan-Rivesaltes","France",286,NA,NA,145,0,"Perpignan-Rivesaltes (LFMP) "
2014,"APR","LFMT","Montpellier-Méditerranée","France",1250,NA,NA,644,79,"Montpellier-Méditerranée (LFMT) "
2014,"APR","LFMU","Béziers-Vias","France",303,NA,NA,102,0,"Béziers-Vias (LFMU) "
2014,"APR","LFMV","Avignon-Caumont","France",189,NA,NA,NA,NA,"Avignon-Caumont (LFMV) "
2014,"APR","LFOB","Beauvais-Tillé","France",1178,NA,NA,1113,66,"Beauvais-Tillé (LFOB) "
2014,"APR","LFOH","Le Havre-Octeville","France",81,NA,NA,4,0,"Le Havre-Octeville (LFOH) "
2014,"APR","LFOK","Châlons-Vatry","France",126,NA,NA,35,35,"Châlons-Vatry (LFOK) "
2014,"APR","LFOT","Tours-Val de Loire","France",153,NA,NA,58,0,"Tours-Val de Loire (LFOT) "
2014,"APR","LFPB","Paris-Le Bourget","France",2137,NA,NA,3,0,"Paris-Le Bourget (LFPB) "
2014,"APR","LFPG","Paris-Charles-de-Gaulle","France",20132,20114,8112,15833,7033,"Paris-Charles-de-Gaulle (LFPG) "
2014,"APR","LFPN","Toussus-le-Noble","France",502,NA,NA,NA,NA,"Toussus-le-Noble (LFPN) "
2014,"APR","LFPO","Paris-Orly","France",9969,NA,NA,7787,2079,"Paris-Orly (LFPO) "
2014,"APR","LFQQ","Lille-Lesquin","France",1000,NA,NA,728,12,"Lille-Lesquin (LFQQ) "
2014,"APR","LFRB","Brest-Bretagne","France",624,NA,NA,482,12,"Brest-Bretagne (LFRB) "
2014,"APR","LFRD","Dinard-Pleurtuit-Saint-Malo","France",144,NA,NA,38,5,"Dinard-Pleurtuit-Saint-Malo (LFRD) "
2014,"APR","LFRG","Deauville-Normandie","France",122,NA,NA,21,9,"Deauville-Normandie (LFRG) "
2014,"APR","LFRH","Lorient-Lann Bihoué","France",309,NA,NA,89,2,"Lorient-Lann Bihoué (LFRH) "
2014,"APR","LFRK","Caen-Carpiquet","France",198,NA,NA,85,0,"Caen-Carpiquet (LFRK) "
2014,"APR","LFRM","Le Mans","France",62,NA,NA,NA,NA,"Le Mans (LFRM) "
2014,"APR","LFRN","Rennes-Saint-Jacques","France",639,NA,NA,379,0,"Rennes-Saint-Jacques (LFRN) "
2014,"APR","LFRO","Lannion","France",67,NA,NA,45,0,"Lannion (LFRO) "
2014,"APR","LFRQ","Quimper-Pluguffan","France",116,NA,NA,91,0,"Quimper-Pluguffan (LFRQ) "
2014,"APR","LFRS","Nantes-Atlantique","France",2166,NA,NA,1754,358,"Nantes-Atlantique (LFRS) "
2014,"APR","LFRZ","Saint-Nazaire-Montoir","France",134,NA,NA,35,0,"Saint-Nazaire-Montoir (LFRZ) "
2014,"APR","LFSB","Bâle-Mulhouse","France",3210,3227,117,2455,327,"Bâle-Mulhouse (LFSB) "
2014,"APR","LFSL","Brive-Souillac","France",153,NA,NA,65,0,"Brive-Souillac (LFSL) "
2014,"APR","LFST","Strasbourg-Entzheim","France",1027,NA,NA,851,45,"Strasbourg-Entzheim (LFST) "
2014,"APR","LFTH","Hyères-Le Palyvestre","France",423,NA,NA,227,31,"Hyères-Le Palyvestre (LFTH) "
2014,"APR","LFTW","Nîmes-Garons","France",186,NA,NA,67,0,"Nîmes-Garons (LFTW) "
2014,"APR","LGAV","Athens","Greece",5979,5971,1840,5013,1626,"Athens (LGAV) "
2014,"APR","LGIR","Heraklion","Greece",1191,NA,NA,727,39,"Heraklion (LGIR) "
2014,"APR","LGKF","Kefallinia","Greece",84,NA,NA,46,0,"Kefallinia (LGKF) "
2014,"APR","LGKO","Kos","Greece",311,NA,NA,214,12,"Kos (LGKO) "
2014,"APR","LGKR","Corfu","Greece",425,NA,NA,262,25,"Corfu (LGKR) "
2014,"APR","LGMK","Mikonos","Greece",187,NA,NA,109,5,"Mikonos (LGMK) "
2014,"APR","LGPZ","Aktion","Greece",80,NA,NA,14,0,"Aktion (LGPZ) "
2014,"APR","LGRP","Rodos","Greece",869,NA,NA,550,11,"Rodos (LGRP) "
2014,"APR","LGSA","Khania/Souda","Greece",783,NA,NA,470,66,"Khania/Souda (LGSA) "
2014,"APR","LGSK","Skiathos","Greece",36,NA,NA,30,0,"Skiathos (LGSK) "
2014,"APR","LGSR","Santorini","Greece",204,NA,NA,144,15,"Santorini (LGSR) "
2014,"APR","LGTS","Thessaloniki","Greece",1834,NA,NA,1405,205,"Thessaloniki (LGTS) "
2014,"APR","LGZA","Zakinthos","Greece",94,NA,NA,56,5,"Zakinthos (LGZA) "
2014,"APR","LHBP","Budapest/ Ferihegy","Hungary",3638,3656,460,2910,575,"Budapest/ Ferihegy (LHBP) "
2014,"APR","LIBR","Brindisi","Italy",715,NA,NA,642,106,"Brindisi (LIBR) "
2014,"APR","LICC","Catania","Italy",2601,2571,6966,2292,1879,"Catania (LICC) "
2014,"APR","LIMC","Milan/ Malpensa","Italy",7013,6780,3588,5224,2820,"Milan/ Malpensa (LIMC) "
2014,"APR","LIME","Bergamo","Italy",2871,2830,2861,2526,2738,"Bergamo (LIME) "
2014,"APR","LIML","Milan/ Linate","Italy",4673,3739,1700,3686,1945,"Milan/ Linate (LIML) "
2014,"APR","LIPH","Treviso","Italy",715,NA,NA,634,1087,"Treviso (LIPH) "
2014,"APR","LIPZ","Venice","Italy",3227,3227,2667,2528,1403,"Venice (LIPZ) "
2014,"APR","LIRA","Rome/Ciampino","Italy",2162,NA,NA,1375,1152,"Rome/Ciampino (LIRA) "
2014,"APR","LIRF","Rome/Fiumicino","Italy",12714,12708,21223,10548,18352,"Rome/Fiumicino (LIRF) "
2014,"APR","LIRP","Pisa San Giusto","Italy",1739,NA,NA,1409,2164,"Pisa San Giusto (LIRP) "
2014,"APR","LJLJ","Ljubljana","Slovenia",1079,NA,NA,168,41,"Ljubljana (LJLJ) "
2014,"APR","LJMB","Maribor","Slovenia",49,NA,NA,3,0,"Maribor (LJMB) "
2014,"APR","LJPZ","Portorož","Slovenia",46,NA,NA,NA,NA,"Portorož (LJPZ) "
2014,"APR","LKKV","Karlovy Vary","Czech Republic",94,NA,NA,22,5,"Karlovy Vary (LKKV) "
2014,"APR","LKMT","Ostrava","Czech Republic",191,NA,NA,89,0,"Ostrava (LKMT) "
2014,"APR","LKPR","Prague","Czech Republic",5094,5066,1341,4025,2399,"Prague (LKPR) "
2014,"APR","LKTB","Brno-Turany","Czech Republic",228,NA,NA,81,10,"Brno-Turany (LKTB) "
2014,"APR","LMML","Malta","Malta",1681,1693,77,1403,113,"Malta (LMML) "
2014,"APR","LOWG","Graz","Austria",700,NA,NA,479,1,"Graz (LOWG) "
2014,"APR","LOWI","Innsbruck","Austria",666,NA,NA,406,4,"Innsbruck (LOWI) "
2014,"APR","LOWK","Klagenfurt","Austria",303,NA,NA,161,0,"Klagenfurt (LOWK) "
2014,"APR","LOWL","Linz","Austria",655,NA,NA,357,6,"Linz (LOWL) "
2014,"APR","LOWS","Salzburg","Austria",1080,NA,NA,596,123,"Salzburg (LOWS) "
2014,"APR","LOWW","Vienna","Austria",10394,NA,NA,8708,3754,"Vienna (LOWW) "
2014,"APR","LPAZ","Santa Maria","Portugal",120,NA,NA,NA,NA,"Santa Maria (LPAZ) "
2014,"APR","LPCS","Cascais","Portugal",108,NA,NA,NA,NA,"Cascais (LPCS) "
2014,"APR","LPFL","Flores","Portugal",47,NA,NA,NA,NA,"Flores (LPFL) "
2014,"APR","LPFR","Faro","Portugal",2138,NA,NA,1795,350,"Faro (LPFR) "
2014,"APR","LPHR","Horta","Portugal",170,NA,NA,22,10,"Horta (LPHR) "
2014,"APR","LPMA","Madeira","Portugal",989,NA,NA,671,465,"Madeira (LPMA) "
2014,"APR","LPPD","Ponta Delgada","Portugal",518,NA,NA,30,0,"Ponta Delgada (LPPD) "
2014,"APR","LPPR","Porto","Portugal",2647,NA,NA,2373,1066,"Porto (LPPR) "
2014,"APR","LPPS","Porto Santo","Portugal",137,NA,NA,11,6,"Porto Santo (LPPS) "
2014,"APR","LPPT","Lisbon","Portugal",6448,NA,NA,5776,4741,"Lisbon (LPPT) "
2014,"APR","LQSA","Sarajevo","Bosnia & Herzegovina",470,NA,NA,187,5,"Sarajevo (LQSA) "
2014,"APR","LRBS","Bucharest/ Baneasa","Romania",162,NA,NA,NA,NA,"Bucharest/ Baneasa (LRBS) "
2014,"APR","LROP","Bucharest/ Otopeni","Romania",3652,NA,NA,2969,293,"Bucharest/ Otopeni (LROP) "
2014,"APR","LSGG","Geneva","Switzerland",7404,7378,2044,5302,1822,"Geneva (LSGG) "
2014,"APR","LSGS","Sion","Switzerland",219,NA,NA,NA,NA,"Sion (LSGS) "
2014,"APR","LSZH","Zürich","Switzerland",10303,10304,18405,8181,17665,"Zürich (LSZH) "
2014,"APR","LTAC","Ankara/ Esenboga","Turkey",3736,NA,NA,2776,216,"Ankara/ Esenboga (LTAC) "
2014,"APR","LTAI","Antalya","Turkey",6106,NA,NA,2108,1782,"Antalya (LTAI) "
