"YEAR","MONTH","ICAO","NAME","STATE","FLIGHTS_NM","FLIGHTS_APT","DELAY_APT","FLIGHTS_AL","DELAY_AL","LABEL"
2014,"APR","LTBA","Istanbul/ Atatürk","Turkey",17674,NA,NA,14423,44607,"Istanbul/ Atatürk (LTBA) "
2014,"APR","LTBJ","Izmir/ Adnan Menderes","Turkey",2963,NA,NA,1057,498,"Izmir/ Adnan Menderes (LTBJ) "
2014,"APR","LTFJ","Istanbul/ Sabiha Gökçen","Turkey",7149,NA,NA,1851,1812,"Istanbul/ Sabiha Gökçen (LTFJ) "
2014,"APR","LUKK","Chi<U+0219>inau","Moldova",718,NA,NA,237,39,"Chi<U+0219>inau (LUKK) "
2014,"APR","LWSK","Skopje","FYR Macedonia",543,NA,NA,331,20,"Skopje (LWSK) "
2014,"APR","LYBE","Belgrade/ Nikola Tesla","Serbia",2461,NA,NA,911,194,"Belgrade/ Nikola Tesla (LYBE) "
2014,"APR","LYPG","Podgorica","Montenegro",384,NA,NA,89,49,"Podgorica (LYPG) "
2014,"APR","LZIB","Bratislava","Slovakia",664,NA,NA,317,45,"Bratislava (LZIB) "
2014,"APR","UDYZ","Zvartnots","Armenia",822,NA,NA,75,0,"Zvartnots (UDYZ) "
2014,"APR","UGTB","Tbilisi","Georgia",780,NA,NA,249,108,"Tbilisi (UGTB) "
2014,"APR","UKBB","Kiev/Boryspil","Ukraine",2771,NA,NA,581,157,"Kiev/Boryspil (UKBB) "
2014,"AUG","EBAW","Antwerp","Belgium",551,NA,NA,NA,NA,"Antwerp (EBAW) "
2014,"AUG","EBBR","Brussels","Belgium",10184,10407,4122,7658,4023,"Brussels (EBBR) "
2014,"AUG","EBCI","Charleroi","Belgium",2195,NA,NA,1975,64,"Charleroi (EBCI) "
2014,"AUG","EBLG","Liège","Belgium",1413,NA,NA,854,263,"Liège (EBLG) "
2014,"AUG","EBOS","Ostend-Bruges","Belgium",253,NA,NA,93,6,"Ostend-Bruges (EBOS) "
2014,"AUG","EDDB","Berlin/ Schoenefeld","Germany",2742,NA,NA,1743,387,"Berlin/ Schoenefeld (EDDB) "
2014,"AUG","EDDC","Dresden","Germany",1019,NA,NA,705,20,"Dresden (EDDC) "
2014,"AUG","EDDE","Erfurt","Germany",257,NA,NA,95,0,"Erfurt (EDDE) "
2014,"AUG","EDDF","Frankfurt","Germany",21341,NA,NA,16472,24189,"Frankfurt (EDDF) "
2014,"AUG","EDDG","Muenster-Osnabrueck","Germany",876,NA,NA,434,19,"Muenster-Osnabrueck (EDDG) "
2014,"AUG","EDDH","Hamburg","Germany",6408,NA,NA,5220,1373,"Hamburg (EDDH) "
2014,"AUG","EDDK","Cologne-Bonn","Germany",5555,NA,NA,3470,1277,"Cologne-Bonn (EDDK) "
2014,"AUG","EDDL","Dusseldorf","Germany",9666,NA,NA,7812,5019,"Dusseldorf (EDDL) "
2014,"AUG","EDDM","Munich","Germany",15802,NA,NA,12582,4087,"Munich (EDDM) "
2014,"AUG","EDDN","Nuremberg","Germany",2314,2347,305,1640,307,"Nuremberg (EDDN) "
2014,"AUG","EDDP","Leipzig-Halle","Germany",2629,NA,NA,1632,226,"Leipzig-Halle (EDDP) "
2014,"AUG","EDDR","Saarbruecken","Germany",379,NA,NA,262,12,"Saarbruecken (EDDR) "
2014,"AUG","EDDS","Stuttgart","Germany",5275,NA,NA,3700,613,"Stuttgart (EDDS) "
2014,"AUG","EDDT","Berlin/ Tegel","Germany",7840,NA,NA,7027,4318,"Berlin/ Tegel (EDDT) "
2014,"AUG","EDDV","Hanover","Germany",2853,NA,NA,1953,320,"Hanover (EDDV) "
2014,"AUG","EDDW","Bremen","Germany",1573,NA,NA,1110,203,"Bremen (EDDW) "
2014,"AUG","EETN","Tallinn","Estonia",1578,NA,NA,701,62,"Tallinn (EETN) "
2014,"AUG","EETU","Tartu","Estonia",46,NA,NA,21,0,"Tartu (EETU) "
2014,"AUG","EFHK","Helsinki/ Vantaa","Finland",7325,7381,1677,6513,1647,"Helsinki/ Vantaa (EFHK) "
2014,"AUG","EGAA","Belfast/Aldergrove","United Kingdom",1738,NA,NA,1328,239,"Belfast/Aldergrove (EGAA) "
2014,"AUG","EGAC","Belfast/City Airport","United Kingdom",1652,NA,NA,1481,125,"Belfast/City Airport (EGAC) "
2014,"AUG","EGAE","Londonderry/Eglinton","United Kingdom",135,NA,NA,126,0,"Londonderry/Eglinton (EGAE) "
2014,"AUG","EGBB","Birmingham","United Kingdom",4733,4266,1163,3470,1004,"Birmingham (EGBB) "
2014,"AUG","EGCC","Manchester","United Kingdom",8637,8640,5104,5827,3936,"Manchester (EGCC) "
2014,"AUG","EGGW","London/ Luton","United Kingdom",4926,NA,NA,3296,2167,"London/ Luton (EGGW) "
2014,"AUG","EGHI","Southampton","United Kingdom",1906,NA,NA,1370,232,"Southampton (EGHI) "
2014,"AUG","EGKB","Biggin Hill","United Kingdom",563,NA,NA,NA,NA,"Biggin Hill (EGKB) "
2014,"AUG","EGKK","London/ Gatwick","United Kingdom",13364,NA,NA,11263,11796,"London/ Gatwick (EGKK) "
2014,"AUG","EGLC","London/ City","United Kingdom",2741,NA,NA,1765,760,"London/ City (EGLC) "
2014,"AUG","EGLF","Farnborough","United Kingdom",934,NA,NA,NA,NA,"Farnborough (EGLF) "
2014,"AUG","EGLL","London/ Heathrow","United Kingdom",20693,NA,NA,16109,13883,"London/ Heathrow (EGLL) "
2014,"AUG","EGNX","East Midlands","United Kingdom",3275,NA,NA,1781,211,"East Midlands (EGNX) "
2014,"AUG","EGPD","Aberdeen","United Kingdom",3124,NA,NA,1435,124,"Aberdeen (EGPD) "
2014,"AUG","EGPF","Glasgow","United Kingdom",3749,NA,NA,2214,269,"Glasgow (EGPF) "
2014,"AUG","EGPH","Edinburgh","United Kingdom",5087,NA,NA,3608,941,"Edinburgh (EGPH) "
2014,"AUG","EGSS","London/ Stansted","United Kingdom",7041,7043,2943,5856,3994,"London/ Stansted (EGSS) "
2014,"AUG","EHAM","Amsterdam/ Schiphol","Netherlands",21119,NA,NA,15885,24091,"Amsterdam/ Schiphol (EHAM) "
2014,"AUG","EHBK","Maastricht-Aachen","Netherlands",351,NA,NA,94,0,"Maastricht-Aachen (EHBK) "
2014,"AUG","EHGG","Groningen","Netherlands",566,NA,NA,80,0,"Groningen (EHGG) "
2014,"AUG","EHRD","Rotterdam","Netherlands",1025,NA,NA,431,294,"Rotterdam (EHRD) "
2014,"AUG","EICK","Cork","Ireland",1101,NA,NA,679,42,"Cork (EICK) "
2014,"AUG","EIDL","Donegal","Ireland",95,NA,NA,NA,NA,"Donegal (EIDL) "
2014,"AUG","EIDW","Dublin","Ireland",8355,NA,NA,6341,4197,"Dublin (EIDW) "
2014,"AUG","EIKN","Connaught","Ireland",374,NA,NA,348,70,"Connaught (EIKN) "
2014,"AUG","EIKY","Kerry/Farranfore","Ireland",209,NA,NA,88,0,"Kerry/Farranfore (EIKY) "
2014,"AUG","EINN","Shannon","Ireland",1181,NA,NA,491,34,"Shannon (EINN) "
2014,"AUG","EISG","Sligo","Ireland",3,NA,NA,NA,NA,"Sligo (EISG) "
2014,"AUG","EIWF","Waterford","Ireland",54,NA,NA,32,0,"Waterford (EIWF) "
2014,"AUG","EIWT","Weston","Ireland",44,NA,NA,NA,NA,"Weston (EIWT) "
2014,"AUG","EKCH","Copenhagen/ Kastrup","Denmark",11003,11010,294,9066,423,"Copenhagen/ Kastrup (EKCH) "
2014,"AUG","ELLX","Luxembourg","Luxembourg",2471,2469,78,1729,127,"Luxembourg (ELLX) "
2014,"AUG","ENBR","Bergen","Norway",4123,4125,55,3230,55,"Bergen (ENBR) "
2014,"AUG","ENGM","Oslo/ Gardermoen","Norway",10790,10740,515,10370,573,"Oslo/ Gardermoen (ENGM) "
2014,"AUG","ENHD","Haugesund","Norway",369,369,0,334,5,"Haugesund (ENHD) "
2014,"AUG","ENVA","Trondheim","Norway",2435,2436,114,2295,169,"Trondheim (ENVA) "
2014,"AUG","ENZV","Stavanger","Norway",3450,3480,21,2429,18,"Stavanger (ENZV) "
2014,"AUG","EPBY","Bydgoszcz","Poland",187,NA,NA,57,0,"Bydgoszcz (EPBY) "
2014,"AUG","EPGD","Gdansk","Poland",1737,NA,NA,1254,100,"Gdansk (EPGD) "
2014,"AUG","EPKK","Krakow - Balice","Poland",1825,NA,NA,1355,274,"Krakow - Balice (EPKK) "
2014,"AUG","EPKT","Katowice - Pyrzowice","Poland",1435,NA,NA,778,49,"Katowice - Pyrzowice (EPKT) "
2014,"AUG","EPLB","Lublin","Poland",127,NA,NA,18,0,"Lublin (EPLB) "
2014,"AUG","EPLL","Lodz - Lublinek","Poland",211,NA,NA,58,0,"Lodz - Lublinek (EPLL) "
2014,"AUG","EPMO","Warszawa/ Modlin","Poland",484,NA,NA,445,8,"Warszawa/ Modlin (EPMO) "
2014,"AUG","EPPO","Poznan - Lawica","Poland",905,NA,NA,495,42,"Poznan - Lawica (EPPO) "
2014,"AUG","EPRA","Radom","Poland",40,NA,NA,NA,NA,"Radom (EPRA) "
2014,"AUG","EPRZ","Rzeszow - Jasionka","Poland",456,NA,NA,258,5,"Rzeszow - Jasionka (EPRZ) "
2014,"AUG","EPSC","Szczecin - Goleniów","Poland",175,NA,NA,117,12,"Szczecin - Goleniów (EPSC) "
2014,"AUG","EPWA","Warszawa/ Chopina","Poland",6428,NA,NA,4784,1704,"Warszawa/ Chopina (EPWA) "
2014,"AUG","EPWR","Wroclaw/ Strachowice","Poland",1156,NA,NA,723,12,"Wroclaw/ Strachowice (EPWR) "
2014,"AUG","EPZG","Zielona Gora - Babimost","Poland",29,NA,NA,NA,NA,"Zielona Gora - Babimost (EPZG) "
2014,"AUG","ESSA","Stockholm/ Arlanda","Sweden",9502,8739,1474,7558,1352,"Stockholm/ Arlanda (ESSA) "
2014,"AUG","ESSB","Stockholm/ Bromma","Sweden",1874,NA,NA,823,11,"Stockholm/ Bromma (ESSB) "
2014,"AUG","EVRA","Riga","Latvia",3137,3157,12,2659,58,"Riga (EVRA) "
2014,"AUG","EVVA","Ventspils","Latvia",1,NA,NA,NA,NA,"Ventspils (EVVA) "
2014,"AUG","EYKA","Kaunas","Lithuania",320,NA,NA,242,0,"Kaunas (EYKA) "
2014,"AUG","EYPA","Palanga","Lithuania",126,NA,NA,99,0,"Palanga (EYPA) "
2014,"AUG","EYSA","Šiauliai","Lithuania",128,NA,NA,NA,NA,"Šiauliai (EYSA) "
2014,"AUG","EYVI","Vilnius","Lithuania",1666,NA,NA,999,24,"Vilnius (EYVI) "
2014,"AUG","GCFV","Fuerteventura","Spain",1985,NA,NA,1328,55,"Fuerteventura (GCFV) "
2014,"AUG","GCGM","La Gomera","Spain",64,NA,NA,61,0,"La Gomera (GCGM) "
2014,"AUG","GCHI","Hierro","Spain",161,NA,NA,155,51,"Hierro (GCHI) "
2014,"AUG","GCLA","La Palma","Spain",663,NA,NA,474,2,"La Palma (GCLA) "
2014,"AUG","GCLP","Gran Canaria","Spain",3943,3878,1005,2643,754,"Gran Canaria (GCLP) "
2014,"AUG","GCRR","Lanzarote","Spain",2367,NA,NA,1696,48,"Lanzarote (GCRR) "
2014,"AUG","GCTS","Tenerife Sur/Reina Sofia","Spain",2309,2300,290,1505,227,"Tenerife Sur/Reina Sofia (GCTS) "
2014,"AUG","GCXO","Tenerife North","Spain",2269,2196,110,1731,70,"Tenerife North (GCXO) "
2014,"AUG","GEML","Melilla","Spain",387,NA,NA,316,0,"Melilla (GEML) "
2014,"AUG","LATI","Tirana","Albania",904,NA,NA,471,73,"Tirana (LATI) "
2014,"AUG","LBSF","Sofia","Bulgaria",1901,NA,NA,1037,146,"Sofia (LBSF) "
2014,"AUG","LCLK","Larnaca","Cyprus",2698,NA,NA,1284,771,"Larnaca (LCLK) "
2014,"AUG","LCPH","Paphos","Cyprus",795,NA,NA,528,131,"Paphos (LCPH) "
2014,"AUG","LDZA","Zagreb","Croatia",1648,NA,NA,466,127,"Zagreb (LDZA) "
2014,"AUG","LDZL","Lucko","Croatia",54,NA,NA,NA,NA,"Lucko (LDZL) "
2014,"AUG","LEAB","Albacete","Spain",18,NA,NA,NA,NA,"Albacete (LEAB) "
2014,"AUG","LEAL","Alicante","Spain",4078,4072,971,2836,1106,"Alicante (LEAL) "
2014,"AUG","LEAM","Almeria","Spain",418,NA,NA,267,0,"Almeria (LEAM) "
2014,"AUG","LEAS","Asturias","Spain",606,NA,NA,415,26,"Asturias (LEAS) "
2014,"AUG","LEBA","Cordoba","Spain",6,NA,NA,NA,NA,"Cordoba (LEBA) "
2014,"AUG","LEBB","Bilbao","Spain",1843,1839,250,1168,281,"Bilbao (LEBB) "
2014,"AUG","LEBG","Burgos","Spain",59,NA,NA,9,0,"Burgos (LEBG) "
2014,"AUG","LEBL","Barcelona","Spain",14484,14440,7166,6719,5104,"Barcelona (LEBL) "
2014,"AUG","LEBZ","Badajoz","Spain",66,NA,NA,51,0,"Badajoz (LEBZ) "
2014,"AUG","LECO","La Coruna","Spain",472,NA,NA,267,51,"La Coruna (LECO) "
2014,"AUG","LECU","Madrid/Cuatro Viento","Spain",92,NA,NA,NA,NA,"Madrid/Cuatro Viento (LECU) "
2014,"AUG","LEDA","Lleida/Alguaire","Spain",38,NA,NA,29,0,"Lleida/Alguaire (LEDA) "
2014,"AUG","LEGE","Gerona","Spain",1194,NA,NA,951,56,"Gerona (LEGE) "
2014,"AUG","LEGR","Granada","Spain",307,NA,NA,141,33,"Granada (LEGR) "
2014,"AUG","LEGT","Madrid/Getafe","Spain",87,NA,NA,NA,NA,"Madrid/Getafe (LEGT) "
2014,"AUG","LEIB","Ibiza","Spain",5699,5632,467,2784,471,"Ibiza (LEIB) "
2014,"AUG","LEIZ","Abad","Spain",1,NA,NA,NA,NA,"Abad (LEIZ) "
2014,"AUG","LEJR","Jerez De La Frontera","Spain",632,NA,NA,279,43,"Jerez De La Frontera (LEJR) "
2014,"AUG","LELC","Murcia San Javier","Spain",547,NA,NA,388,21,"Murcia San Javier (LELC) "
2014,"AUG","LELL","Sabadell","Spain",81,NA,NA,NA,NA,"Sabadell (LELL) "
2014,"AUG","LELN","Leon","Spain",44,NA,NA,35,0,"Leon (LELN) "
2014,"AUG","LEMD","Madrid/ Barajas","Spain",14718,14674,11573,10974,9309,"Madrid/ Barajas (LEMD) "
2014,"AUG","LEMG","Málaga","Spain",6294,6270,2583,4039,2257,"Málaga (LEMG) "
2014,"AUG","LEMH","Mahon","Spain",2405,NA,NA,1272,113,"Mahon (LEMH) "
2014,"AUG","LEMO","Seville/Moron","Spain",225,NA,NA,NA,NA,"Seville/Moron (LEMO) "
2014,"AUG","LEPA","Palma de Mallorca","Spain",12793,12717,4678,9019,5648,"Palma de Mallorca (LEPA) "
2014,"AUG","LEPP","Noain Pamplona","Spain",108,NA,NA,84,0,"Noain Pamplona (LEPP) "
2014,"AUG","LERE","Valencia/Requena","Spain",1,NA,NA,NA,NA,"Valencia/Requena (LERE) "
2014,"AUG","LERJ","Logrono","Spain",23,NA,NA,23,0,"Logrono (LERJ) "
2014,"AUG","LERS","Reus","Spain",527,NA,NA,373,42,"Reus (LERS) "
2014,"AUG","LERT","Rota","Spain",95,NA,NA,NA,NA,"Rota (LERT) "
2014,"AUG","LESA","Salamanca Matalan","Spain",221,NA,NA,18,0,"Salamanca Matalan (LESA) "
2014,"AUG","LESB","Son Bonet","Spain",39,NA,NA,NA,NA,"Son Bonet (LESB) "
2014,"AUG","LESJ","Palma/Son San Juan","Spain",10,NA,NA,NA,NA,"Palma/Son San Juan (LESJ) "
2014,"AUG","LESO","San Sebastian","Spain",160,NA,NA,96,0,"San Sebastian (LESO) "
2014,"AUG","LEST","Santiago","Spain",947,NA,NA,625,138,"Santiago (LEST) "
2014,"AUG","LETO","Madrid/Torrejon","Spain",65,NA,NA,NA,NA,"Madrid/Torrejon (LETO) "
2014,"AUG","LEVC","Valencia","Spain",2477,2471,74,1816,161,"Valencia (LEVC) "
2014,"AUG","LEVD","Valladolid","Spain",156,NA,NA,93,10,"Valladolid (LEVD) "
2014,"AUG","LEVT","Vitoria","Spain",221,NA,NA,196,18,"Vitoria (LEVT) "
2014,"AUG","LEVX","Vigo","Spain",369,NA,NA,180,33,"Vigo (LEVX) "
2014,"AUG","LEXJ","Santander","Spain",414,NA,NA,327,0,"Santander (LEXJ) "
2014,"AUG","LEZG","Zaragoza","Spain",289,NA,NA,176,20,"Zaragoza (LEZG) "
2014,"AUG","LEZL","Sevilla","Spain",1450,1441,59,801,77,"Sevilla (LEZL) "
2014,"AUG","LFAQ","Albert-Bray","France",52,NA,NA,NA,NA,"Albert-Bray (LFAQ) "
2014,"AUG","LFBA","Agen-La Garenne","France",129,NA,NA,22,0,"Agen-La Garenne (LFBA) "
2014,"AUG","LFBD","Bordeaux-Mérignac","France",2481,NA,NA,1969,143,"Bordeaux-Mérignac (LFBD) "
2014,"AUG","LFBE","Bergerac-Roumanière","France",261,NA,NA,178,0,"Bergerac-Roumanière (LFBE) "
2014,"AUG","LFBH","La Rochelle-Ile de Ré","France",296,NA,NA,178,0,"La Rochelle-Ile de Ré (LFBH) "
2014,"AUG","LFBI","Poitiers-Biard","France",148,NA,NA,78,0,"Poitiers-Biard (LFBI) "
2014,"AUG","LFBL","Limoges-Bellegarde","France",238,NA,NA,125,13,"Limoges-Bellegarde (LFBL) "
2014,"AUG","LFBO","Toulouse-Blagnac","France",3212,NA,NA,2509,788,"Toulouse-Blagnac (LFBO) "
2014,"AUG","LFBP","Pau-Pyrénées","France",326,NA,NA,242,0,"Pau-Pyrénées (LFBP) "
2014,"AUG","LFBT","Tarbes-Lourdes Pyrénées","France",350,NA,NA,153,0,"Tarbes-Lourdes Pyrénées (LFBT) "
2014,"AUG","LFBZ","Biarritz-Bayonne-Anglet","France",753,NA,NA,527,254,"Biarritz-Bayonne-Anglet (LFBZ) "
2014,"AUG","LFCR","Rodez-Marcillac","France",167,NA,NA,91,0,"Rodez-Marcillac (LFCR) "
2014,"AUG","LFGJ","Dôle-Tavaux","France",195,NA,NA,35,0,"Dôle-Tavaux (LFGJ) "
2014,"AUG","LFJL","Metz-Nancy-Lorraine","France",197,NA,NA,101,0,"Metz-Nancy-Lorraine (LFJL) "
2014,"AUG","LFJR","Angers-Marcé","France",65,NA,NA,13,0,"Angers-Marcé (LFJR) "
2014,"AUG","LFKB","Bastia-Poretta","France",1104,NA,NA,509,34,"Bastia-Poretta (LFKB) "
2014,"AUG","LFKC","Calvi-Sainte-Catherine","France",564,NA,NA,194,349,"Calvi-Sainte-Catherine (LFKC) "
2014,"AUG","LFKF","Figari-Sud Corse","France",1063,NA,NA,226,175,"Figari-Sud Corse (LFKF) "
2014,"AUG","LFKJ","Ajaccio-Napoléon-Bonaparte","France",1313,NA,NA,561,31,"Ajaccio-Napoléon-Bonaparte (LFKJ) "
2014,"AUG","LFLB","Chambéry-Aix-les-Bains","France",82,NA,NA,NA,NA,"Chambéry-Aix-les-Bains (LFLB) "
2014,"AUG","LFLC","Clermont-Ferrand-Auvergne","France",398,NA,NA,253,27,"Clermont-Ferrand-Auvergne (LFLC) "
2014,"AUG","LFLI","Annemasse","France",86,NA,NA,NA,NA,"Annemasse (LFLI) "
2014,"AUG","LFLL","Lyon-Saint-Exupéry","France",4337,4342,645,3353,664,"Lyon-Saint-Exupéry (LFLL) "
2014,"AUG","LFLP","Annecy-Meythet","France",83,NA,NA,NA,NA,"Annecy-Meythet (LFLP) "
2014,"AUG","LFLS","Grenoble-Isère","France",96,NA,NA,NA,NA,"Grenoble-Isère (LFLS) "
2014,"AUG","LFLX","Châteauroux-Déols","France",80,NA,NA,NA,NA,"Châteauroux-Déols (LFLX) "
2014,"AUG","LFLY","Lyon-Bron","France",283,NA,NA,NA,NA,"Lyon-Bron (LFLY) "
2014,"AUG","LFMD","Cannes-Mandelieu","France",967,NA,NA,NA,NA,"Cannes-Mandelieu (LFMD) "
2014,"AUG","LFMH","Saint-Etienne-Bouthéon","France",131,NA,NA,28,0,"Saint-Etienne-Bouthéon (LFMH) "
2014,"AUG","LFMI","Istres-Le Tubé","France",91,NA,NA,NA,NA,"Istres-Le Tubé (LFMI) "
2014,"AUG","LFMK","Carcassonne-Salvaza","France",246,NA,NA,169,0,"Carcassonne-Salvaza (LFMK) "
2014,"AUG","LFML","Marseille-Provence","France",4362,NA,NA,2676,412,"Marseille-Provence (LFML) "
2014,"AUG","LFMN","Nice-Côte d’Azur","France",8087,NA,NA,4488,3346,"Nice-Côte d’Azur (LFMN) "
2014,"AUG","LFMP","Perpignan-Rivesaltes","France",407,NA,NA,243,35,"Perpignan-Rivesaltes (LFMP) "
2014,"AUG","LFMT","Montpellier-Méditerranée","France",1012,NA,NA,614,55,"Montpellier-Méditerranée (LFMT) "
2014,"AUG","LFMU","Béziers-Vias","France",232,NA,NA,111,33,"Béziers-Vias (LFMU) "
2014,"AUG","LFMV","Avignon-Caumont","France",298,NA,NA,18,0,"Avignon-Caumont (LFMV) "
2014,"AUG","LFOB","Beauvais-Tillé","France",1339,NA,NA,1257,162,"Beauvais-Tillé (LFOB) "
2014,"AUG","LFOH","Le Havre-Octeville","France",24,NA,NA,NA,NA,"Le Havre-Octeville (LFOH) "
2014,"AUG","LFOK","Châlons-Vatry","France",114,NA,NA,46,25,"Châlons-Vatry (LFOK) "
2014,"AUG","LFOT","Tours-Val de Loire","France",146,NA,NA,69,0,"Tours-Val de Loire (LFOT) "
2014,"AUG","LFPB","Paris-Le Bourget","France",1731,NA,NA,NA,NA,"Paris-Le Bourget (LFPB) "
2014,"AUG","LFPG","Paris-Charles-de-Gaulle","France",22017,22004,11453,16480,9012,"Paris-Charles-de-Gaulle (LFPG) "
2014,"AUG","LFPN","Toussus-le-Noble","France",253,NA,NA,NA,NA,"Toussus-le-Noble (LFPN) "
2014,"AUG","LFPO","Paris-Orly","France",10017,NA,NA,6480,2275,"Paris-Orly (LFPO) "
2014,"AUG","LFQQ","Lille-Lesquin","France",900,NA,NA,635,15,"Lille-Lesquin (LFQQ) "
2014,"AUG","LFRB","Brest-Bretagne","France",590,NA,NA,465,56,"Brest-Bretagne (LFRB) "
2014,"AUG","LFRD","Dinard-Pleurtuit-Saint-Malo","France",160,NA,NA,49,0,"Dinard-Pleurtuit-Saint-Malo (LFRD) "
2014,"AUG","LFRG","Deauville-Normandie","France",242,NA,NA,25,9,"Deauville-Normandie (LFRG) "
2014,"AUG","LFRH","Lorient-Lann Bihoué","France",24,NA,NA,6,0,"Lorient-Lann Bihoué (LFRH) "
2014,"AUG","LFRK","Caen-Carpiquet","France",240,NA,NA,74,0,"Caen-Carpiquet (LFRK) "
2014,"AUG","LFRM","Le Mans","France",32,NA,NA,NA,NA,"Le Mans (LFRM) "
2014,"AUG","LFRN","Rennes-Saint-Jacques","France",622,NA,NA,372,29,"Rennes-Saint-Jacques (LFRN) "
2014,"AUG","LFRO","Lannion","France",39,NA,NA,26,0,"Lannion (LFRO) "
2014,"AUG","LFRQ","Quimper-Pluguffan","France",149,NA,NA,77,3,"Quimper-Pluguffan (LFRQ) "
2014,"AUG","LFRS","Nantes-Atlantique","France",2367,NA,NA,1810,481,"Nantes-Atlantique (LFRS) "
2014,"AUG","LFRZ","Saint-Nazaire-Montoir","France",97,NA,NA,9,0,"Saint-Nazaire-Montoir (LFRZ) "
2014,"AUG","LFSB","Bâle-Mulhouse","France",3458,3462,280,2647,478,"Bâle-Mulhouse (LFSB) "
2014,"AUG","LFSL","Brive-Souillac","France",110,NA,NA,48,0,"Brive-Souillac (LFSL) "
2014,"AUG","LFST","Strasbourg-Entzheim","France",736,NA,NA,616,0,"Strasbourg-Entzheim (LFST) "
2014,"AUG","LFTH","Hyères-Le Palyvestre","France",742,NA,NA,258,60,"Hyères-Le Palyvestre (LFTH) "
2014,"AUG","LFTW","Nîmes-Garons","France",177,NA,NA,76,0,"Nîmes-Garons (LFTW) "
2014,"AUG","LGAV","Athens","Greece",8302,8312,3430,6450,2962,"Athens (LGAV) "
2014,"AUG","LGIR","Heraklion","Greece",4216,NA,NA,2024,811,"Heraklion (LGIR) "
2014,"AUG","LGKF","Kefallinia","Greece",528,NA,NA,310,90,"Kefallinia (LGKF) "
2014,"AUG","LGKO","Kos","Greece",1735,NA,NA,936,387,"Kos (LGKO) "
2014,"AUG","LGKR","Corfu","Greece",2093,NA,NA,1218,851,"Corfu (LGKR) "
2014,"AUG","LGMK","Mikonos","Greece",1526,NA,NA,700,322,"Mikonos (LGMK) "
2014,"AUG","LGPZ","Aktion","Greece",364,NA,NA,139,8,"Aktion (LGPZ) "
2014,"AUG","LGRP","Rodos","Greece",3313,NA,NA,1751,420,"Rodos (LGRP) "
2014,"AUG","LGSA","Khania/Souda","Greece",1718,NA,NA,1095,273,"Khania/Souda (LGSA) "
2014,"AUG","LGSK","Skiathos","Greece",402,NA,NA,228,20,"Skiathos (LGSK) "
2014,"AUG","LGSR","Santorini","Greece",1203,NA,NA,766,46,"Santorini (LGSR) "
2014,"AUG","LGTS","Thessaloniki","Greece",3027,NA,NA,2022,896,"Thessaloniki (LGTS) "
2014,"AUG","LGZA","Zakinthos","Greece",1070,NA,NA,493,197,"Zakinthos (LGZA) "
2014,"AUG","LHBP","Budapest/ Ferihegy","Hungary",3992,4000,647,3045,605,"Budapest/ Ferihegy (LHBP) "
2014,"AUG","LIBR","Brindisi","Italy",946,NA,NA,772,129,"Brindisi (LIBR) "
2014,"AUG","LICC","Catania","Italy",3521,3510,14649,2832,4497,"Catania (LICC) "
2014,"AUG","LIMC","Milan/ Malpensa","Italy",7618,7453,4341,5179,3119,"Milan/ Malpensa (LIMC) "
2014,"AUG","LIME","Bergamo","Italy",3391,3401,1484,2756,1447,"Bergamo (LIME) "
2014,"AUG","LIML","Milan/ Linate","Italy",4404,3780,1847,3724,1356,"Milan/ Linate (LIML) "
2014,"AUG","LIPH","Treviso","Italy",734,NA,NA,661,707,"Treviso (LIPH) "
2014,"AUG","LIPZ","Venice","Italy",4082,4081,10306,2961,1989,"Venice (LIPZ) "
2014,"AUG","LIRA","Rome/Ciampino","Italy",2099,NA,NA,1381,1925,"Rome/Ciampino (LIRA) "
2014,"AUG","LIRF","Rome/Fiumicino","Italy",15315,15314,31743,11548,25169,"Rome/Fiumicino (LIRF) "
2014,"AUG","LIRP","Pisa San Giusto","Italy",2555,NA,NA,1782,3793,"Pisa San Giusto (LIRP) "
2014,"AUG","LJLJ","Ljubljana","Slovenia",1282,NA,NA,222,13,"Ljubljana (LJLJ) "
2014,"AUG","LJMB","Maribor","Slovenia",70,NA,NA,12,0,"Maribor (LJMB) "
2014,"AUG","LJPZ","Portorož","Slovenia",68,NA,NA,NA,NA,"Portorož (LJPZ) "
2014,"AUG","LKKV","Karlovy Vary","Czech Republic",102,NA,NA,23,0,"Karlovy Vary (LKKV) "
2014,"AUG","LKMT","Ostrava","Czech Republic",402,NA,NA,64,0,"Ostrava (LKMT) "
2014,"AUG","LKPR","Prague","Czech Republic",5879,5857,1205,3462,1548,"Prague (LKPR) "
2014,"AUG","LKTB","Brno-Turany","Czech Republic",500,NA,NA,66,7,"Brno-Turany (LKTB) "
2014,"AUG","LMML","Malta","Malta",2151,2204,468,1698,585,"Malta (LMML) "
2014,"AUG","LOWG","Graz","Austria",856,NA,NA,528,17,"Graz (LOWG) "
2014,"AUG","LOWI","Innsbruck","Austria",628,NA,NA,372,38,"Innsbruck (LOWI) "
2014,"AUG","LOWK","Klagenfurt","Austria",371,NA,NA,182,0,"Klagenfurt (LOWK) "
2014,"AUG","LOWL","Linz","Austria",762,NA,NA,469,14,"Linz (LOWL) "
2014,"AUG","LOWS","Salzburg","Austria",1387,NA,NA,706,289,"Salzburg (LOWS) "
