"YEAR","MONTH","NAME","TYPE","FLIGHTS_TOTAL","DELAY","A","C","D","E","G","I","M","N","O","P","R","S","T","V","W","NA","FLIGHTS_DELAYED","FLIGHTS_DELAYED_15","DELAY_AVG","A_AVG","C_AVG","D_AVG","E_AVG","G_AVG","I_AVG","M_AVG","N_AVG","O_AVG","P_AVG","R_AVG","S_AVG","T_AVG","V_AVG","W_AVG","NA_AVG"
2012,"AUG","HCAA","ANSP (AUA)",81771,25201,0,4119,0,0,0,0,0,0,0,0,0,21082,0,0,0,0,1290,748,0.308189945090558,0,0.0503723814066111,0,0,0,0,0,0,0,0,0,0.257817563683947,0,0,0,0
2012,"AUG","HungaroControl (EC)","ANSP (AUA)",65354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","IAA","ANSP (AUA)",49300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"AUG","LFV","ANSP (AUA)",59982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"AUG","LGS","ANSP (AUA)",22194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"AUG","LPS","ANSP (AUA)",42983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","LVNL","ANSP (AUA)",50697,11853,0,8265,0,0,461,0,0,0,0,0,0,0,0,0,3127,0,727,364,0.233800816616368,0,0.163027398070892,0,0,0.00909324023117739,0,0,0,0,0,0,0,0,0,0.0616801783142987,0
2012,"AUG","M-NAV","ANSP (AUA)",15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","MATS","ANSP (AUA)",10535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","MoldATSA","ANSP (AUA)",7089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","MUAC","ANSP (AUA)",147413,807,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,14,0.00547441541790751,0,0.00547441541790751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"AUG","NATS (Continental)","ANSP (AUA)",205214,13120,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,10930,0,764,386,0.0639332599140409,0,0.0106717865252858,0,0,0,0,0,0,0,0,0,0,0,0,0.0532614733887551,0
2012,"AUG","NAV Portugal (Continental)","ANSP (AUA)",41788,22477,0,15683,0,0,0,0,0,0,0,0,0,6794,0,0,0,0,1616,623,0.537881688523021,0,0.375299128936537,0,0,0,0,0,0,0,0,0,0.162582559586484,0,0,0,0
2012,"AUG","NAVIAIR","ANSP (AUA)",53085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"AUG","ONDA","ANSP (AUA)",28808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","Oro Navigacija","ANSP (AUA)",19473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","PANSA","ANSP (AUA)",64925,66678,0,46401,0,0,0,0,0,0,0,0,0,16121,0,0,4156,0,4185,1960,1.02700038505968,0,0.714686176357335,0,0,0,0,0,0,0,0,0,0.248301886792453,0,0,0.064012321909896,0
2012,"AUG","ROMATSA","ANSP (AUA)",54608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","SES Area","AREA (AUA)",855392,596073,710,404247,0,0,622,0,2049,0,47,1050,60,99306,1699,0,86276,7,37083,16899,0.696841915753245,0.000830028805506715,0.472586837379821,0,0,0.000727151995810108,0,0.00239539298941304,0,5.49455688152332e-05,0.00122750738842542,7.01432793385956e-05,0.11609414163331,0.0019862238599379,0,0.100861359470278,8.18338258950282e-06
2012,"AUG","Skyguide","ANSP (AUA)",110417,20695,710,14744,0,0,161,0,0,0,0,0,0,0,0,0,5080,0,1301,579,0.187425849280455,0.00643016926741353,0.13353016292781,0,0,0.00145810880570927,0,0,0,0,0,0,0,0,0,0.0460074082795222,0
2012,"AUG","Slovenia Control","ANSP (AUA)",31136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","SMATSA","ANSP (AUA)",64049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"AUG","UkSATSE","ANSP (AUA)",49529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","Albcontrol","ANSP (AUA)",11624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","ANA LUX","ANSP (AUA)",4454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","ANS CR","ANSP (AUA)",44684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","ANS Finland","ANSP (AUA)",17026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","ARMATS","ANSP (AUA)",4385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","Austro Control","ANSP (AUA)",57772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","Avinor","ANSP (AUA)",42950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","Belgocontrol","ANSP (AUA)",38003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","BULATSA","ANSP (AUA)",31448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","Croatia Control","ANSP (AUA)",28588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","DCAC Cyprus","ANSP (AUA)",18919,6246,0,4545,0,0,0,0,0,0,354,0,0,1319,0,0,0,28,398,172,0.330144299381574,0,0.240234684708494,0,0,0,0,0,0,0.0187113483799355,0,0,0.0697182726359744,0,0,0,0.00147999365717004
2012,"DEC","DFS","ANSP (AUA)",187736,42192,0,11438,0,0,0,0,0,217,4930,11381,0,12713,0,0,1513,0,2467,1167,0.224741125836281,0,0.0609259811650403,0,0,0,0,0,0.0011558784676354,0.0262602803937444,0.0606223633187029,0,0.0677174329910086,0,0,0.00805918950014915,0
2012,"DEC","DHMI","ANSP (AUA)",70601,12739,0,8450,0,761,0,0,0,0,3528,0,0,0,0,0,0,0,718,346,0.180436537726095,0,0.119686689990227,0,0.0107788841517826,0,0,0,0,0.0499709635840852,0,0,0,0,0,0,0
2012,"DEC","DSNA","ANSP (AUA)",189930,54150,0,22837,0,0,0,1937,2553,0,10662,10567,0,966,3681,0,947,0,3027,1479,0.285105038698468,0,0.120239035434107,0,0,0,0.0101984941820671,0.0134417943452851,0,0.0561364713315432,0.0556362870531248,0,0.00508608434686463,0.0193808245142947,0,0.00498604749118096,0
2012,"DEC","EANS","ANSP (AUA)",13371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","ENAIRE","ANSP (AUA)",106447,19715,0,18594,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,1129,582,0.185209540898287,0,0.174678478491644,0,0,0,0,0,0,0,0,0,0,0,0,0.0105310624066437,0
2012,"DEC","ENAV","ANSP (AUA)",99361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","EUROCONTROL Area (MS)","AREA (AUA)",662774,179915,0,87949,0,761,0,1937,2553,217,19474,21948,0,34153,7314,0,3581,28,10585,5031,0.271457540579443,0,0.132698325522727,0,0.00114820436528892,0,0.00292256485619532,0.00385199178000344,0.000327411757250586,0.0293825647958429,0.0331153605904879,0,0.0515303859234068,0.0110354359102801,0,0.0054030483996053,4.22466783549143e-05
2012,"DEC","HCAA","ANSP (AUA)",33178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","HungaroControl (EC)","ANSP (AUA)",36741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","IAA","ANSP (AUA)",37254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","LFV","ANSP (AUA)",48669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","LGS","ANSP (AUA)",16581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","LPS","ANSP (AUA)",23805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","LVNL","ANSP (AUA)",38350,2921,0,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,83,0.0761668839634941,0,0.0761668839634941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","M-NAV","ANSP (AUA)",5372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","MATS","ANSP (AUA)",7556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","MoldATSA","ANSP (AUA)",4856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","MUAC","ANSP (AUA)",113118,1653,0,865,0,0,0,0,0,0,0,0,0,788,0,0,0,0,121,43,0.0146130589296133,0,0.00764688201700879,0,0,0,0,0,0,0,0,0,0.00696617691260454,0,0,0,0
2012,"DEC","NATS (Continental)","ANSP (AUA)",150407,1061,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,31,0.00705419295644485,0,0.00705419295644485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","NAV Portugal (Continental)","ANSP (AUA)",33216,22274,0,10677,0,0,0,0,0,0,0,0,0,10791,806,0,0,0,1433,635,0.670580443159923,0,0.321441473988439,0,0,0,0,0,0,0,0,0,0.324873554913295,0.0242654142581888,0,0,0
2012,"DEC","NAVIAIR","ANSP (AUA)",43407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"DEC","ONDA","ANSP (AUA)",27269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","Oro Navigacija","ANSP (AUA)",14640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","PANSA","ANSP (AUA)",47779,13596,0,3406,0,0,0,0,0,0,0,0,0,7363,2827,0,0,0,828,397,0.28456016241445,0,0.0712865484836434,0,0,0,0,0,0,0,0,0,0.154105360095439,0.059168253835367,0,0,0
2012,"DEC","ROMATSA","ANSP (AUA)",30602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","SES Area","AREA (AUA)",620902,167176,0,79499,0,0,0,1937,2553,217,15946,21948,0,34153,7314,0,3581,28,9867,4685,0.269246998721215,0,0.128037919027479,0,0,0,0.00311965495359976,0.00411175998788859,0.000349491546169927,0.0256819916830675,0.0353485735269012,0,0.0550054597988088,0.0117796367220592,0,0.00576741579186409,4.50956833767648e-05
2012,"DEC","Skyguide","ANSP (AUA)",80103,3368,0,3155,0,0,0,0,0,0,0,0,0,213,0,0,0,0,171,96,0.0420458659475925,0,0.0393867895085078,0,0,0,0,0,0,0,0,0,0.00265907643908468,0,0,0,0
2012,"DEC","Slovenia Control","ANSP (AUA)",15728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","SMATSA","ANSP (AUA)",31184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"DEC","UkSATSE","ANSP (AUA)",33464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","Albcontrol","ANSP (AUA)",10435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","ANA LUX","ANSP (AUA)",4611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","ANS CR","ANSP (AUA)",43916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","ANS Finland","ANSP (AUA)",19334,723,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,32,20,0.0373952622323368,0,0,0,0,0,0,0,0,0,0,0,0.0373952622323368,0,0,0,0
2012,"FEB","ARMATS","ANSP (AUA)",4238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","Austro Control","ANSP (AUA)",57148,35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,4,1,0.000612444879960804,0,0,0,0,0,0,0,0,0,0,0,0,0.000612444879960804,0,0,0
2012,"FEB","Avinor","ANSP (AUA)",44317,5356,0,0,0,0,0,0,0,0,0,0,0,181,5175,0,0,0,263,147,0.120856556174831,0,0,0,0,0,0,0,0,0,0,0,0.0040842114764086,0.116772344698423,0,0,0
2012,"FEB","Belgocontrol","ANSP (AUA)",40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","BULATSA","ANSP (AUA)",28469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","Croatia Control","ANSP (AUA)",25727,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,14,6,0.0089788937691919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089788937691919,0
2012,"FEB","DCAC Cyprus","ANSP (AUA)",17598,33221,0,23187,0,0,0,0,0,0,0,0,0,10034,0,0,0,0,1760,1005,1.88777133765201,0,1.31759290828503,0,0,0,0,0,0,0,0,0,0.570178429366973,0,0,0,0
2012,"FEB","DFS","ANSP (AUA)",193694,54239,0,22606,0,0,0,0,1222,0,1175,5697,0,20761,2778,0,0,0,3454,1633,0.280024161822256,0,0.116709861947195,0,0,0,0,0.00630892025566099,0,0.00606626947659711,0.0294123720920627,0,0.107184528173304,0.0143422098774355,0,0,0
2012,"FEB","DHMI","ANSP (AUA)",62368,15329,0,1654,0,0,0,0,0,0,13675,0,0,0,0,0,0,0,810,449,0.245783093894305,0,0.0265200102616727,0,0,0,0,0,0,0.219263083632632,0,0,0,0,0,0,0
2012,"FEB","DSNA","ANSP (AUA)",190542,98227,0,39955,0,0,0,42789,2145,39,0,56,0,2712,6770,0,3751,10,4083,2366,0.515513640037367,0,0.209691301655278,0,0,0,0.224564662908965,0.0112573605819189,0.000204679283307617,0,0.000293898458082732,0,0.0142330824700066,0.0355302243075018,0,0.0196859485047916,5.24818675147736e-05
2012,"FEB","EANS","ANSP (AUA)",12930,120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0.00928074245939675,0,0.00928074245939675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","ENAIRE","ANSP (AUA)",108468,11568,0,11374,0,0,0,0,0,0,194,0,0,0,0,0,0,0,832,311,0.106648965593539,0,0.104860419662942,0,0,0,0,0,0,0.00178854593059704,0,0,0,0,0,0,0
2012,"FEB","ENAV","ANSP (AUA)",95336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","EUROCONTROL Area (MS)","AREA (AUA)",671984,240631,0,113331,0,0,67,42789,3367,39,17591,5753,0,38717,14770,0,4197,10,12570,6511,0.358090371199314,0,0.168651336936594,0,0,9.97047548751161e-05,0.0636756232291245,0.00501053596514203,5.80370961213362e-05,0.0261777066120622,0.00856121574323198,0,0.0576159551417891,0.0219796899926189,0,0.00624568442105764,1.48813066977785e-05
2012,"FEB","HCAA","ANSP (AUA)",32229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","HungaroControl (EC)","ANSP (AUA)",33531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","IAA","ANSP (AUA)",36120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","LFV","ANSP (AUA)",52703,3345,0,798,0,0,0,0,0,0,2547,0,0,0,0,0,0,0,260,82,0.0634688727396922,0,0.0151414530482136,0,0,0,0,0,0,0.0483274196914787,0,0,0,0,0,0,0
2012,"FEB","LGS","ANSP (AUA)",15642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","LPS","ANSP (AUA)",21616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","LVNL","ANSP (AUA)",40109,711,0,644,0,0,67,0,0,0,0,0,0,0,0,0,0,0,57,23,0.0177266947567878,0,0.0160562467276671,0,0,0.00167044802912065,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","M-NAV","ANSP (AUA)",4991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","MATS","ANSP (AUA)",5478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","MoldATSA","ANSP (AUA)",3691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","MUAC","ANSP (AUA)",112799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","NATS (Continental)","ANSP (AUA)",152472,3933,0,3718,0,0,0,0,0,0,0,0,0,0,0,0,215,0,233,107,0.0257949000472218,0,0.0243848050789653,0,0,0,0,0,0,0,0,0,0,0,0,0.00141009496825647,0
2012,"FEB","NAV Portugal (Continental)","ANSP (AUA)",31836,413,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,0.0129727352682498,0,0.0129727352682498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","NAVIAIR","ANSP (AUA)",46285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"FEB","ONDA","ANSP (AUA)",25067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","Oro Navigacija","ANSP (AUA)",13900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","PANSA","ANSP (AUA)",44506,3656,0,2762,0,0,0,0,0,0,0,0,0,894,0,0,0,0,252,89,0.0821462274749472,0,0.0620590482182178,0,0,0,0,0,0,0,0,0,0.0200871792567294,0,0,0,0
2012,"FEB","ROMATSA","ANSP (AUA)",28195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","SES Area","AREA (AUA)",634783,225191,0,111797,0,0,67,42789,3367,39,3916,5753,0,38717,14770,0,3966,10,11760,6057,0.354752726522292,0,0.176118453077666,0,0,0.000105547880141718,0.067407287214686,0.00530417481249498,6.14383182914476e-05,0.0061690372930592,0.00906293961873585,0,0.060992496648461,0.0232677938760175,0,0.00624780436779183,1.5753414946525e-05
2012,"FEB","Skyguide","ANSP (AUA)",83054,9644,0,6220,0,0,0,0,0,0,0,0,0,3412,12,0,0,0,485,259,0.116117224937992,0,0.0748910347484769,0,0,0,0,0,0,0,0,0,0.0410817058781034,0.000144484311411853,0,0,0
2012,"FEB","Slovenia Control","ANSP (AUA)",15111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","SMATSA","ANSP (AUA)",28512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"FEB","UkSATSE","ANSP (AUA)",28251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"JAN","Albcontrol","ANSP (AUA)",12134,1536,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,37,0.126586451293885,0,0.126586451293885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"JAN","ANA LUX","ANSP (AUA)",4420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
