"YEAR","MONTH","NAME","TYPE","FLIGHTS_TOTAL","DELAY","A","C","D","E","G","I","M","N","O","P","R","S","T","V","W","NA","FLIGHTS_DELAYED","FLIGHTS_DELAYED_15","DELAY_AVG","A_AVG","C_AVG","D_AVG","E_AVG","G_AVG","I_AVG","M_AVG","N_AVG","O_AVG","P_AVG","R_AVG","S_AVG","T_AVG","V_AVG","W_AVG","NA_AVG"
2018,"JAN","Slovakia","COUNTRY (FIR)",33756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JAN","Slovenia","COUNTRY (FIR)",22338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JAN","Slovenia Control","ANSP (AUA)",17569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JAN","SMATSA","ANSP (AUA)",38169,460,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,24,14,0.012051664963714,0,0,0,0,0,0,0.012051664963714,0,0,0,0,0,0,0,0,0
2018,"JAN","Spain","COUNTRY (FIR)",134058,10231,0,4682,0,0,0,0,0,0,0,0,196,0,0,0,5353,0,613,234,0.0763177132286025,0,0.0349251816377986,0,0,0,0,0,0,0,0,0.00146205373793433,0,0,0,0.0399304778528697,0
2018,"JAN","Spain Canarias","COUNTRY (FIR)",29825,6135,0,951,0,0,0,0,0,0,0,0,47,0,0,0,5137,0,288,145,0.205699916177703,0,0.0318860016764459,0,0,0,0,0,0,0,0,0.00157585917854149,0,0,0,0.172238055322716,0
2018,"JAN","Spain Continental","COUNTRY (FIR)",123767,4096,0,3731,0,0,0,0,0,0,0,0,149,0,0,0,216,0,325,89,0.0330944435915874,0,0.0301453537695832,0,0,0,0,0,0,0,0,0.00120387502322913,0,0,0,0.00174521479877512,0
2018,"JAN","SW FAB","FAB (FIR)",139336,12489,0,6940,0,0,0,0,0,0,0,0,196,0,0,0,5353,0,789,283,0.0896322558419935,0,0.0498076591835563,0,0,0,0,0,0,0,0,0.00140667164264799,0,0,0,0.0384179250157892,0
2018,"JAN","Sweden","COUNTRY (FIR)",61275,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.000685434516523868,0,0.000685434516523868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JAN","Switzerland","COUNTRY (FIR)",77111,1476,0,494,0,0,0,0,0,0,0,853,7,122,0,0,0,0,81,41,0.0191412379556743,0,0.00640634928868774,0,0,0,0,0,0,0,0.0110619755936248,9.07782287870732e-05,0.0015821348445747,0,0,0,0
2018,"JAN","Turkey","COUNTRY (FIR)",105420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JAN","UK-Ireland FAB","FAB (FIR)",180747,11427,0,1034,0,0,0,0,2679,0,0,4528,27,3159,0,0,0,0,724,290,0.0632209663230925,0,0.00572070352481646,0,0,0,0,0.0148218227688426,0,0,0.0250515914510338,0.000149380072698302,0.0174774685057013,0,0,0,0
2018,"JAN","UK Continental","COUNTRY (FIR)",178545,11427,0,1034,0,0,0,0,2679,0,0,4528,27,3159,0,0,0,0,724,290,0.0640006720994707,0,0.0057912571060517,0,0,0,0,0.0150046206838612,0,0,0.0253605533618976,0.000151222380912375,0.0176930185667479,0,0,0,0
2018,"JAN","UK Oceanic","COUNTRY (FIR)",33707,169,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,11,6,0.00501379535408075,0,0,0,0,0,0,0,0,0.00501379535408075,0,0,0,0,0,0,0
2018,"JAN","Ukraine","COUNTRY (FIR)",16644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JAN","UkSATSE","ANSP (AUA)",16645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JAN","United Kingdom","COUNTRY (FIR)",184255,11596,0,1034,0,0,0,0,2679,0,169,4528,27,3159,0,0,0,0,735,296,0.0629345200944343,0,0.00561178801118016,0,0,0,0,0.0145396325744213,0,0.000917207131421128,0.024574638408727,0.000146536050582074,0.0171447179181026,0,0,0,0
2018,"JUL","Albania","COUNTRY (FIR)",25949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Albcontrol","ANSP (AUA)",25948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","ANA LUX","ANSP (AUA)",7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","ANS CR","ANSP (AUA)",90180,76411,0,50135,0,0,0,0,0,0,0,0,0,4324,0,0,21952,0,4967,1796,0.847316478154801,0,0.555943668219117,0,0,0,0,0,0,0,0,0,0.047948547349745,0,0,0.243424262585939,0
2018,"JUL","ANS Finland","ANSP (AUA)",21852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JUL","ARMATS","ANSP (AUA)",7207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Armenia","COUNTRY (FIR)",7207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Austria","COUNTRY (FIR)",137866,213223,0,57397,0,0,0,0,0,0,0,0,0,46225,0,0,109601,0,8986,5554,1.54659596999985,0,0.416324547023922,0,0,0,0,0,0,0,0,0,0.335289338923302,0,0,0.794982084052631,0
2018,"JUL","Austro Control","ANSP (AUA)",113413,213223,0,57397,0,0,0,0,0,0,0,0,0,46225,0,0,109601,0,8986,5554,1.88005784169363,0,0.506088367294755,0,0,0,0,0,0,0,0,0,0.407581141491716,0,0,0.966388332907162,0
2018,"JUL","Avinor","ANSP (AUA)",52415,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,69,22,0.0179719545931508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179719545931508,0
2018,"JUL","Baltic FAB","FAB (FIR)",101879,48293,0,32960,0,0,0,0,0,0,0,0,193,11725,0,0,3415,0,3238,1209,0.474023105841243,0,0.3235210396647,0,0,0,0,0,0,0,0,0.00189440414609488,0.115087505766645,0,0,0.0335201562638031,0
2018,"JUL","Belgium","COUNTRY (FIR)",121732,243726,0,71544,0,0,0,0,13862,0,0,0,0,99010,7442,0,51868,0,12266,6287,2.00215226891861,0,0.587717280583577,0,0,0,0,0.113873098281471,0,0,0,0,0.81334406729537,0.0611342950087077,0,0.426083527749482,0
2018,"JUL","Belgocontrol","ANSP (AUA)",63039,18025,0,2446,0,0,0,0,1073,0,0,0,0,5449,7442,0,1615,0,883,362,0.285934104284649,0,0.0388013769253954,0,0,0,0,0.0170212090927838,0,0,0,0,0.0864385539110709,0.118053903139326,0,0.0256190612160726,0
2018,"JUL","BLUE MED FAB","FAB (FIR)",305977,297475,0,139168,0,0,0,0,7827,0,1724,0,0,129356,4892,0,14508,0,14148,8032,0.97221359775408,0,0.454831572307722,0,0,0,0,0.0255803540789014,0,0.00563441042954209,0,0,0.422763802508032,0.0159881298267517,0,0.0474153286031303,0
2018,"JUL","Bosnia & Herzegovina","COUNTRY (FIR)",47207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JUL","BULATSA","ANSP (AUA)",99350,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,0,127,39,0.0175037745344741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175037745344741,0
2018,"JUL","Bulgaria","COUNTRY (FIR)",99351,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,0,127,39,0.017503598353313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017503598353313,0
2018,"JUL","Croatia","COUNTRY (FIR)",80856,100248,0,64769,0,0,0,0,0,0,0,0,0,8560,0,0,26919,0,6076,2598,1.23983377856931,0,0.801041357475017,0,0,0,0,0,0,0,0,0,0.105867220738102,0,0,0.332925200356189,0
2018,"JUL","Croatia Control","ANSP (AUA)",80091,100248,0,64769,0,0,0,0,0,0,0,0,0,8560,0,0,26919,0,6076,2598,1.25167621830168,0,0.808692612153675,0,0,0,0,0,0,0,0,0,0.106878425790663,0,0,0.336105180357344,0
2018,"JUL","Cyprus","COUNTRY (FIR)",40630,87762,0,30317,0,0,0,0,7827,0,1724,0,0,47682,212,0,0,0,4091,2349,2.16002953482648,0,0.746172778734925,0,0,0,0,0.192640905734679,0,0.0424317007137583,0,0,1.17356633029781,0.00521781934531135,0,0,0
2018,"JUL","Czech Republic","COUNTRY (FIR)",92078,76411,0,50135,0,0,0,0,0,0,0,0,0,4324,0,0,21952,0,4967,1796,0.829850778687634,0,0.544484024414084,0,0,0,0,0,0,0,0,0,0.0469601859293208,0,0,0.23840656834423,0
2018,"JUL","DANUBE FAB","FAB (FIR)",116557,46942,0,12760,0,0,0,0,0,0,0,0,0,0,0,0,34182,0,2028,1274,0.402738574259804,0,0.109474334445808,0,0,0,0,0,0,0,0,0,0,0,0,0.293264239813997,0
2018,"JUL","DCAC Cyprus","ANSP (AUA)",40630,87762,0,30317,0,0,0,0,7827,0,1724,0,0,47682,212,0,0,0,4091,2349,2.16002953482648,0,0.746172778734925,0,0,0,0,0.192640905734679,0,0.0424317007137583,0,0,1.17356633029781,0.00521781934531135,0,0,0
2018,"JUL","Denmark","COUNTRY (FIR)",61708,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,21,12,0.00656316847086277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656316847086277,0
2018,"JUL","DFS","ANSP (AUA)",300814,949415,0,496098,0,0,255,0,64425,0,619,0,0,139354,105,146,248413,0,50386,23583,3.15615297160372,0,1.64918521079471,0,0,0.000847699907584089,0,0.214168888416098,0,0.00205774997174334,0,0,0.463256364397934,0.00034905290312286,0.000485349751008929,0.825802655461514,0
2018,"JUL","DHMI","ANSP (AUA)",154360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JUL","DK-SE FAB","FAB (FIR)",98076,10037,0,682,0,0,0,0,0,0,0,0,0,1875,0,0,7480,0,507,273,0.102339002406297,0,0.0069537909376402,0,0,0,0,0,0,0,0,0,0.0191178269913129,0,0,0.0762673844773441,0
2018,"JUL","DSNA","ANSP (AUA)",337069,1367592,0,341346,0,312,0,0,16733,0,11798,518,0,600398,24477,0,372010,0,59861,32989,4.05730577418867,0,1.01268879665588,0,0.000925626503772225,0,0,0.0496426547680149,0,0.0350017355496946,0.00153677733639107,0,1.78123173593537,0.0726171792718998,0,1.10366126816765,0
2018,"JUL","EANS","ANSP (AUA)",23110,5770,0,3643,0,0,0,0,0,0,0,0,0,0,0,0,2127,0,338,155,0.249675465166595,0,0.157637386412808,0,0,0,0,0,0,0,0,0,0,0,0,0.0920380787537862,0
2018,"JUL","ENAIRE","ANSP (AUA)",216227,208987,0,152439,0,0,0,0,0,0,6796,1707,54,6879,0,0,41112,0,12019,5077,0.966516669981085,0,0.704995213363733,0,0,0,0,0,0,0.0314299324321199,0.00789448126274702,0.000249737544339976,0.0318137882873092,0,0,0.190133517090835,0
2018,"JUL","ENAV","ANSP (AUA)",194877,6014,0,0,0,0,0,0,0,0,0,0,0,0,3302,0,2712,0,290,149,0.0308604914895036,0,0,0,0,0,0,0,0,0,0,0,0,0.016944021100489,0,0.0139164703890146,0
2018,"JUL","Estonia","COUNTRY (FIR)",23110,5770,0,3643,0,0,0,0,0,0,0,0,0,0,0,0,2127,0,338,155,0.249675465166595,0,0.157637386412808,0,0,0,0,0,0,0,0,0,0,0,0,0.0920380787537862,0
2018,"JUL","EUROCONTROL Area (MS)","AREA (AUA)",1073954,4163742,161,1600984,0,312,1048,0,112302,0,22831,31396,247,1125833,36916,146,1231566,0,204380,103673,3.8770208034981,0.000149913310998423,1.49073796456831,0,0.000290515236220546,0.000975833229356192,0,0.104568724544999,0,0.0212588248658695,0.02923402678327,0.000229991228674599,1.04830653826886,0.0343739117317874,0.000135946232333973,1.14675861349741,0
2018,"JUL","FAB CE","FAB (FIR)",251254,554825,0,222098,0,0,0,0,4740,0,0,0,0,75979,0,0,252008,0,28128,14177,2.20822355066984,0,0.883958066339242,0,0,0,0,0.0188653712975714,0,0,0,0,0.302399165784425,0,0,1.0030009472486,0
2018,"JUL","FAB CE (SES RP1)","FAB (FIR)",226238,454577,0,157329,0,0,0,0,4740,0,0,0,0,67419,0,0,225089,0,22052,11579,2.00928668039852,0,0.69541367939957,0,0,0,0,0.0209513874769049,0,0,0,0,0.298000335929419,0,0,0.994921277592624,0
2018,"JUL","FAB CE (SES RP2)","FAB (FIR)",250334,554825,0,222098,0,0,0,0,4740,0,0,0,0,75979,0,0,252008,0,28128,14177,2.21633897113456,0,0.887206691859675,0,0,0,0,0.0189347032364761,0,0,0,0,0.303510509958695,0,0,1.00668706607972,0
2018,"JUL","FABEC","FAB (FIR)",618321,2728918,161,958711,0,312,848,0,96387,0,12563,518,0,886681,32024,146,740567,0,131795,67109,4.41343250512274,0.000260382552104813,1.55050693733514,0,0.000504592274886345,0.00137145592661417,0,0.155885049998302,0,0.020317925478837,0.00083775255894592,0,1.43401404771955,0.0517918686248728,0.000236123308119892,1.19770636934537,0
2018,"JUL","Finland","COUNTRY (FIR)",23017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"JUL","France","COUNTRY (FIR)",344079,1367592,0,341346,0,312,0,0,16733,0,11798,518,0,600398,24477,0,372010,0,59861,32989,3.97464535760683,0,0.992057056664313,0,0.00090676850374478,0,0,0.0486312736319276,0,0.0342886372025029,0.00150546822096088,0,1.74494229522871,0.0711377329043621,0,1.08117612525031,0
2018,"JUL","FYR Macedonia","COUNTRY (FIR)",26353,2975,0,536,0,0,0,0,0,0,0,0,0,68,0,0,2371,0,156,77,0.11289037301256,0,0.0203392403141957,0,0,0,0,0,0,0,0,0,0.00258035138314423,0,0,0.0899707813152203,0
2018,"JUL","Georgia","COUNTRY (FIR)",15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Germany","COUNTRY (FIR)",328812,979633,0,499333,0,0,255,0,65028,0,619,0,0,159666,105,146,254481,0,52205,24368,2.97931036580173,0,1.51859725314161,0,0,0.000775519141637167,0,0.197766504872085,0,0.00188253470068002,0,0,0.485584467720156,0.000319331411262363,0.000444022724231476,0.77394073209007,0
2018,"JUL","Greece","COUNTRY (FIR)",109653,203699,0,108851,0,0,0,0,0,0,0,0,0,81674,1378,0,11796,0,9767,5534,1.85766919281734,0,0.992686018622381,0,0,0,0,0,0,0,0,0,0.744840542438419,0.0125669156338632,0,0.107575716122678,0
2018,"JUL","HCAA","ANSP (AUA)",109626,203699,0,108851,0,0,0,0,0,0,0,0,0,81674,1378,0,11796,0,9767,5534,1.85812672176309,0,0.992930509185777,0,0,0,0,0,0,0,0,0,0.74502399065915,0.0125700107638699,0,0.107602211154288,0
2018,"JUL","HungaroControl (EC)","ANSP (AUA)",102884,123828,0,29560,0,0,0,0,0,0,0,0,0,16630,0,0,77638,0,5684,3149,1.20356906807667,0,0.287313868045566,0,0,0,0,0,0,0,0,0,0.161638349986392,0,0,0.754616850044711,0
2018,"JUL","Hungary","COUNTRY (FIR)",103208,123828,0,29560,0,0,0,0,0,0,0,0,0,16630,0,0,77638,0,5684,3149,1.19979071389815,0,0.286411906053794,0,0,0,0,0,0,0,0,0,0.161130920083714,0,0,0.752247887760639,0
2018,"JUL","IAA","ANSP (AUA)",63547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Ireland","COUNTRY (FIR)",55327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Israel AA","ANSP (AUA)",20306,25642,0,24045,0,0,1597,0,0,0,0,0,0,0,0,0,0,0,1025,680,1.26277947404708,0,1.18413276863981,0,0,0.0786467054072688,0,0,0,0,0,0,0,0,0,0,0
2018,"JUL","Italy","COUNTRY (FIR)",209194,6014,0,0,0,0,0,0,0,0,0,0,0,0,3302,0,2712,0,290,149,0.0287484344675277,0,0,0,0,0,0,0,0,0,0,0,0,0.0157843915217454,0,0.0129640429457824,0
2018,"JUL","Latvia","COUNTRY (FIR)",28975,2378,0,127,0,0,200,0,0,0,0,0,0,1569,0,0,482,0,154,57,0.0820707506471096,0,0.00438308886971527,0,0,0.00690250215703192,0,0,0,0,0,0,0.0541501294219154,0,0,0.0166350301984469,0
2018,"JUL","LFV","ANSP (AUA)",69091,9632,0,682,0,0,0,0,0,0,0,0,0,1875,0,0,7075,0,486,261,0.139410342881128,0,0.00987103964336889,0,0,0,0,0,0,0,0,0,0.0271381221866813,0,0,0.102401181051078,0
2018,"JUL","LGS","ANSP (AUA)",29024,2378,0,127,0,0,200,0,0,0,0,0,0,1569,0,0,482,0,154,57,0.0819321940463065,0,0.00437568908489526,0,0,0.00689084895259096,0,0,0,0,0,0,0.0540587100330761,0,0,0.0166069459757442,0
2018,"JUL","Lithuania","COUNTRY (FIR)",30038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","LPS","ANSP (AUA)",67359,40759,0,19999,0,0,0,0,4740,0,0,0,0,240,0,0,15780,0,2385,1073,0.605101025846583,0,0.296901676093766,0,0,0,0,0.0703692156950073,0,0,0,0,0.00356299826303835,0,0,0.234267135794771,0
2018,"JUL","LVNL","ANSP (AUA)",58261,5604,161,4315,0,0,593,0,0,0,146,0,0,0,0,0,389,0,392,149,0.0961878443555723,0.00276342664904482,0.0740632670225365,0,0,0.0101783354216371,0,0,0,0.00250596453888536,0,0,0,0,0,0.00667685072346853,0
2018,"JUL","M-NAV","ANSP (AUA)",26353,2975,0,536,0,0,0,0,0,0,0,0,0,68,0,0,2371,0,156,77,0.11289037301256,0,0.0203392403141957,0,0,0,0,0,0,0,0,0,0.00258035138314423,0,0,0.0899707813152203,0
2018,"JUL","Malta","COUNTRY (FIR)",12292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","MATS","ANSP (AUA)",12464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","MoldATSA","ANSP (AUA)",6606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Moldova","COUNTRY (FIR)",6606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","MUAC","ANSP (AUA)",176472,283432,0,75610,0,0,0,0,14156,0,0,0,0,129147,0,0,64519,0,14784,7380,1.60610181785212,0,0.428453239040754,0,0,0,0,0.0802166915998005,0,0,0,0,0.731827145382837,0,0,0.365604741828732,0
2018,"JUL","NATS (Continental)","ANSP (AUA)",245513,160155,0,59519,0,0,0,0,0,0,1748,29171,0,11622,0,0,58095,0,7358,3715,0.652327982632284,0,0.242427081254353,0,0,0,0,0,0,0.00711978591764998,0.118816518880874,0,0.0473376155234142,0,0,0.236626981055993,0
2018,"JUL","NAV Portugal (Continental)","ANSP (AUA)",59174,141,0,62,0,0,0,0,0,0,0,0,0,79,0,0,0,0,11,3,0.00238280325818772,0,0.00104775746104708,0,0,0,0,0,0,0,0,0,0.00133504579714064,0,0,0,0
2018,"JUL","NAVIAIR","ANSP (AUA)",63013,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,21,12,0.00642724517163125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642724517163125,0
2018,"JUL","NEFAB","FAB (FIR)",95034,9090,0,3770,0,0,200,0,0,0,0,0,0,1569,0,0,3551,0,561,234,0.0956499779026454,0,0.0396700128375108,0,0,0.00210450996485468,0,0,0,0,0,0,0.016509880674285,0,0,0.0373655744259949,0
2018,"JUL","Netherlands","COUNTRY (FIR)",125692,33117,161,7592,0,0,593,0,764,0,146,0,0,15274,0,0,8587,0,1974,819,0.263477389173535,0.00128090888839385,0.0604016166502244,0,0,0.00471788180632021,0,0.0060783502529994,0,0.00116156955096585,0,0,0.121519269325017,0,0,0.0683177926996149,0
2018,"JUL","Norway","COUNTRY (FIR)",52315,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,69,22,0.0180063079422728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180063079422728,0
2018,"JUL","ONDA","ANSP (AUA)",37278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Oro Navigacija","ANSP (AUA)",26932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","PANSA","ANSP (AUA)",89956,48293,0,32960,0,0,0,0,0,0,0,0,193,11725,0,0,3415,0,3238,1209,0.536851349548668,0,0.366401351771977,0,0,0,0,0,0,0,0,0.00214549335230557,0.13034150028903,0,0,0.0379630041353551,0
2018,"JUL","Poland","COUNTRY (FIR)",91549,48293,0,32960,0,0,0,0,0,0,0,0,193,11725,0,0,3415,0,3238,1209,0.527509858108772,0,0.360025778544823,0,0,0,0,0,0,0,0,0.00210816065713443,0.12807349069897,0,0,0.037302428207845,0
2018,"JUL","Portugal","COUNTRY (FIR)",67943,141,0,62,0,0,0,0,0,0,0,0,0,79,0,0,0,0,11,3,0.00207526897546473,0,0.000912529620417114,0,0,0,0,0,0,0,0,0,0.00116273935504761,0,0,0,0
2018,"JUL","Portugal Continental","COUNTRY (FIR)",59524,141,0,62,0,0,0,0,0,0,0,0,0,79,0,0,0,0,11,3,0.00236879241986426,0,0.00104159666689067,0,0,0,0,0,0,0,0,0,0.00132719575297359,0,0,0,0
2018,"JUL","Portugal Santa Maria","COUNTRY (FIR)",16429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Romania","COUNTRY (FIR)",82619,45203,0,12760,0,0,0,0,0,0,0,0,0,0,0,0,32443,0,1901,1235,0.547125963761362,0,0.154443893051235,0,0,0,0,0,0,0,0,0,0,0,0,0.392682070710127,0
2018,"JUL","ROMATSA","ANSP (AUA)",82616,45203,0,12760,0,0,0,0,0,0,0,0,0,0,0,0,32443,0,1901,1235,0.547145831315968,0,0.154449501307253,0,0,0,0,0,0,0,0,0,0,0,0,0.392696330008715,0
2018,"JUL","Sakaeronavigatsia","ANSP (AUA)",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"JUL","Serbia & Montenegro","COUNTRY (FIR)",86424,95904,0,18279,0,0,0,0,3348,0,0,0,0,0,0,0,74277,0,4431,2493,1.10969175229103,0,0.211503748958623,0,0,0,0,0.0387392391002499,0,0,0,0,0,0,0,0.859448764232158,0
2018,"JUL","SES Area","AREA (AUA)",1001860,3964615,161,1517400,0,312,1048,0,108954,0,22831,31396,247,1117205,36916,146,1127999,0,193717,98505,3.95725450661769,0.000160701095961512,1.51458287585092,0,0.000311420757391252,0.00104605433892959,0,0.108751721797457,0,0.0227886131794862,0.0313377118559479,0.000246541432934741,1.11513085660671,0.0368474637174855,0.000145728944163855,1.1259048170403,0
2018,"JUL","SES Area (FIR)","AREA (FIR)",1004922,4064863,161,1582169,0,312,1048,0,108954,0,22831,31396,247,1125765,36916,146,1154918,0,199793,101103,4.04495373770303,0.000160211439295786,1.57441970620605,0,0.0003104718575173,0.00104286700858375,0,0.108420355012628,0,0.0227191762146714,0.0312422257647857,0.000245790220534529,1.12025112396783,0.0367351893977841,0.000145284907684378,1.14926133570566,0
2018,"JUL","Skyguide","ANSP (AUA)",131917,104850,0,38896,0,0,0,0,0,0,0,0,0,12333,0,0,53621,0,5489,2646,0.79481795371332,0,0.294852066071848,0,0,0,0,0,0,0,0,0,0.0934906039403564,0,0,0.406475283701115,0
2018,"JUL","Slovakia","COUNTRY (FIR)",67359,40759,0,19999,0,0,0,0,4740,0,0,0,0,240,0,0,15780,0,2385,1073,0.605101025846583,0,0.296901676093766,0,0,0,0,0.0703692156950073,0,0,0,0,0.00356299826303835,0,0,0.234267135794771,0
2018,"JUL","Slovenia","COUNTRY (FIR)",50775,356,0,238,0,0,0,0,0,0,0,0,0,0,0,0,118,0,30,7,0.00701132447070409,0,0.00468734613490891,0,0,0,0,0,0,0,0,0,0,0,0,0.00232397833579517,0
2018,"JUL","Slovenia Control","ANSP (AUA)",40301,356,0,238,0,0,0,0,0,0,0,0,0,0,0,0,118,0,30,7,0.00883352770402719,0,0.00590556065606312,0,0,0,0,0,0,0,0,0,0,0,0,0.00292796704796407,0
