YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,FLT_TXO_UNIMP_2,TIME_TXO_UNIMP_2,TIME_TXO_ADD_2,Pivot Label
2014,1,JAN,EBBR,Brussels,Belgium,"7,290","60,081","15,175",Brussels (EBBR)
2014,2,FEB,EBBR,Brussels,Belgium,"6,865","56,531","12,455",Brussels (EBBR)
2014,3,MAR,EBBR,Brussels,Belgium,"7,886","64,996","22,946",Brussels (EBBR)
2014,4,APR,EBBR,Brussels,Belgium,"8,913","73,926","21,050",Brussels (EBBR)
2014,5,MAY,EBBR,Brussels,Belgium,"9,562","80,221","25,846",Brussels (EBBR)
2014,6,JUN,EBBR,Brussels,Belgium,"9,842","83,880","25,098",Brussels (EBBR)
2014,7,JUL,EBBR,Brussels,Belgium,"10,091","85,057","23,551",Brussels (EBBR)
2014,8,AUG,EBBR,Brussels,Belgium,"9,581","78,606","20,710",Brussels (EBBR)
2014,9,SEP,EBBR,Brussels,Belgium,"9,908","85,769","26,779",Brussels (EBBR)
2014,10,OCT,EBBR,Brussels,Belgium,"9,591","77,991","21,323",Brussels (EBBR)
2014,11,NOV,EBBR,Brussels,Belgium,"8,262","68,724","18,056",Brussels (EBBR)
2014,12,DEC,EBBR,Brussels,Belgium,"7,106","60,154","18,031",Brussels (EBBR)
2014,1,JAN,EDDB,Berlin/ Schoenefeld,Germany,"2,283","20,608","6,598",Berlin/ Schoenefeld (EDDB)
2014,2,FEB,EDDB,Berlin/ Schoenefeld,Germany,"2,373","19,037","2,877",Berlin/ Schoenefeld (EDDB)
2014,3,MAR,EDDB,Berlin/ Schoenefeld,Germany,"2,690","22,916","2,975",Berlin/ Schoenefeld (EDDB)
2014,4,APR,EDDB,Berlin/ Schoenefeld,Germany,"2,819","25,210","1,761",Berlin/ Schoenefeld (EDDB)
2014,5,MAY,EDDB,Berlin/ Schoenefeld,Germany,"3,007","25,606","2,356",Berlin/ Schoenefeld (EDDB)
2014,6,JUN,EDDB,Berlin/ Schoenefeld,Germany,"3,055","24,425","1,664",Berlin/ Schoenefeld (EDDB)
2014,7,JUL,EDDB,Berlin/ Schoenefeld,Germany,"2,849","24,874","1,352",Berlin/ Schoenefeld (EDDB)
2014,8,AUG,EDDB,Berlin/ Schoenefeld,Germany,"2,798","21,898","1,207",Berlin/ Schoenefeld (EDDB)
2014,9,SEP,EDDB,Berlin/ Schoenefeld,Germany,"3,019","26,176","1,834",Berlin/ Schoenefeld (EDDB)
2014,10,OCT,EDDB,Berlin/ Schoenefeld,Germany,"3,144","26,461","2,745",Berlin/ Schoenefeld (EDDB)
2014,11,NOV,EDDB,Berlin/ Schoenefeld,Germany,"2,731","24,008","2,581",Berlin/ Schoenefeld (EDDB)
2014,12,DEC,EDDB,Berlin/ Schoenefeld,Germany,"2,570","20,643","4,788",Berlin/ Schoenefeld (EDDB)
2014,1,JAN,EDDF,Frankfurt,Germany,"17,094","188,314","55,069",Frankfurt (EDDF)
2014,2,FEB,EDDF,Frankfurt,Germany,"16,035","175,037","53,939",Frankfurt (EDDF)
2014,3,MAR,EDDF,Frankfurt,Germany,"18,148","199,081","58,206",Frankfurt (EDDF)
2014,4,APR,EDDF,Frankfurt,Germany,"17,891","195,483","63,125",Frankfurt (EDDF)
2014,5,MAY,EDDF,Frankfurt,Germany,"20,174","221,321","76,311",Frankfurt (EDDF)
2014,6,JUN,EDDF,Frankfurt,Germany,"19,856","218,069","70,501",Frankfurt (EDDF)
2014,7,JUL,EDDF,Frankfurt,Germany,"20,253","221,461","76,636",Frankfurt (EDDF)
2014,8,AUG,EDDF,Frankfurt,Germany,"20,256","220,142","72,927",Frankfurt (EDDF)
2014,9,SEP,EDDF,Frankfurt,Germany,"19,935","219,167","71,899",Frankfurt (EDDF)
2014,10,OCT,EDDF,Frankfurt,Germany,"19,810","216,536","77,326",Frankfurt (EDDF)
2014,11,NOV,EDDF,Frankfurt,Germany,"17,429","194,824","60,839",Frankfurt (EDDF)
2014,12,DEC,EDDF,Frankfurt,Germany,"15,518","172,721","69,445",Frankfurt (EDDF)
2014,1,JAN,EDDH,Hamburg,Germany,"4,914","37,329","9,120",Hamburg (EDDH)
2014,2,FEB,EDDH,Hamburg,Germany,"5,022","33,671","7,982",Hamburg (EDDH)
2014,3,MAR,EDDH,Hamburg,Germany,"5,815","38,075","9,498",Hamburg (EDDH)
2014,4,APR,EDDH,Hamburg,Germany,"5,954","39,756","12,322",Hamburg (EDDH)
2014,5,MAY,EDDH,Hamburg,Germany,"6,646","42,253","13,617",Hamburg (EDDH)
2014,6,JUN,EDDH,Hamburg,Germany,"6,500","40,329","13,434",Hamburg (EDDH)
2014,7,JUL,EDDH,Hamburg,Germany,"6,713","42,644","12,853",Hamburg (EDDH)
2014,8,AUG,EDDH,Hamburg,Germany,"6,407","40,267","11,642",Hamburg (EDDH)
2014,9,SEP,EDDH,Hamburg,Germany,"6,451","46,577","15,016",Hamburg (EDDH)
2014,10,OCT,EDDH,Hamburg,Germany,"6,680","43,534","13,771",Hamburg (EDDH)
2014,11,NOV,EDDH,Hamburg,Germany,"5,724","41,868","12,801",Hamburg (EDDH)
2014,12,DEC,EDDH,Hamburg,Germany,"5,283","35,406","10,105",Hamburg (EDDH)
2014,1,JAN,EDDK,Cologne-Bonn,Germany,"3,851","30,221","3,457",Cologne-Bonn (EDDK)
2014,2,FEB,EDDK,Cologne-Bonn,Germany,"3,659","27,777","3,515",Cologne-Bonn (EDDK)
2014,3,MAR,EDDK,Cologne-Bonn,Germany,"4,103","33,854","5,161",Cologne-Bonn (EDDK)
2014,4,APR,EDDK,Cologne-Bonn,Germany,"4,447","39,630","5,400",Cologne-Bonn (EDDK)
2014,5,MAY,EDDK,Cologne-Bonn,Germany,"5,025","45,623","6,496",Cologne-Bonn (EDDK)
2014,6,JUN,EDDK,Cologne-Bonn,Germany,"4,848","47,341","6,913",Cologne-Bonn (EDDK)
2014,7,JUL,EDDK,Cologne-Bonn,Germany,"5,273","50,668","7,179",Cologne-Bonn (EDDK)
2014,8,AUG,EDDK,Cologne-Bonn,Germany,"5,184","45,395","7,925",Cologne-Bonn (EDDK)
2014,9,SEP,EDDK,Cologne-Bonn,Germany,"5,184","47,041","8,273",Cologne-Bonn (EDDK)
2014,10,OCT,EDDK,Cologne-Bonn,Germany,"5,158","40,132","7,112",Cologne-Bonn (EDDK)
2014,11,NOV,EDDK,Cologne-Bonn,Germany,"4,064","29,660","5,203",Cologne-Bonn (EDDK)
2014,12,DEC,EDDK,Cologne-Bonn,Germany,"3,743","31,132","5,377",Cologne-Bonn (EDDK)
2014,1,JAN,EDDL,Dusseldorf,Germany,"5,949","54,416","9,595",Dusseldorf (EDDL)
2014,2,FEB,EDDL,Dusseldorf,Germany,"5,482","50,745","8,927",Dusseldorf (EDDL)
2014,3,MAR,EDDL,Dusseldorf,Germany,"6,180","54,892","10,433",Dusseldorf (EDDL)
2014,4,APR,EDDL,Dusseldorf,Germany,"7,567","65,389","16,053",Dusseldorf (EDDL)
2014,5,MAY,EDDL,Dusseldorf,Germany,"8,588","73,287","25,657",Dusseldorf (EDDL)
2014,6,JUN,EDDL,Dusseldorf,Germany,"8,388","71,688","23,338",Dusseldorf (EDDL)
2014,7,JUL,EDDL,Dusseldorf,Germany,"8,284","72,002","26,811",Dusseldorf (EDDL)
2014,8,AUG,EDDL,Dusseldorf,Germany,"8,761","80,244","24,924",Dusseldorf (EDDL)
2014,9,SEP,EDDL,Dusseldorf,Germany,"8,447","71,239","29,323",Dusseldorf (EDDL)
2014,10,OCT,EDDL,Dusseldorf,Germany,"9,241","82,401","26,612",Dusseldorf (EDDL)
2014,11,NOV,EDDL,Dusseldorf,Germany,"7,915","67,335","19,037",Dusseldorf (EDDL)
2014,12,DEC,EDDL,Dusseldorf,Germany,"7,042","61,137","20,160",Dusseldorf (EDDL)
2014,1,JAN,EDDM,Munich,Germany,"13,091","117,002","47,412",Munich (EDDM)
2014,2,FEB,EDDM,Munich,Germany,"13,439","120,362","42,510",Munich (EDDM)
2014,3,MAR,EDDM,Munich,Germany,"15,127","136,571","41,482",Munich (EDDM)
2014,4,APR,EDDM,Munich,Germany,"14,059","127,759","29,034",Munich (EDDM)
2014,5,MAY,EDDM,Munich,Germany,"15,730","141,883","37,497",Munich (EDDM)
2014,6,JUN,EDDM,Munich,Germany,"15,557","143,050","34,570",Munich (EDDM)
2014,7,JUL,EDDM,Munich,Germany,"15,932","146,233","37,954",Munich (EDDM)
2014,8,AUG,EDDM,Munich,Germany,"14,314","130,785","29,903",Munich (EDDM)
2014,9,SEP,EDDM,Munich,Germany,"15,226","138,352","39,831",Munich (EDDM)
2014,10,OCT,EDDM,Munich,Germany,"14,998","138,850","39,616",Munich (EDDM)
2014,11,NOV,EDDM,Munich,Germany,"13,541","126,249","36,545",Munich (EDDM)
2014,12,DEC,EDDM,Munich,Germany,"12,105","109,503","53,585",Munich (EDDM)
2014,1,JAN,EDDN,Nuremberg,Germany,"1,869","13,042","1,041",Nuremberg (EDDN)
2014,2,FEB,EDDN,Nuremberg,Germany,"1,878","13,065","1,411",Nuremberg (EDDN)
2014,3,MAR,EDDN,Nuremberg,Germany,"2,255","15,763","1,450",Nuremberg (EDDN)
2014,4,APR,EDDN,Nuremberg,Germany,"2,052","14,159","1,304",Nuremberg (EDDN)
2014,5,MAY,EDDN,Nuremberg,Germany,"2,265","15,911","2,118",Nuremberg (EDDN)
2014,6,JUN,EDDN,Nuremberg,Germany,"2,401","16,918","1,608",Nuremberg (EDDN)
2014,7,JUL,EDDN,Nuremberg,Germany,"2,381","16,343","1,884",Nuremberg (EDDN)
2014,8,AUG,EDDN,Nuremberg,Germany,,,,Nuremberg (EDDN)
2014,9,SEP,EDDN,Nuremberg,Germany,"2,562","18,175","1,845",Nuremberg (EDDN)
2014,10,OCT,EDDN,Nuremberg,Germany,"2,382","16,842","1,659",Nuremberg (EDDN)
2014,11,NOV,EDDN,Nuremberg,Germany,"2,074","14,450","1,415",Nuremberg (EDDN)
2014,12,DEC,EDDN,Nuremberg,Germany,"1,590","10,980","2,108",Nuremberg (EDDN)
2014,1,JAN,EDDP,Leipzig-Halle,Germany,"2,215","25,463","10,494",Leipzig-Halle (EDDP)
2014,2,FEB,EDDP,Leipzig-Halle,Germany,"2,127","24,064","3,215",Leipzig-Halle (EDDP)
2014,3,MAR,EDDP,Leipzig-Halle,Germany,"2,348","26,778","2,349",Leipzig-Halle (EDDP)
2014,4,APR,EDDP,Leipzig-Halle,Germany,"2,337","26,307","1,565",Leipzig-Halle (EDDP)
2014,5,MAY,EDDP,Leipzig-Halle,Germany,"2,504","27,498","1,408",Leipzig-Halle (EDDP)
2014,6,JUN,EDDP,Leipzig-Halle,Germany,"2,530","26,672","1,861",Leipzig-Halle (EDDP)
2014,7,JUL,EDDP,Leipzig-Halle,Germany,"2,674","29,556","4,312",Leipzig-Halle (EDDP)
2014,8,AUG,EDDP,Leipzig-Halle,Germany,"2,548","29,269","2,749",Leipzig-Halle (EDDP)
2014,9,SEP,EDDP,Leipzig-Halle,Germany,"2,652","30,293","2,133",Leipzig-Halle (EDDP)
2014,10,OCT,EDDP,Leipzig-Halle,Germany,"2,775","31,394","2,056",Leipzig-Halle (EDDP)
2014,11,NOV,EDDP,Leipzig-Halle,Germany,"2,436","27,643","3,247",Leipzig-Halle (EDDP)
2014,12,DEC,EDDP,Leipzig-Halle,Germany,"2,318","26,088","9,074",Leipzig-Halle (EDDP)
2014,1,JAN,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,2,FEB,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,3,MAR,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,4,APR,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,5,MAY,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,6,JUN,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,7,JUL,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,8,AUG,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,9,SEP,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,10,OCT,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,11,NOV,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,12,DEC,EDDS,Stuttgart,Germany,,,,Stuttgart (EDDS)
2014,1,JAN,EDDT,Berlin/ Tegel,Germany,"6,334","54,605","4,268",Berlin/ Tegel (EDDT)
2014,2,FEB,EDDT,Berlin/ Tegel,Germany,"6,389","55,845","4,782",Berlin/ Tegel (EDDT)
2014,3,MAR,EDDT,Berlin/ Tegel,Germany,"7,354","63,535","6,423",Berlin/ Tegel (EDDT)
2014,4,APR,EDDT,Berlin/ Tegel,Germany,"7,338","63,657","4,686",Berlin/ Tegel (EDDT)
2014,5,MAY,EDDT,Berlin/ Tegel,Germany,"8,148","70,560","8,048",Berlin/ Tegel (EDDT)
2014,6,JUN,EDDT,Berlin/ Tegel,Germany,"8,056","70,025","4,637",Berlin/ Tegel (EDDT)
2014,7,JUL,EDDT,Berlin/ Tegel,Germany,"8,004","71,274","6,325",Berlin/ Tegel (EDDT)
2014,8,AUG,EDDT,Berlin/ Tegel,Germany,"7,731","67,865","3,104",Berlin/ Tegel (EDDT)
2014,9,SEP,EDDT,Berlin/ Tegel,Germany,"8,138","70,228","6,657",Berlin/ Tegel (EDDT)
2014,10,OCT,EDDT,Berlin/ Tegel,Germany,"8,148","70,689","8,112",Berlin/ Tegel (EDDT)
2014,11,NOV,EDDT,Berlin/ Tegel,Germany,"7,235","62,099","5,712",Berlin/ Tegel (EDDT)
2014,12,DEC,EDDT,Berlin/ Tegel,Germany,"6,519","57,299","3,930",Berlin/ Tegel (EDDT)
2014,1,JAN,EDDV,Hanover,Germany,"1,842","15,408","4,419",Hanover (EDDV)
2014,2,FEB,EDDV,Hanover,Germany,"1,869","14,177","1,508",Hanover (EDDV)
2014,3,MAR,EDDV,Hanover,Germany,"2,285","17,511","2,358",Hanover (EDDV)
2014,4,APR,EDDV,Hanover,Germany,"2,371","20,456","1,164",Hanover (EDDV)
2014,5,MAY,EDDV,Hanover,Germany,"2,618","20,420","2,012",Hanover (EDDV)
2014,6,JUN,EDDV,Hanover,Germany,"2,714","21,392","1,751",Hanover (EDDV)
2014,7,JUL,EDDV,Hanover,Germany,"2,786","23,071","1,457",Hanover (EDDV)
2014,8,AUG,EDDV,Hanover,Germany,"2,772","22,336","1,506",Hanover (EDDV)
2014,9,SEP,EDDV,Hanover,Germany,"2,947","25,083","1,387",Hanover (EDDV)
2014,10,OCT,EDDV,Hanover,Germany,"2,845","22,832","1,769",Hanover (EDDV)
2014,11,NOV,EDDV,Hanover,Germany,"2,317","18,619","1,467",Hanover (EDDV)
2014,12,DEC,EDDV,Hanover,Germany,"1,902","14,737","2,972",Hanover (EDDV)
2014,1,JAN,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,2,FEB,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,3,MAR,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,4,APR,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,5,MAY,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,6,JUN,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,7,JUL,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,8,AUG,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,9,SEP,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,10,OCT,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,11,NOV,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,12,DEC,EETN,Tallinn,Estonia,,,,Tallinn (EETN)
2014,1,JAN,EFHK,Helsinki/ Vantaa,Finland,"6,172","45,882","20,688",Helsinki/ Vantaa (EFHK)
2014,2,FEB,EFHK,Helsinki/ Vantaa,Finland,"6,064","45,095","17,821",Helsinki/ Vantaa (EFHK)
2014,3,MAR,EFHK,Helsinki/ Vantaa,Finland,"6,788","50,429","14,127",Helsinki/ Vantaa (EFHK)
2014,4,APR,EFHK,Helsinki/ Vantaa,Finland,"6,512","48,390","8,828",Helsinki/ Vantaa (EFHK)
2014,5,MAY,EFHK,Helsinki/ Vantaa,Finland,"6,924","51,703","9,748",Helsinki/ Vantaa (EFHK)
2014,6,JUN,EFHK,Helsinki/ Vantaa,Finland,"6,566","48,913","8,338",Helsinki/ Vantaa (EFHK)
2014,7,JUL,EFHK,Helsinki/ Vantaa,Finland,"6,152","45,954","8,174",Helsinki/ Vantaa (EFHK)
2014,8,AUG,EFHK,Helsinki/ Vantaa,Finland,"6,716","49,672","11,703",Helsinki/ Vantaa (EFHK)
2014,9,SEP,EFHK,Helsinki/ Vantaa,Finland,"7,090","51,774","11,781",Helsinki/ Vantaa (EFHK)
2014,10,OCT,EFHK,Helsinki/ Vantaa,Finland,"7,056","52,188","9,139",Helsinki/ Vantaa (EFHK)
2014,11,NOV,EFHK,Helsinki/ Vantaa,Finland,"6,392","47,008","14,595",Helsinki/ Vantaa (EFHK)
2014,12,DEC,EFHK,Helsinki/ Vantaa,Finland,"5,972","44,078","25,358",Helsinki/ Vantaa (EFHK)
2014,1,JAN,EGBB,Birmingham,United Kingdom,"3,076","27,545","4,360",Birmingham (EGBB)
2014,2,FEB,EGBB,Birmingham,United Kingdom,"2,882","26,172","4,515",Birmingham (EGBB)
2014,3,MAR,EGBB,Birmingham,United Kingdom,"3,331","29,668","4,992",Birmingham (EGBB)
2014,4,APR,EGBB,Birmingham,United Kingdom,"3,737","32,830","5,068",Birmingham (EGBB)
2014,5,MAY,EGBB,Birmingham,United Kingdom,"4,289","37,694","6,508",Birmingham (EGBB)
2014,6,JUN,EGBB,Birmingham,United Kingdom,"4,407","38,884","6,974",Birmingham (EGBB)
2014,7,JUL,EGBB,Birmingham,United Kingdom,"4,660","40,744","7,651",Birmingham (EGBB)
2014,8,AUG,EGBB,Birmingham,United Kingdom,"4,573","39,553","8,581",Birmingham (EGBB)
2014,9,SEP,EGBB,Birmingham,United Kingdom,"4,449","37,504","8,047",Birmingham (EGBB)
2014,10,OCT,EGBB,Birmingham,United Kingdom,"4,179","37,567","6,998",Birmingham (EGBB)
2014,11,NOV,EGBB,Birmingham,United Kingdom,"3,288","29,344","5,057",Birmingham (EGBB)
2014,12,DEC,EGBB,Birmingham,United Kingdom,"3,164","26,251","5,747",Birmingham (EGBB)
2014,1,JAN,EGCC,Manchester,United Kingdom,"5,244","56,005","16,181",Manchester (EGCC)
2014,2,FEB,EGCC,Manchester,United Kingdom,"5,159","54,674","18,562",Manchester (EGCC)
2014,3,MAR,EGCC,Manchester,United Kingdom,"5,725","61,414","19,616",Manchester (EGCC)
2014,4,APR,EGCC,Manchester,United Kingdom,"6,353","67,987","22,676",Manchester (EGCC)
2014,5,MAY,EGCC,Manchester,United Kingdom,"7,437","80,325","30,593",Manchester (EGCC)
2014,6,JUN,EGCC,Manchester,United Kingdom,"7,246","78,115","32,110",Manchester (EGCC)
2014,7,JUL,EGCC,Manchester,United Kingdom,"7,870","84,527","33,333",Manchester (EGCC)
2014,8,AUG,EGCC,Manchester,United Kingdom,"7,949","85,528","36,571",Manchester (EGCC)
2014,9,SEP,EGCC,Manchester,United Kingdom,"7,545","81,930","26,340",Manchester (EGCC)
2014,10,OCT,EGCC,Manchester,United Kingdom,"6,954","74,395","26,461",Manchester (EGCC)
2014,11,NOV,EGCC,Manchester,United Kingdom,,,,Manchester (EGCC)
2014,12,DEC,EGCC,Manchester,United Kingdom,"5,269","57,281","19,787",Manchester (EGCC)
2014,1,JAN,EGGD,Bristol,United Kingdom,"1,876","15,606","2,304",Bristol (EGGD)
2014,2,FEB,EGGD,Bristol,United Kingdom,"1,817","15,006","3,026",Bristol (EGGD)
2014,3,MAR,EGGD,Bristol,United Kingdom,"2,064","17,481","2,558",Bristol (EGGD)
2014,4,APR,EGGD,Bristol,United Kingdom,"2,468","21,126","3,268",Bristol (EGGD)
2014,5,MAY,EGGD,Bristol,United Kingdom,"2,904","24,764","3,728",Bristol (EGGD)
2014,6,JUN,EGGD,Bristol,United Kingdom,"2,886","24,079","3,699",Bristol (EGGD)
2014,7,JUL,EGGD,Bristol,United Kingdom,"2,905","23,855","4,264",Bristol (EGGD)
2014,8,AUG,EGGD,Bristol,United Kingdom,"2,790","22,682","4,005",Bristol (EGGD)
2014,9,SEP,EGGD,Bristol,United Kingdom,"2,575","21,974","2,227",Bristol (EGGD)
2014,10,OCT,EGGD,Bristol,United Kingdom,"2,467","19,955","3,019",Bristol (EGGD)
2014,11,NOV,EGGD,Bristol,United Kingdom,"1,769","14,476","1,294",Bristol (EGGD)
2014,12,DEC,EGGD,Bristol,United Kingdom,"1,811","14,249","1,809",Bristol (EGGD)
2014,1,JAN,EGGW,London/ Luton,United Kingdom,"3,144","28,192","7,960",London/ Luton (EGGW)
2014,2,FEB,EGGW,London/ Luton,United Kingdom,"3,116","27,502","9,490",London/ Luton (EGGW)
2014,3,MAR,EGGW,London/ Luton,United Kingdom,"3,534","31,513","9,355",London/ Luton (EGGW)
2014,4,APR,EGGW,London/ Luton,United Kingdom,"4,013","36,975","11,832",London/ Luton (EGGW)
2014,5,MAY,EGGW,London/ Luton,United Kingdom,"4,610","41,647","17,072",London/ Luton (EGGW)
2014,6,JUN,EGGW,London/ Luton,United Kingdom,"4,724","42,259","17,939",London/ Luton (EGGW)
2014,7,JUL,EGGW,London/ Luton,United Kingdom,"4,842","44,218","18,935",London/ Luton (EGGW)
2014,8,AUG,EGGW,London/ Luton,United Kingdom,"4,665","43,241","15,546",London/ Luton (EGGW)
2014,9,SEP,EGGW,London/ Luton,United Kingdom,"4,523","40,995","16,120",London/ Luton (EGGW)
2014,10,OCT,EGGW,London/ Luton,United Kingdom,"4,425","39,974","15,952",London/ Luton (EGGW)
2014,11,NOV,EGGW,London/ Luton,United Kingdom,"3,482","30,955","10,968",London/ Luton (EGGW)
2014,12,DEC,EGGW,London/ Luton,United Kingdom,"3,584","32,237","13,286",London/ Luton (EGGW)
2014,1,JAN,EGKK,London/ Gatwick,United Kingdom,"8,288","83,439","34,800",London/ Gatwick (EGKK)
2014,2,FEB,EGKK,London/ Gatwick,United Kingdom,"7,831","77,972","36,295",London/ Gatwick (EGKK)
2014,3,MAR,EGKK,London/ Gatwick,United Kingdom,"8,937","96,379","37,991",London/ Gatwick (EGKK)
2014,4,APR,EGKK,London/ Gatwick,United Kingdom,"10,006","109,986","44,029",London/ Gatwick (EGKK)
2014,5,MAY,EGKK,London/ Gatwick,United Kingdom,"10,956","119,754","53,355",London/ Gatwick (EGKK)
2014,6,JUN,EGKK,London/ Gatwick,United Kingdom,"10,749","121,518","58,273",London/ Gatwick (EGKK)
2014,7,JUL,EGKK,London/ Gatwick,United Kingdom,"11,881","126,833","68,802",London/ Gatwick (EGKK)
2014,8,AUG,EGKK,London/ Gatwick,United Kingdom,"12,508","126,435","85,450",London/ Gatwick (EGKK)
2014,9,SEP,EGKK,London/ Gatwick,United Kingdom,"11,078","127,076","67,900",London/ Gatwick (EGKK)
2014,10,OCT,EGKK,London/ Gatwick,United Kingdom,,,,London/ Gatwick (EGKK)
2014,11,NOV,EGKK,London/ Gatwick,United Kingdom,"8,112","89,598","33,296",London/ Gatwick (EGKK)
2014,12,DEC,EGKK,London/ Gatwick,United Kingdom,"8,491","86,059","44,411",London/ Gatwick (EGKK)
2014,1,JAN,EGLC,London/ City,United Kingdom,"2,941","14,574","6,908",London/ City (EGLC)
2014,2,FEB,EGLC,London/ City,United Kingdom,"2,818","14,117","6,957",London/ City (EGLC)
2014,3,MAR,EGLC,London/ City,United Kingdom,"3,099","15,076","6,500",London/ City (EGLC)
2014,4,APR,EGLC,London/ City,United Kingdom,"3,001","14,581","5,688",London/ City (EGLC)
2014,5,MAY,EGLC,London/ City,United Kingdom,"3,132","15,274","6,386",London/ City (EGLC)
2014,6,JUN,EGLC,London/ City,United Kingdom,"3,293","15,902","6,781",London/ City (EGLC)
2014,7,JUL,EGLC,London/ City,United Kingdom,"3,253","16,052","7,208",London/ City (EGLC)
2014,8,AUG,EGLC,London/ City,United Kingdom,"2,743","13,849","4,787",London/ City (EGLC)
2014,9,SEP,EGLC,London/ City,United Kingdom,"3,346","15,944","6,557",London/ City (EGLC)
2014,10,OCT,EGLC,London/ City,United Kingdom,"3,603","17,962","9,641",London/ City (EGLC)
2014,11,NOV,EGLC,London/ City,United Kingdom,"3,493","16,717","7,152",London/ City (EGLC)
2014,12,DEC,EGLC,London/ City,United Kingdom,"3,257","16,410","9,695",London/ City (EGLC)
2014,1,JAN,EGLL,London/ Heathrow,United Kingdom,"17,475","226,460","137,192",London/ Heathrow (EGLL)
2014,2,FEB,EGLL,London/ Heathrow,United Kingdom,"15,662","203,402","124,946",London/ Heathrow (EGLL)
2014,3,MAR,EGLL,London/ Heathrow,United Kingdom,"19,045","244,170","151,419",London/ Heathrow (EGLL)
2014,4,APR,EGLL,London/ Heathrow,United Kingdom,"19,301","246,394","156,970",London/ Heathrow (EGLL)
2014,5,MAY,EGLL,London/ Heathrow,United Kingdom,"20,582","264,061","188,890",London/ Heathrow (EGLL)
2014,6,JUN,EGLL,London/ Heathrow,United Kingdom,"19,387","247,751","183,343",London/ Heathrow (EGLL)
2014,7,JUL,EGLL,London/ Heathrow,United Kingdom,"19,228","248,188","175,400",London/ Heathrow (EGLL)
2014,8,AUG,EGLL,London/ Heathrow,United Kingdom,"18,861","245,819","164,426",London/ Heathrow (EGLL)
2014,9,SEP,EGLL,London/ Heathrow,United Kingdom,"17,319","220,613","155,721",London/ Heathrow (EGLL)
2014,10,OCT,EGLL,London/ Heathrow,United Kingdom,"16,309","214,729","161,573",London/ Heathrow (EGLL)
2014,11,NOV,EGLL,London/ Heathrow,United Kingdom,"14,723","185,666","128,962",London/ Heathrow (EGLL)
2014,12,DEC,EGLL,London/ Heathrow,United Kingdom,"14,152","186,984","124,308",London/ Heathrow (EGLL)
2014,1,JAN,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,2,FEB,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,3,MAR,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,4,APR,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,5,MAY,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,6,JUN,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,7,JUL,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,8,AUG,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,9,SEP,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,10,OCT,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,11,NOV,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,12,DEC,EGNT,Newcastle,United Kingdom,,,,Newcastle (EGNT)
2014,1,JAN,EGPD,Aberdeen,United Kingdom,"2,555","22,878","7,212",Aberdeen (EGPD)
2014,2,FEB,EGPD,Aberdeen,United Kingdom,"2,516","22,845","7,519",Aberdeen (EGPD)
2014,3,MAR,EGPD,Aberdeen,United Kingdom,"2,931","25,261","7,606",Aberdeen (EGPD)
2014,4,APR,EGPD,Aberdeen,United Kingdom,"2,932","25,367","9,156",Aberdeen (EGPD)
2014,5,MAY,EGPD,Aberdeen,United Kingdom,"3,072","26,496","9,530",Aberdeen (EGPD)
